joint_number,joint_length,wall_thickness,dist_upstream_weld,dist_downstream_weld,log_distance,event_type,orientation,depth_percent,depth_inches,Metal Loss Depth + Tolerance[%],Dimension Classification,Metal Loss Depth Tolerance [%] (includes seamless and HAZ and modified specs),Dent Depth[%],Dent Depth[in],Is any part of the dent affecting the top of the pipe? [Y/N],length,width,clock_position,comments,Anomalies per Joint,Was anomaly sizing reviewed by analyst? [Y/N],Was anomaly sizing/dimensions manually changed? [Y/N],Magnetization Level [kA/m] for MFL survey or Actual WT [in] for UT Survey,elevation,Seam Position[hh:mm],Distance To Seam Weld [in],Tool,pdesign,smys,Pipe Type,Pipe Diameter (O.D.)[in.],safe_pressure_psi,burst_pressure_psi,Effective Area Psafe [PSI],Effective Area Pburst [PSI],erf,rpr,Length Tolerance [in],Width Tolerance [in],inspection_year,feature_id,is_anomaly,distance_ft_original,distance_ft_aligned,event_type_normalized,is_reference,clock_decimal,original_index,corrected_distance
10950,40.207,0.344,0.935,39.272,39559.098,Metal Loss,External,21.0,0.072,36.0,GENE,20.0,,,,2.1,2.0,2:23,EXT ML,21,N,N,5.97,23.596,10:48,22.619,CMFL,1025,65000,E.R. WELD,24,1505.6,2091.1,1496.5,2078.5,0.681,1.121,1.0,1.2,2022,Metal Loss_39559.1,True,39559.098,39558.341,METAL_LOSS,False,2.3833333333333333,2804,39553.61811645028
10950,40.207,0.344,4.38,35.827,39562.543,Metal Loss,External,30.0,0.103,45.0,GENE,20.0,,,,2.0,1.7,2:48,EXT ML,21,N,N,5.97,23.574,10:48,25.133,CMFL,1025,65000,E.R. WELD,24,1481.8,2058.1,1465.9,2036.0,0.692,1.105,1.0,1.2,2022,Metal Loss_39562.5,True,39562.543,39561.786,METAL_LOSS,False,2.8,2805,39557.03775406656
10950,40.207,0.344,4.836,35.374,39562.995,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,3.6,2.4,3:09,EXT ML,21,N,N,5.97,23.573,10:48,26.808,CMFL,1025,65000,E.R. WELD,24,1472.0,2044.5,1463.4,2032.4,0.696,1.097,1.0,1.2,2022,Metal Loss_39563.0,True,39562.995,39562.238000000005,METAL_LOSS,False,3.15,2806,39557.48642640402
10950,40.207,0.344,8.524,31.686,39566.683,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,4.1,2.5,2:02,EXT ML,21,N,N,5.97,23.562,10:48,20.106,CMFL,1025,65000,E.R. WELD,24,1477.1,2051.6,1465.4,2035.3,0.694,1.099,1.0,1.2,2022,Metal Loss_39566.7,True,39566.683,39565.926,METAL_LOSS,False,2.033333333333333,2807,39561.147275033574
10950,40.207,0.344,10.768,29.439,39568.93,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,2.8,2.4,2:48,EXT ML,21,N,N,5.97,23.555,10:48,25.133,CMFL,1025,65000,E.R. WELD,24,1511.5,2099.2,1504.3,2089.3,0.678,1.127,1.0,1.2,2022,Metal Loss_39568.9,True,39568.93,39568.173,METAL_LOSS,False,2.8,2808,39563.377732427994
10950,40.207,0.344,15.41,24.8,39573.57,Metal Loss,External,21.0,0.072,36.0,GENE,20.0,,,,3.3,2.8,2:38,EXT ML,21,N,N,5.97,23.541,10:48,24.086,CMFL,1025,65000,E.R. WELD,24,1466.9,2037.4,1450.0,2013.9,0.699,1.092,1.0,1.2,2022,Metal Loss_39573.6,True,39573.57,39572.813,METAL_LOSS,False,2.6333333333333333,2809,39567.98357235239
10950,40.207,0.344,17.329,22.877,39575.492,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,10.0,3.3,2:36,EXT ML,21,N,N,5.97,23.536,10:48,24.295,CMFL,1025,65000,E.R. WELD,24,1386.3,1925.5,1363.9,1894.3,0.739,1.033,1.0,1.2,2022,Metal Loss_39575.5,True,39575.492,39574.735,METAL_LOSS,False,2.6,2810,39569.891422424516
10950,40.207,0.344,18.609,21.598,39576.772,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,2.8,2.1,6:10,EXT ML,21,N,N,5.97,23.532,10:48,29.112,CMFL,1025,65000,E.R. WELD,24,1493.3,2074.0,1482.1,2058.5,0.686,1.114,1.0,1.2,2022,Metal Loss_39576.8,True,39576.772,39576.015,METAL_LOSS,False,6.166666666666667,2811,39571.16199895538
10950,40.207,0.344,18.635,21.572,39576.798,Metal Loss,External,35.0,0.12,50.0,GENE,20.0,,,,2.6,1.4,2:20,EXT ML,21,N,N,5.97,23.532,10:48,22.201,CMFL,1025,65000,E.R. WELD,24,1433.8,1991.3,1430.3,1986.6,0.715,1.069,0.6,1.2,2022,Metal Loss_39576.8,True,39576.798,39576.041000000005,METAL_LOSS,False,2.3333333333333335,2812,39571.187807541166
10950,40.207,0.344,20.561,19.646,39578.724,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,5.1,1.7,6:01,EXT ML,21,N,N,5.97,23.526,10:48,29.95,CMFL,1025,65000,E.R. WELD,24,1485.7,2063.4,1473.9,2047.1,0.69,1.106,1.0,1.2,2022,Metal Loss_39578.7,True,39578.724,39577.967,METAL_LOSS,False,6.016666666666667,2813,39573.09962816496
10950,40.207,0.344,21.923,18.284,39580.085,Metal Loss,External,23.0,0.079,38.0,GENE,20.0,,,,2.4,1.3,6:01,EXT ML,21,N,N,5.97,23.522,10:48,29.95,CMFL,1025,65000,E.R. WELD,24,1489.9,2069.3,1477.2,2051.7,0.688,1.11,1.0,1.2,2022,Metal Loss_39580.1,True,39580.085,39579.328,METAL_LOSS,False,6.016666666666667,2814,39574.45060836691
10950,40.207,0.344,23.927,16.28,39582.09,Metal Loss,External,17.0,0.058,32.0,AXGR,20.0,,,,1.5,0.7,6:03,EXT ML,21,N,N,5.97,23.516,10:48,29.74,CMFL,1025,65000,E.R. WELD,24,1529.9,2124.9,1526.1,2119.6,0.67,1.14,1.0,1.2,2022,Metal Loss_39582.1,True,39582.09,39581.333,METAL_LOSS,False,6.05,2816,39576.44084738596
10950,40.207,0.344,25.079,15.128,39583.241,Metal Loss,External,14.0,0.048,29.0,AXGR,20.0,,,,2.7,0.6,5:55,EXT ML,21,N,N,5.97,23.513,10:48,30.578,CMFL,1025,65000,E.R. WELD,24,1507.4,2093.6,1499.3,2082.4,0.68,1.124,1.0,1.2,2022,Metal Loss_39583.2,True,39583.241,39582.484,METAL_LOSS,False,5.916666666666667,2817,39577.58337362583
10950,40.207,0.344,25.945,14.262,39584.108,Metal Loss,External,24.0,0.082,39.0,GENE,20.0,,,,5.3,2.6,6:03,EXT ML,21,N,N,5.97,23.51,10:48,30.369,CMFL,1025,65000,E.R. WELD,24,1392.3,1933.7,1437.5,1996.5,0.736,1.039,1.0,1.2,2022,Metal Loss_39584.1,True,39584.108,39583.351,METAL_LOSS,False,6.05,2818,39578.44399069791
10950,40.207,0.344,27.972,12.234,39586.135,Metal Loss,External,22.0,0.076,37.0,GENE,20.0,,,,2.0,1.6,6:01,EXT ML,21,N,N,5.97,23.504,10:48,29.95,CMFL,1025,65000,E.R. WELD,24,1505.8,2091.4,1496.6,2078.6,0.681,1.122,1.0,1.2,2022,Metal Loss_39586.1,True,39586.135,39585.378,METAL_LOSS,False,6.016666666666667,2819,39580.45606775108
10950,40.207,0.344,29.006,11.201,39587.169,Metal Loss,External,21.0,0.072,36.0,GENE,20.0,,,,2.1,2.2,5:59,EXT ML,21,N,N,5.97,23.501,10:48,30.159,CMFL,1025,65000,E.R. WELD,24,1504.3,2089.3,1494.9,2076.2,0.681,1.121,1.0,1.2,2022,Metal Loss_39587.2,True,39587.169,39586.412,METAL_LOSS,False,5.983333333333333,2820,39581.482455354926
10950,40.207,0.344,29.688,10.522,39587.848,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,2.6,1.8,6:02,EXT ML,21,N,N,5.97,23.499,10:48,29.95,CMFL,1025,65000,E.R. WELD,24,1495.7,2077.3,1484.8,2062.2,0.685,1.115,1.0,1.2,2022,Metal Loss_39587.8,True,39587.848,39587.091,METAL_LOSS,False,6.033333333333333,2821,39582.156456499026
10950,40.207,0.344,33.212,6.995,39591.375,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,2.6,1.9,6:03,EXT ML,21,N,N,5.97,23.488,10:48,29.95,CMFL,1025,65000,E.R. WELD,24,1498.4,2081.1,1488.1,2066.8,0.684,1.117,1.0,1.2,2022,Metal Loss_39591.4,True,39591.375,39590.618,METAL_LOSS,False,6.05,2822,39585.65749042432
10960,35.991,0.344,29.823,6.171,39628.189,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,6.5,1.9,7:10,EXT ML,6,N,N,5.97,23.354,08:00,5.236,CMFL,1025,65000,E.R. WELD,24,1461.1,2029.2,1444.7,2006.5,0.702,1.091,1.0,1.2,2022,Metal Loss_39628.2,True,39628.189,39627.432,METAL_LOSS,False,7.166666666666667,2825,39623.305709760774
10960,35.991,0.344,34.747,1.243,39633.117,Metal Loss,External,23.0,0.079,38.0,GENE,20.0,,,,3.3,2.2,9:31,EXT ML,6,N,N,5.97,23.335,08:00,9.844,CMFL,1025,65000,E.R. WELD,24,1454.6,2020.2,1440.3,2000.4,0.705,1.085,1.0,1.2,2022,Metal Loss_39633.1,True,39633.117,39632.36,METAL_LOSS,False,9.516666666666667,2826,39628.3800805757
10960,35.991,0.344,34.82,1.171,39633.189,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,2.7,2.4,2:23,EXT ML,6,N,N,5.97,23.334,08:00,35.186,CMFL,1025,65000,E.R. WELD,24,1504.4,2089.4,1495.6,2077.3,0.681,1.122,1.0,1.2,2022,Metal Loss_39633.2,True,39633.189,39632.432,METAL_LOSS,False,2.3833333333333333,2827,39628.45421911033
10960,35.991,0.344,35.118,0.873,39633.488,Metal Loss,External,22.0,0.076,37.0,GENE,20.0,,,,2.5,1.8,8:12,EXT ML ( NEAR SW ),6,N,N,5.97,23.333,08:00,1.466,CMFL,1025,65000,E.R. WELD,24,1488.2,2067.0,1481.0,2056.9,0.689,1.108,1.0,1.2,2022,Metal Loss_39633.5,True,39633.488,39632.731,METAL_LOSS,False,8.2,2828,39628.76209996943
10960,35.991,0.344,35.394,0.597,39633.763,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,3.9,2.4,10:21,EXT ML,6,N,N,5.97,23.332,08:00,14.661,CMFL,1025,65000,E.R. WELD,24,1469.6,2041.0,1453.9,2019.3,0.698,1.096,1.0,1.2,2022,Metal Loss_39633.8,True,39633.763,39633.006,METAL_LOSS,False,10.35,2829,39629.04526798367
10980,40.377,0.344,3.973,36.407,39648.123,Metal Loss,External,16.0,0.055,31.0,GENE,20.0,,,,3.0,2.0,7:32,EXT ML ( ON SW ),5,N,N,5.97,26.064,07:24,0.838,CMFL,1025,65000,E.R. WELD,24,1495.4,2076.9,1484.8,2062.2,0.686,1.114,1.0,1.2,2022,Metal Loss_39648.1,True,39648.123,39647.366,METAL_LOSS,False,7.533333333333333,2835,39642.81277435173
10980,40.377,0.344,39.646,0.732,39683.799,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,1.9,1.7,6:27,EXT ML,5,N,N,5.97,45.061,07:24,5.864,CMFL,1025,65000,E.R. WELD,24,1525.5,2118.7,1520.9,2112.4,0.672,1.137,1.0,1.2,2022,Metal Loss_39683.8,True,39683.799,39683.042,METAL_LOSS,False,6.45,2836,39670.97222453377
10980,40.377,0.344,40.079,0.299,39684.232,Metal Loss,External,22.0,0.076,37.0,GENE,20.0,,,,11.8,8.3,6:14,EXT ML ( ON GW ),5,N,N,5.97,45.292,07:24,7.33,CMFL,1025,65000,E.R. WELD,24,1336.7,1856.5,1326.8,1842.8,0.767,0.995,1.0,1.2,2022,Metal Loss_39684.2,True,39684.232,39683.475000000006,METAL_LOSS,False,6.233333333333333,2837,39671.31399608689
11000,40.223,0.344,0.144,40.079,39707.047,Metal Loss,External,27.0,0.093,42.0,GENE,20.0,,,,2.2,2.4,3:58,EXT ML,9,N,N,5.97,58.979,03:04,5.655,CMFL,1025,65000,E.R. WELD,24,1483.2,2060.0,1468.4,2039.4,0.691,1.105,1.0,1.2,2022,Metal Loss_39707.0,True,39707.047,39706.29,METAL_LOSS,False,3.966666666666667,2840,39705.59302264873
11000,40.223,0.344,0.157,40.066,39707.06,Metal Loss,External,19.0,0.065,34.0,GENE,20.0,,,,10.7,4.4,7:53,EXT ML,9,N,N,5.97,58.987,03:04,31.206,CMFL,1025,65000,E.R. WELD,24,1369.5,1902.0,1424.0,1977.8,0.749,1.022,1.0,1.2,2022,Metal Loss_39707.1,True,39707.06,39706.303,METAL_LOSS,False,7.883333333333333,2841,39705.60593441563
11000,40.223,0.344,0.86,39.364,39707.762,Metal Loss,External,28.0,0.096,43.0,GENE,20.0,,,,2.4,2.0,4:56,EXT ML,9,N,N,5.97,59.416,03:04,11.729,CMFL,1025,65000,E.R. WELD,24,1473.0,2045.8,1455.7,2021.9,0.696,1.097,1.0,1.2,2022,Metal Loss_39707.8,True,39707.762,39707.005000000005,METAL_LOSS,False,4.933333333333334,2842,39706.30316982821
11000,40.223,0.344,0.86,39.364,39707.762,Metal Loss,External,25.0,0.086,40.0,GENE,20.0,,,,3.2,2.6,6:55,EXT ML,9,N,N,5.97,59.416,03:04,24.295,CMFL,1025,65000,E.R. WELD,24,1451.4,2015.8,1430.4,1986.7,0.706,1.082,1.0,1.2,2022,Metal Loss_39707.8,True,39707.762,39707.005000000005,METAL_LOSS,False,6.916666666666667,2843,39706.30316982821
11000,40.223,0.344,0.912,39.311,39707.815,Metal Loss,External,21.0,0.072,36.0,GENE,20.0,,,,3.0,1.6,6:21,EXT ML,9,N,N,5.97,59.447,03:04,20.735,CMFL,1025,65000,E.R. WELD,24,1476.5,2050.7,1461.5,2029.9,0.694,1.099,1.0,1.2,2022,Metal Loss_39707.8,True,39707.815,39707.058000000005,METAL_LOSS,False,6.35,2844,39706.355810108646
11000,40.223,0.344,39.573,0.65,39746.476,Metal Loss,External,12.0,0.041,,GENE,,,,,4.2,3.2,9:48,EXT ML REPAIRED,9,N,N,5.97,77.762,03:04,33.091,CMFL,1025,65000,E.R. WELD,24,1490.9,2070.7,1479.9,2055.5,0.688,1.11,,,2022,Metal Loss_39746.5,True,39746.476,39745.719000000005,METAL_LOSS,False,9.8,2849,39744.75441165503
11000,40.223,0.344,39.902,0.322,39746.804,Metal Loss,External,15.0,0.052,,GENE,,,,,5.7,2.4,2:23,EXT ML ( ON GW ) REPAIRED,9,N,N,5.97,77.915,03:04,4.189,CMFL,1025,65000,E.R. WELD,24,1450.9,2015.1,1432.3,1989.3,0.707,1.081,,,2022,Metal Loss_39746.8,True,39746.804,39746.047,METAL_LOSS,False,2.3833333333333333,2851,39745.08018546603
11000,40.223,0.344,40.161,0.062,39747.064,Metal Loss,External,49.0,0.169,,CIGR,,,,,0.7,1.4,6:03,*EXT ML ( NEAR GW ) REPAIRED,9,Y,Y,5.97,78.036,03:04,18.85,CMFL,1025,65000,E.R. WELD,24,1530.0,2125.0,1523.9,2116.5,0.67,1.14,,,2022,Metal Loss_39747.1,True,39747.064,39746.307,METAL_LOSS,False,6.05,2852,39745.33842080402
11010,37.241,0.344,0.253,36.988,39747.382,Metal Loss,External,15.0,0.052,,GENE,,,,,6.1,2.2,8:36,EXT ML REPAIRED,4,N,N,5.97,78.184,UNKN,,CMFL,1025,65000,E.R. WELD,24,1443.7,2005.2,1423.8,1977.5,0.71,1.077,,,2022,Metal Loss_39747.4,True,39747.382,39746.625,METAL_LOSS,False,8.6,2854,39745.51939426485
11010,37.241,0.344,0.715,36.529,39747.841,Metal Loss,External,20.0,0.069,,GENE,,,,,4.8,5.7,3:30,EXT ML REPAIRED,4,N,N,5.97,78.4,UNKN,,CMFL,1025,65000,E.R. WELD,24,1432.3,1989.3,1420.9,1973.4,0.716,1.067,,,2022,Metal Loss_39747.8,True,39747.841,39747.084,METAL_LOSS,False,3.5,2855,39745.733464450655
11010,37.241,0.344,0.715,36.529,39747.841,Metal Loss,External,25.0,0.086,,GENE,,,,,3.4,3.0,7:48,*EXT ML REPAIRED,4,Y,Y,5.97,78.4,UNKN,,CMFL,1025,65000,E.R. WELD,24,1440.8,2001.1,1417.6,1968.9,0.712,1.075,,,2022,Metal Loss_39747.8,True,39747.841,39747.084,METAL_LOSS,False,7.8,2856,39745.733464450655
11010,37.241,0.344,0.883,36.362,39748.009,Metal Loss,External,11.0,0.038,,GENE,,,,,5.2,1.3,5:02,EXT ML REPAIRED,4,N,N,5.97,78.479,UNKN,,CMFL,1025,65000,E.R. WELD,24,1480.9,2056.8,1468.3,2039.3,0.692,1.105,,,2022,Metal Loss_39748.0,True,39748.009,39747.252,METAL_LOSS,False,5.033333333333333,2857,39745.811816936955
11030,31.886,0.344,0.427,31.46,39795.282,Metal Loss,External,10.0,0.034,25.0,GENE,20.0,,,,7.4,4.6,3:58,EXT ML,5,N,N,5.97,91.465,10:24,34.976,CMFL,1025,65000,E.R. WELD,24,1471.0,2043.1,1456.8,2023.4,0.697,1.097,1.0,1.2,2022,Metal Loss_39795.3,True,39795.282,39794.525,METAL_LOSS,False,3.966666666666667,2865,39771.570694975846
11030,31.886,0.344,1.056,30.83,39795.912,Metal Loss,External,21.0,0.072,36.0,GENE,20.0,,,,11.9,6.5,2:55,EXT ML,5,N,N,5.97,91.686,10:24,29.74,CMFL,1025,65000,E.R. WELD,24,1348.3,1872.6,1377.3,1913.0,0.76,1.002,1.0,1.2,2022,Metal Loss_39795.9,True,39795.912,39795.155,METAL_LOSS,False,2.9166666666666665,2866,39771.69003261619
11030,31.886,0.344,1.138,30.748,39795.994,Metal Loss,External,24.0,0.082,39.0,PITT,20.0,,,,1.1,1.0,1:22,EXT ML,5,N,N,5.97,91.714,10:24,18.64,CMFL,1025,65000,E.R. WELD,24,1530.8,2126.2,1526.9,2120.7,0.67,1.141,0.6,1.2,2022,Metal Loss_39796.0,True,39795.994,39795.237,METAL_LOSS,False,1.3666666666666667,2867,39771.70556545192
11030,31.886,0.344,1.588,30.302,39796.44,Metal Loss,External,54.0,0.185,69.0,GENE,20.0,,,,1.7,3.9,7:10,*EXT ML,5,Y,Y,5.97,91.871,10:24,19.268,CMFL,1025,65000,E.R. WELD,24,1435.4,1993.7,1398.0,1941.7,0.714,1.069,0.8,1.0,2022,Metal Loss_39796.4,True,39796.44,39795.683000000005,METAL_LOSS,False,7.166666666666667,2868,39771.79004892429
11030,31.886,0.344,2.044,29.846,39796.896,Metal Loss,External,50.0,0.172,65.0,GENE,15.0,,,,1.7,4.0,8:03,*EXT ML,5,Y,Y,5.97,92.031,10:24,13.195,CMFL,1025,65000,E.R. WELD,24,1448.4,2011.7,1429.6,1985.6,0.708,1.079,0.6,1.2,2022,Metal Loss_39796.9,True,39796.896,39796.139,METAL_LOSS,False,8.05,2869,39771.87642664492
11050,40.253,0.344,0.62,39.629,39861.355,Metal Loss,External,20.0,0.069,35.0,GENE,20.0,,,,7.1,2.8,7:33,EXT ML,8,N,N,5.97,130.884,01:28,37.49,CMFL,1025,65000,E.R. WELD,24,1395.7,1938.5,1445.0,2007.0,0.735,1.039,1.0,1.2,2022,Metal Loss_39861.4,True,39861.355,39860.598000000005,METAL_LOSS,False,7.55,2872,39832.720405942564
11050,40.253,0.344,0.804,39.449,39861.535,Metal Loss,External,24.0,0.082,39.0,GENE,20.0,,,,4.6,5.9,8:46,EXT ML,8,N,N,5.97,130.992,01:28,28.274,CMFL,1025,65000,E.R. WELD,24,1410.5,1959.1,1441.0,2001.3,0.727,1.052,1.0,1.2,2022,Metal Loss_39861.5,True,39861.535,39860.778000000006,METAL_LOSS,False,8.766666666666667,2873,39832.88809947332
11050,40.253,0.344,38.258,1.991,39898.993,Metal Loss,External,21.0,0.072,36.0,GENE,20.0,,,,14.2,6.6,5:25,EXT ML,8,N,N,5.97,150.473,01:28,26.599,CMFL,1025,65000,E.R. WELD,24,1334.1,1852.9,1397.9,1941.6,0.768,0.995,1.0,1.2,2022,Metal Loss_39899.0,True,39898.993,39898.236,METAL_LOSS,False,5.416666666666667,2875,39867.78512322369
11050,40.253,0.344,38.645,1.608,39899.377,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,7.4,7.8,6:56,EXT ML,8,N,N,5.97,150.672,01:28,37.699,CMFL,1025,65000,E.R. WELD,24,1428.5,1984.0,1444.3,2006.0,0.718,1.068,1.0,1.2,2022,Metal Loss_39899.4,True,39899.377,39898.62,METAL_LOSS,False,6.933333333333334,2876,39868.14286942264
11050,40.253,0.344,38.776,1.476,39899.508,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,5.5,3.7,11:38,EXT ML,8,N,N,5.97,150.741,01:28,11.519,CMFL,1025,65000,E.R. WELD,24,1479.5,2054.8,1466.6,2036.9,0.693,1.103,1.0,1.2,2022,Metal Loss_39899.5,True,39899.508,39898.751,METAL_LOSS,False,11.633333333333333,2877,39868.2649130478
11050,40.253,0.344,38.891,1.358,39899.626,Metal Loss,External,16.0,0.055,31.0,CIGR,25.0,,,,1.1,4.0,2:43,EXT ML,8,N,N,5.97,150.8,01:28,7.959,CMFL,1025,65000,E.R. WELD,24,1536.5,2134.0,1534.1,2130.7,0.667,1.146,1.0,1.2,2022,Metal Loss_39899.6,True,39899.626,39898.869,METAL_LOSS,False,2.716666666666667,2878,39868.37484547352
11050,40.253,0.344,39.062,1.191,39899.793,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,3.7,3.6,9:13,EXT ML,8,N,N,5.97,150.887,01:28,26.599,CMFL,1025,65000,E.R. WELD,24,1484.8,2062.2,1472.3,2044.9,0.69,1.106,1.0,1.2,2022,Metal Loss_39899.8,True,39899.793,39899.036,METAL_LOSS,False,9.216666666666667,2879,39868.53042780483
11050,40.253,0.344,39.534,0.715,39900.269,Metal Loss,External,20.0,0.069,35.0,GENE,20.0,,,,4.4,3.2,7:15,EXT ML,8,N,N,5.97,151.133,01:28,35.395,CMFL,1025,65000,E.R. WELD,24,1440.1,2000.2,1427.8,1983.0,0.712,1.074,1.0,1.2,2022,Metal Loss_39900.3,True,39900.269,39899.512,METAL_LOSS,False,7.25,2880,39868.97388403061
11060,17.408,0.344,1.68,15.728,39902.664,Metal Loss,External,16.0,0.055,31.0,GENE,20.0,,,,3.8,10.6,9:21,EXT ML ( ON SW ),5,N,N,5.97,152.37,09:04,2.094,CMFL,1025,65000,E.R. WELD,24,1477.9,2052.7,1468.9,2040.2,0.694,1.1,1.0,1.2,2022,Metal Loss_39902.7,True,39902.664,39901.907,METAL_LOSS,False,9.35,2883,39873.5022242647
11060,17.408,0.344,1.896,15.512,39902.881,Metal Loss,External,16.0,0.055,31.0,PITT,20.0,,,,1.7,1.1,3:44,EXT ML,5,N,N,5.97,152.483,09:04,33.51,CMFL,1025,65000,E.R. WELD,24,1526.2,2119.7,1521.7,2113.5,0.672,1.137,0.6,1.2,2022,Metal Loss_39902.9,True,39902.881,39902.124,METAL_LOSS,False,3.7333333333333334,2884,39874.00109489891
11060,17.408,0.344,1.962,15.446,39902.946,Metal Loss,External,21.0,0.072,36.0,GENE,20.0,,,,1.5,1.9,4:16,EXT ML,5,N,N,5.97,152.516,09:04,30.159,CMFL,1025,65000,E.R. WELD,24,1524.4,2117.2,1519.2,2110.1,0.672,1.136,1.0,1.2,2022,Metal Loss_39902.9,True,39902.946,39902.189000000006,METAL_LOSS,False,4.266666666666667,2885,39874.15052619487
11060,17.408,0.344,2.034,15.374,39903.018,Metal Loss,External,43.0,0.148,58.0,GENE,20.0,,,,4.4,4.5,4:51,EXT ML,5,N,N,5.97,152.553,09:04,28.065,CMFL,1025,65000,E.R. WELD,24,1279.1,1776.5,1401.9,1947.1,0.801,0.955,1.0,1.2,2022,Metal Loss_39903.0,True,39903.018,39902.261,METAL_LOSS,False,4.85,2886,39874.31605009191
11060,17.408,0.344,2.247,15.161,39903.232,Metal Loss,External,24.0,0.082,39.0,GENE,20.0,,,,2.2,1.2,10:01,EXT ML,5,N,N,5.97,152.663,09:04,6.074,CMFL,1025,65000,E.R. WELD,24,1493.6,2074.4,1481.5,2057.7,0.686,1.112,1.0,1.2,2022,Metal Loss_39903.2,True,39903.232,39902.475000000006,METAL_LOSS,False,10.016666666666667,2887,39874.80802389707
11150,40.157,0.344,19.245,20.915,40165.308,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,9.2,3.4,11:07,EXT ML ( ON SW ),1,N,N,5.97,163.336,11:00,1.466,CMFL,1025,65000,E.R. WELD,24,1442.4,2003.3,1431.6,1988.3,0.711,1.078,1.0,1.2,2022,Metal Loss_40165.3,True,40165.308,40164.551,METAL_LOSS,False,11.116666666666667,2903,40168.88222529319
11180,40.013,0.344,0.427,39.583,40266.955,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,2.2,2.5,4:37,EXT ML,1,N,N,5.97,160.259,08:12,22.619,CMFL,1025,65000,E.R. WELD,24,1518.0,2108.3,1512.0,2100.0,0.675,1.131,1.0,1.2,2022,Metal Loss_40267.0,True,40266.955,40266.198,METAL_LOSS,False,4.616666666666667,2908,40270.31610647338
11190,40.217,0.344,33.835,6.378,40340.377,Metal Loss,External,15.0,0.052,30.0,AXGR,20.0,,,,2.3,1.0,6:23,EXT ML,2,N,N,5.97,155.145,07:04,4.189,CMFL,1025,65000,E.R. WELD,24,1512.3,2100.4,1505.1,2090.4,0.678,1.128,1.0,1.2,2022,Metal Loss_40340.4,True,40340.377,40339.62,METAL_LOSS,False,6.383333333333334,2912,40343.583084344544
11220,40.026,0.344,14.59,25.436,40441.66,Metal Loss,External,17.0,0.058,32.0,AXGR,20.0,,,,2.8,1.0,4:03,EXT ML,1,N,N,5.97,153.102,11:00,31.835,CMFL,1025,65000,E.R. WELD,24,1495.7,2077.4,1485.0,2062.5,0.685,1.116,1.0,1.2,2022,Metal Loss_40441.7,True,40441.66,40440.903000000006,METAL_LOSS,False,4.05,2916,40444.21958726828
11240,39.633,0.344,5.587,34.045,40512.897,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,3.3,1.7,1:54,EXT ML ( ON SW ),3,N,N,5.97,155.888,01:56,0.209,CMFL,1025,65000,E.R. WELD,24,1509.0,2095.9,1501.5,2085.5,0.679,1.124,1.0,1.2,2022,Metal Loss_40512.9,True,40512.897,40512.14,METAL_LOSS,False,1.9,2919,40515.25657710162
11240,39.633,0.344,15.085,24.551,40522.392,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,3.5,1.3,2:09,EXT ML ( NEAR SW ),3,N,N,5.97,156.187,01:56,1.466,CMFL,1025,65000,E.R. WELD,24,1495.0,2076.4,1484.6,2062.0,0.686,1.115,1.0,1.2,2022,Metal Loss_40522.4,True,40522.392,40521.635,METAL_LOSS,False,2.15,2920,40524.84596175194
11240,39.633,0.344,28.848,10.787,40536.155,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,11.4,3.1,2:25,EXT ML,3,N,N,5.97,156.621,01:56,2.513,CMFL,1025,65000,E.R. WELD,24,1449.7,2013.5,1452.6,2017.5,0.707,1.078,1.0,1.2,2022,Metal Loss_40536.2,True,40536.155,40535.398,METAL_LOSS,False,2.4166666666666665,2921,40538.745772277725
11310,40.167,0.344,39.157,1.01,40827.152,Metal Loss,External,16.0,0.055,31.0,GENE,20.0,,,,3.9,4.1,12:35,EXT ML,4,N,N,5.97,116.805,11:16,8.378,CMFL,1025,65000,E.R. WELD,24,1472.7,2045.4,1457.7,2024.6,0.696,1.098,1.0,1.2,2022,Metal Loss_40827.2,True,40827.152,40826.395,METAL_LOSS,False,12.583333333333334,2932,40799.53126593308
