joint_number,joint_length,wall_thickness,dist_upstream_weld,log_distance,elevation,event_type,depth_percent,id_reduction,length,width,burst_mop,clock_position,orientation,comments,event_type_normalized,is_reference,is_anomaly,clock_decimal,original_index
,,0.344,-2.1,41787.46,708.138,metal loss-manufacturing anomaly,11.0,,0.43,0.71,,8:12,,,METAL_LOSS_MFG,False,True,8.2,1841
,,0.344,-0.77,43597.89,701.6441,Cluster,14.0,,2.4,7.67,,4:45,External,,CLUSTER,False,True,4.75,1897
,,0.344,-0.8,43677.48,700.3641,Cluster,16.0,,1.32,7.54,,4:36,External,,CLUSTER,False,True,4.6,1901
,,0.344,-20.73,43925.26,701.9519,metal loss-manufacturing anomaly,15.0,,2.32,0.59,,7:51,,,METAL_LOSS_MFG,False,True,7.85,1908
,,0.344,-24.44,43928.97,701.9672,metal loss-manufacturing anomaly,14.0,,3.03,0.71,,9:08,,,METAL_LOSS_MFG,False,True,9.133333333333333,1909
,,0.344,-25.96,43930.49,701.9641,metal loss-manufacturing anomaly,13.0,,3.46,0.94,,9:33,,,METAL_LOSS_MFG,False,True,9.55,1910
,,0.344,-25.98,43930.51,701.964,metal loss-manufacturing anomaly,27.0,,3.42,0.55,,9:23,,,METAL_LOSS_MFG,False,True,9.383333333333333,1911
,,0.344,-5.46,43949.85,701.8126,metal loss,13.0,,1.58,1.42,,2:25,External,,METAL_LOSS,False,True,2.4166666666666665,1913
,,0.344,-5.91,43950.29,701.8019,metal loss,10.0,,1.65,2.48,,2:28,External,,METAL_LOSS,False,True,2.466666666666667,1914
,,0.344,-9.79,43954.18,701.7088,Cluster,13.0,,1.81,2.93,,9:26,External,,CLUSTER,False,True,9.433333333333334,1915
,,0.344,-11.93,43956.32,701.6575,Cluster,11.0,,2.28,1.91,,2:15,External,,CLUSTER,False,True,2.25,1916
,,0.344,-12.36,43956.74,701.6473,Cluster,12.0,,5.46,5.22,,1:43,External,,CLUSTER,False,True,1.7166666666666668,1917
,,0.344,-13.09,43957.47,701.6297,metal loss,12.0,,2.4,1.93,,2:21,External,,METAL_LOSS,False,True,2.35,1918
,,0.344,-15.5,43959.89,701.5719,metal loss,12.0,,3.35,0.83,,9:25,External,,METAL_LOSS,False,True,9.416666666666666,1919
,,0.344,-18.37,43962.76,701.504,metal loss,10.0,,2.24,1.42,,2:21,External,,METAL_LOSS,False,True,2.35,1920
,,0.344,-37.18,43981.57,700.8596,metal loss,11.0,,0.87,1.18,,5:14,Internal,,METAL_LOSS,False,True,5.233333333333333,1921
,,0.344,-0.71,43985.28,700.6769,Cluster,16.0,,3.58,7.42,,10:38,External,,CLUSTER,False,True,10.633333333333333,1923
,,0.344,-1.18,44640.11,697.2894,metal loss,13.0,,0.87,0.83,,6:38,External,,METAL_LOSS,False,True,6.633333333333333,1946
,,0.344,-2.41,44641.35,697.2719,metal loss,12.0,,1.02,0.98,,4:49,External,,METAL_LOSS,False,True,4.816666666666666,1947
,,0.344,-3.02,44641.95,697.2633,metal loss,20.0,,1.38,1.3,1.86,4:51,External,,METAL_LOSS,False,True,4.85,1948
,,0.344,-3.55,44642.49,697.2557,metal loss,22.0,,1.1,0.83,1.87,4:46,External,,METAL_LOSS,False,True,4.766666666666667,1949
,,0.344,-9.05,44647.98,697.1778,Cluster,16.0,,6.84,3.81,,4:42,External,,CLUSTER,False,True,4.7,1950
,,0.344,-20.15,44698.12,696.1631,metal loss,13.0,,1.22,1.1,,4:16,External,,METAL_LOSS,False,True,4.266666666666667,1952
,,0.344,-20.75,44698.71,696.1486,metal loss,11.0,,1.1,1.1,,4:35,External,,METAL_LOSS,False,True,4.583333333333333,1953
,,0.344,-21.25,44699.21,696.1362,Cluster,20.0,,3.23,3.77,1.79,7:38,External,,CLUSTER,False,True,7.633333333333333,1954
,,0.344,-22.98,44700.94,696.0937,metal loss,10.0,,1.3,1.26,,7:56,External,,METAL_LOSS,False,True,7.933333333333334,1955
,,0.344,-23.27,44701.23,696.0865,metal loss,10.0,,0.91,0.91,,4:43,External,,METAL_LOSS,False,True,4.716666666666667,1956
,,0.344,-25.85,44703.81,696.023,metal loss-manufacturing anomaly,11.0,,0.47,0.83,,3:55,,,METAL_LOSS_MFG,False,True,3.9166666666666665,1957
,,0.344,-38.87,44757.04,694.8058,Cluster,14.0,,2.92,2.66,,6:17,External,,CLUSTER,False,True,6.283333333333333,1959
,,0.344,-21.98,44940.0,696.5491,Cluster,15.0,,3.73,5.82,,8:17,External,,CLUSTER,False,True,8.283333333333333,1966
,,0.344,-5.24,44963.32,696.8365,metal loss,17.0,,1.06,1.06,,9:07,External,,METAL_LOSS,False,True,9.116666666666667,1968
,,0.344,-14.9,45013.1,697.4398,metal loss,17.0,,0.98,0.63,,6:29,External,,METAL_LOSS,False,True,6.483333333333333,1971
,,0.344,-1.52,45175.13,700.0533,metal loss,22.0,,0.83,1.42,1.88,5:30,External,,METAL_LOSS,False,True,5.5,1983
,,0.344,-1.74,45175.35,700.0563,metal loss,23.0,,0.94,2.17,1.87,4:54,External,,METAL_LOSS,False,True,4.9,1984
,,0.344,-0.81,45676.4,666.559,Cluster,36.0,,3.82,6.49,1.66,6:20,External,,CLUSTER,False,True,6.333333333333333,2001
,,0.344,-38.95,45950.05,689.282,Cluster,11.0,,2.63,16.36,,4:27,External,,CLUSTER,False,True,4.45,2009
,,0.344,-39.05,45950.15,689.2903,Cluster,14.0,,1.25,2.24,,7:27,External,,CLUSTER,False,True,7.45,2010
,,0.344,-0.49,45951.57,689.4027,Cluster,10.0,,2.4,5.82,,7:14,External,,CLUSTER,False,True,7.233333333333333,2012
,,0.344,-0.78,45951.85,689.4256,Cluster,14.0,,2.63,19.0,,5:14,External,,CLUSTER,False,True,5.233333333333333,2013
,,0.344,-5.74,46196.86,693.1403,Cluster,10.0,,3.97,2.39,,8:11,External,,CLUSTER,False,True,8.183333333333334,2027
,,0.344,-8.19,46199.31,693.0482,Cluster,11.0,,1.06,3.39,,8:25,External,,CLUSTER,False,True,8.416666666666666,2028
,,0.344,-7.96,46664.82,688.7538,metal loss,20.0,,0.94,0.67,1.87,4:49,External,,METAL_LOSS,False,True,4.816666666666666,2050
,,0.344,-25.88,46733.12,685.3023,metal loss,15.0,,0.87,0.94,,8:25,External,,METAL_LOSS,False,True,8.416666666666666,2054
,,0.344,-0.61,46764.12,683.1255,Cluster,12.0,,3.56,3.48,,4:13,External,,CLUSTER,False,True,4.216666666666667,2057
,,0.344,-0.75,46764.26,683.1164,Cluster,28.0,,5.63,13.45,1.65,5:15,External,,CLUSTER,False,True,5.25,2058
,,0.344,-26.23,46869.83,688.1264,metal loss-manufacturing anomaly,12.0,,3.42,4.53,,11:25,,,METAL_LOSS_MFG,False,True,11.416666666666666,2061
,,0.344,-11.8,47298.31,683.6045,Cluster,11.0,,4.48,1.49,,12:16,External,,CLUSTER,False,True,12.266666666666667,2081
,,0.344,-12.71,47299.22,683.6899,metal loss,14.0,,0.71,0.87,,12:15,External,,METAL_LOSS,False,True,12.25,2082
,,0.344,-38.92,47325.43,686.1354,Cluster,21.0,,5.09,23.79,1.73,3:43,External,,CLUSTER,False,True,3.716666666666667,2083
,,0.344,-38.99,47325.5,686.1422,Cluster,10.0,,3.55,7.37,,8:37,External,,CLUSTER,False,True,8.616666666666667,2084
,,0.344,-0.79,47327.36,686.32,Cluster,20.0,,1.61,9.17,1.85,1:15,External,,CLUSTER,False,True,1.25,2086
,,0.344,-6.96,47373.61,690.6943,metal loss-manufacturing anomaly,11.0,,0.43,0.71,,4:39,,,METAL_LOSS_MFG,False,True,4.65,2088
,,0.344,-7.11,47373.76,690.7073,metal loss-manufacturing anomaly,14.0,,0.63,0.71,,4:34,,,METAL_LOSS_MFG,False,True,4.566666666666666,2089
,,0.344,-38.8,47548.14,694.5206,Cluster,33.0,,4.97,18.45,1.63,4:45,External,,CLUSTER,False,True,4.75,2094
,,0.344,-39.08,47548.42,694.5181,metal loss,15.0,,0.91,1.42,,4:05,External,,METAL_LOSS,False,True,4.083333333333333,2095
,,0.344,-0.84,47705.64,692.7179,metal loss,10.0,,1.18,0.94,,5:35,External,,METAL_LOSS,False,True,5.583333333333333,2104
,,0.344,-25.8,48680.41,669.5126,metal loss-manufacturing anomaly,22.0,,4.02,0.59,,3:46,,,METAL_LOSS_MFG,False,True,3.7666666666666666,2142
,,0.344,-0.51,48804.83,683.8631,Cluster,36.0,,6.95,8.27,1.53,5:14,External,,CLUSTER,False,True,5.233333333333333,2149
,,0.344,-0.57,49768.63,699.2772,Cluster,26.0,,5.08,10.77,1.69,3:55,External,,CLUSTER,False,True,3.9166666666666665,2175
,,0.344,-14.11,50192.33,687.4183,Cluster,20.0,,4.67,1.53,1.75,8:37,External,,CLUSTER,False,True,8.616666666666667,2188
,,0.344,-15.8,50194.02,687.3295,metal loss,12.0,,0.98,1.06,,8:48,External,,METAL_LOSS,False,True,8.8,2189
,,0.344,-18.35,50196.57,687.1957,metal loss,10.0,,0.87,0.91,,9:07,External,,METAL_LOSS,False,True,9.116666666666667,2190
,,0.344,-20.95,50199.17,687.0591,Cluster,33.0,,10.43,5.57,1.5,4:15,Internal,,CLUSTER,False,True,4.25,2191
,,0.344,-21.94,50200.15,687.0075,Cluster,17.0,,4.44,0.98,,4:37,Internal,,CLUSTER,False,True,4.616666666666667,2192
,,0.344,-22.43,50200.65,686.982,metal loss,19.0,,3.15,1.73,,4:29,Internal,,METAL_LOSS,False,True,4.483333333333333,2193
,,0.344,-22.82,50201.03,686.9637,metal loss,16.0,,0.63,0.71,,4:38,Internal,,METAL_LOSS,False,True,4.633333333333333,2194
,,0.344,-10.34,50681.04,682.5446,metal loss-manufacturing anomaly,15.0,,1.97,0.59,,10:07,,,METAL_LOSS_MFG,False,True,10.116666666666667,2208
,,0.344,-28.03,50738.69,681.9054,metal loss,16.0,,0.59,0.71,,6:38,Internal,,METAL_LOSS,False,True,6.633333333333333,2210
,,0.344,-11.02,51120.59,670.9346,metal loss-manufacturing anomaly,14.0,,0.47,0.71,,10:34,,,METAL_LOSS_MFG,False,True,10.566666666666666,2221
,,0.344,-39.51,51188.03,668.1886,Cluster,10.0,,2.48,5.22,,7:28,External,,CLUSTER,False,True,7.466666666666667,2223
,,0.344,-2.84,51890.81,673.3727,metal loss-manufacturing anomaly,18.0,,0.59,0.71,,7:06,,,METAL_LOSS_MFG,False,True,7.1,2256
,,0.344,-0.73,53107.12,688.9615,Cluster,15.0,,4.16,7.29,,8:11,External,,CLUSTER,False,True,8.183333333333334,2289
,,0.344,-0.6,53187.09,690.9981,Cluster,12.0,,3.23,8.71,,5:19,External,,CLUSTER,False,True,5.316666666666666,2292
,,0.344,-1.48,53187.97,691.0328,metal loss,21.0,,4.05,1.53,1.76,6:30,External,,METAL_LOSS,False,True,6.5,2293
,,0.344,-1.52,53188.01,691.0344,Cluster,24.0,,3.7,3.0,1.75,5:33,External,,CLUSTER,False,True,5.55,2294
,,0.344,-29.77,53920.16,675.2186,metal loss-manufacturing anomaly,10.0,,0.51,0.71,,4:36,,,METAL_LOSS_MFG,False,True,4.6,2315
,,0.344,-0.71,55090.68,695.9362,Cluster,12.0,,3.08,9.28,,4:30,External,,CLUSTER,False,True,4.5,2349
,,0.344,-8.43,56025.84,686.0071,metal loss-manufacturing anomaly,13.0,,0.59,0.59,,12:54,,,METAL_LOSS_MFG,False,True,12.9,2376
,,0.344,-18.47,56387.34,682.1086,Cluster,14.0,,2.64,3.69,,8:50,External,,CLUSTER,False,True,8.833333333333334,2388
,,0.344,-18.52,56387.38,682.1088,Cluster,10.0,,1.03,3.62,,6:59,External,,CLUSTER,False,True,6.983333333333333,2389
,,0.344,-18.54,56387.4,682.1088,metal loss,10.0,,0.87,1.18,,8:10,External,,METAL_LOSS,False,True,8.166666666666666,2390
,,0.344,-18.58,56387.44,682.1089,metal loss,10.0,,0.71,1.65,,6:02,External,,METAL_LOSS,False,True,6.033333333333333,2391
