joint_number,joint_length,wall_thickness,dist_upstream_weld,dist_downstream_weld,log_distance,event_type,orientation,depth_percent,depth_inches,od_reduction_pct,od_reduction_in,length,width,clock_position,comments,Anomalies per Joint,Tool Velocity [ft/s],elevation,Seam Position (TFI),Tool   (TFI),Seam Anomaly  (TFI),mop,smys,Seam Type,pdesign,B31G Psafe [PSI],B31G Pburst [PSI],safe_pressure_psi,burst_pressure_psi,Effective Area Psafe [PSI],Effective Area Pburst [PSI],erf,rpr,inspection_year,feature_id,is_anomaly,distance_ft_original,distance_ft_aligned,event_type_normalized,is_reference,clock_decimal,original_index
11540.0,,0.344,-21.47,18.62,41512.07,Metal Loss,External,32.0,0.11,,,0.98,1.38,7:12,,,1.0,133.37,,MFL-A/XT,,1160.0,65000.0,,1342.0,1458.85,2025.58,1528.6,2122.43,1530.93,2125.66,0.76,1.83,2015,Metal Loss_41512.1,True,41512.07,41512.07,METAL_LOSS,False,7.2,2112
11540.0,,0.344,-21.56,18.52,41512.16,Metal Loss,External,14.0,0.048,,,0.63,2.56,6:33,,,1.0,133.36,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.31,2045.66,,,,,,,2015,Metal Loss_41512.2,True,41512.16,41512.16,METAL_LOSS,False,6.55,2113
11540.0,,0.344,-21.64,18.44,41512.24,Metal Loss,External,27.0,0.093,,,0.75,0.71,7:14,,,1.0,133.35,,MFL-A/XT,,1160.0,65000.0,,1342.0,1467.63,2037.77,1538.88,2136.69,1539.82,2138.0,0.75,1.84,2015,Metal Loss_41512.2,True,41512.24,41512.24,METAL_LOSS,False,7.233333333333333,2114
11540.0,,0.344,-21.67,18.42,41512.26,Metal Loss,External,13.0,0.045,,,0.51,0.87,4:33,,,1.0,133.34,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.51,2047.32,,,,,,,2015,Metal Loss_41512.3,True,41512.26,41512.26,METAL_LOSS,False,4.55,2115
11540.0,,0.344,-21.78,18.31,41512.37,Metal Loss,External,11.0,0.038,,,1.14,1.26,5:22,,,1.0,133.33,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41512.4,True,41512.37,41512.37,METAL_LOSS,False,5.366666666666666,2116
11540.0,,0.344,-21.82,18.27,41512.42,Metal Loss,External,10.0,0.034,,,0.35,0.59,6:57,,,1.0,133.32,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41512.4,True,41512.42,41512.42,METAL_LOSS,False,6.95,2117
11540.0,,0.344,-21.84,18.24,41512.44,Metal Loss,External,26.0,0.089,,,0.67,0.94,4:57,,,1.0,133.32,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.89,2040.91,1541.45,2140.27,1542.11,2141.18,0.75,1.85,2015,Metal Loss_41512.4,True,41512.44,41512.44,METAL_LOSS,False,4.95,2118
11540.0,,0.344,-21.87,18.22,41512.46,Metal Loss,External,34.0,0.117,,,0.98,1.97,7:12,,,1.0,133.31,,MFL-A/XT,,1160.0,65000.0,,1342.0,1457.47,2023.66,1526.88,2120.03,1529.55,2123.74,0.76,1.83,2015,Metal Loss_41512.5,True,41512.46,41512.46,METAL_LOSS,False,7.2,2119
11540.0,,0.344,-21.9,18.18,41512.5,Cluster,External,22.0,0.076,,,2.68,2.33,6:44,,,1.0,133.31,,,,1160.0,65000.0,,1342.0,1419.64,1971.14,1482.12,2057.89,1484.6,2061.34,0.78,1.77,2015,Cluster_41512.5,True,41512.5,41512.5,CLUSTER,False,6.733333333333333,2120
11540.0,,0.344,-22.14,17.95,41512.74,Metal Loss,External,30.0,0.103,,,1.42,2.44,4:31,,,1.0,133.28,,MFL-A/XT,,1160.0,65000.0,,1342.0,1445.5,2007.04,1513.1,2100.9,1516.94,2106.24,0.77,1.81,2015,Metal Loss_41512.7,True,41512.74,41512.74,METAL_LOSS,False,4.516666666666667,2121
11540.0,,0.344,-22.41,17.68,41513.01,Metal Loss,External,11.0,0.038,,,1.14,2.24,4:46,,,1.0,133.24,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41513.0,True,41513.01,41513.01,METAL_LOSS,False,4.766666666666667,2122
11540.0,,0.344,-22.42,17.67,41513.01,Cluster,External,26.0,0.089,,,0.9,3.27,6:29,,,1.0,133.24,,,,1160.0,65000.0,,1342.0,1464.68,2033.67,1535.55,2132.07,1537.72,2135.09,0.76,1.84,2015,Cluster_41513.0,True,41513.01,41513.01,CLUSTER,False,6.483333333333333,2123
11540.0,,0.344,-22.44,17.65,41513.04,Metal Loss,External,11.0,0.038,,,0.67,0.75,5:41,,,1.0,133.23,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41513.0,True,41513.04,41513.04,METAL_LOSS,False,5.683333333333334,2124
11540.0,,0.344,-22.44,17.64,41513.04,Metal Loss,External,25.0,0.086,,,1.1,0.59,5:25,,,1.0,133.23,,MFL-A/XT,,1160.0,65000.0,,1342.0,1460.34,2027.65,1530.63,2125.24,1532.19,2127.41,0.76,1.83,2015,Metal Loss_41513.0,True,41513.04,41513.04,METAL_LOSS,False,5.416666666666667,2125
11540.0,,0.344,-22.5,17.59,41513.1,Metal Loss,External,11.0,0.038,,,0.35,0.67,5:41,,,1.0,133.23,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41513.1,True,41513.1,41513.1,METAL_LOSS,False,5.683333333333334,2126
11540.0,,0.344,-22.5,17.59,41513.1,Metal Loss,External,12.0,0.041,,,0.43,0.63,4:57,,,1.0,133.23,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41513.1,True,41513.1,41513.1,METAL_LOSS,False,4.95,2127
11540.0,,0.344,-39.91,0.18,41530.5,Metal Loss,External,15.0,0.052,,,0.32,0.83,2:31,near girth weld,,1.0,130.91,,MFL-A/XT,,1160.0,65000.0,,1342.0,1475.37,2048.52,,,,,,,2015,Metal Loss_41530.5,True,41530.5,41530.5,METAL_LOSS,False,2.5166666666666666,2128
11550.0,,0.344,-0.8,39.28,41531.48,Metal Loss,External,11.0,0.038,,,1.58,1.46,9:21,,,0.7,130.79,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41531.5,True,41531.48,41531.48,METAL_LOSS,False,9.35,2130
11550.0,,0.344,-0.83,39.24,41531.52,Metal Loss,External,11.0,0.038,,,0.79,1.53,09:00,,,0.7,130.79,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41531.5,True,41531.52,41531.52,METAL_LOSS,False,9.0,2131
11550.0,,0.344,-0.84,39.24,41531.52,Metal Loss,External,12.0,0.041,,,0.59,2.84,1:21,,,0.7,130.79,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41531.5,True,41531.52,41531.52,METAL_LOSS,False,1.35,2132
11550.0,,0.344,-0.84,39.23,41531.53,Metal Loss,External,10.0,0.034,,,0.98,1.58,5:49,,,0.7,130.78,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41531.5,True,41531.53,41531.53,METAL_LOSS,False,5.816666666666666,2133
11550.0,,0.344,-0.85,39.23,41531.53,Metal Loss,External,11.0,0.038,,,0.59,1.18,3:12,,,0.7,130.78,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41531.5,True,41531.53,41531.53,METAL_LOSS,False,3.2,2134
11550.0,,0.344,-0.85,39.23,41531.53,Metal Loss,External,23.0,0.079,,,0.83,2.09,10:25,,,0.7,130.78,,MFL-A/XT,,1160.0,65000.0,,1342.0,1468.02,2038.3,1539.4,2137.42,1540.09,2138.37,0.75,1.84,2015,Metal Loss_41531.5,True,41531.53,41531.53,METAL_LOSS,False,10.416666666666666,2135
11550.0,,0.344,-0.85,39.22,41531.54,Metal Loss,External,13.0,0.045,,,1.06,2.4,4:56,,,0.7,130.78,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.08,2039.78,,,,,,,2015,Metal Loss_41531.5,True,41531.54,41531.54,METAL_LOSS,False,4.933333333333334,2136
11550.0,,0.344,-1.0,39.07,41531.69,Metal Loss,External,11.0,0.038,,,0.71,1.26,9:15,,,0.7,130.77,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41531.7,True,41531.69,41531.69,METAL_LOSS,False,9.25,2137
11550.0,,0.344,-1.03,39.05,41531.71,Metal Loss,External,17.0,0.058,,,1.1,0.63,5:34,,,0.7,130.76,,MFL-A/XT,,1160.0,65000.0,,1342.0,1466.03,2035.54,,,,,,,2015,Metal Loss_41531.7,True,41531.71,41531.71,METAL_LOSS,False,5.566666666666666,2138
11550.0,,0.344,-1.03,39.04,41531.71,Metal Loss,External,12.0,0.041,,,0.87,2.21,5:49,,,0.7,130.76,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41531.7,True,41531.71,41531.71,METAL_LOSS,False,5.816666666666666,2139
11550.0,,0.344,-7.96,32.11,41538.65,Metal Loss,External,21.0,0.072,,,0.63,1.02,7:17,,,0.7,129.93,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.64,2043.33,1543.48,2143.08,1543.79,2143.51,0.75,1.85,2015,Metal Loss_41538.7,True,41538.65,41538.65,METAL_LOSS,False,7.283333333333333,2140
11550.0,,0.344,-8.47,31.61,41539.15,Metal Loss,External,11.0,0.038,,,2.21,1.65,6:58,,,0.7,129.87,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41539.2,True,41539.15,41539.15,METAL_LOSS,False,6.966666666666667,2141
11550.0,,0.344,-20.25,19.83,41550.93,Metal Loss,External,15.0,0.052,,,0.47,0.94,9:52,,,0.7,128.53,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.4,2047.17,,,,,,,2015,Metal Loss_41550.9,True,41550.93,41550.93,METAL_LOSS,False,9.866666666666667,2142
11550.0,,0.344,-20.38,19.7,41551.06,Metal Loss,External,11.0,0.038,,,1.85,1.53,9:33,,,0.7,128.52,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41551.1,True,41551.06,41551.06,METAL_LOSS,False,9.55,2143
11550.0,,0.344,-20.58,19.5,41551.26,Metal Loss,External,14.0,0.048,,,0.63,1.02,10:14,,,0.7,128.5,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.31,2045.66,,,,,,,2015,Metal Loss_41551.3,True,41551.26,41551.26,METAL_LOSS,False,10.233333333333333,2144
11550.0,,0.344,-20.79,19.28,41551.48,Metal Loss,External,14.0,0.048,,,0.63,1.58,10:53,,,0.7,128.48,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.42,2045.8,,,,,,,2015,Metal Loss_41551.5,True,41551.48,41551.48,METAL_LOSS,False,10.883333333333333,2145
11550.0,,0.344,-20.91,19.16,41551.6,Metal Loss,External,13.0,0.045,,,0.75,1.3,10:08,,,0.7,128.47,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.48,2044.51,,,,,,,2015,Metal Loss_41551.6,True,41551.6,41551.6,METAL_LOSS,False,10.133333333333333,2146
11550.0,,0.344,-21.12,18.96,41551.8,Metal Loss,External,13.0,0.045,,,0.91,1.14,10:18,,,0.7,128.46,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.02,2042.48,,,,,,,2015,Metal Loss_41551.8,True,41551.8,41551.8,METAL_LOSS,False,10.3,2147
11550.0,,0.344,-21.27,18.81,41551.95,Metal Loss,External,16.0,0.055,,,2.17,2.87,12:57,,,0.7,128.44,,MFL-A/XT,,1160.0,65000.0,,1342.0,1446.81,2008.86,,,,,,,2015,Metal Loss_41551.9,True,41551.95,41551.95,METAL_LOSS,False,12.95,2148
11550.0,,0.344,-21.29,18.79,41551.97,Cluster,External,26.0,0.089,,,1.48,5.66,11:38,,,0.7,128.44,,,,1160.0,65000.0,,1342.0,1449.08,2012.01,1517.54,2107.07,1522.5,2113.96,0.76,1.82,2015,Cluster_41552.0,True,41551.97,41551.97,CLUSTER,False,11.633333333333333,2149
11550.0,,0.344,-21.29,18.79,41551.97,Metal Loss,External,11.0,0.038,,,1.1,0.83,10:13,,,0.7,128.44,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41552.0,True,41551.97,41551.97,METAL_LOSS,False,10.216666666666667,2150
11550.0,,0.344,-21.29,18.78,41551.98,Metal Loss,External,12.0,0.041,,,1.85,1.26,1:50,,,0.7,128.44,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41552.0,True,41551.98,41551.98,METAL_LOSS,False,1.8333333333333335,2151
11550.0,,0.344,-21.97,18.1,41552.66,Metal Loss,External,10.0,0.034,,,1.38,2.32,11:57,,,0.7,128.39,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41552.7,True,41552.66,41552.66,METAL_LOSS,False,11.95,2152
11550.0,,0.344,-22.04,18.03,41552.72,Metal Loss,External,12.0,0.041,,,1.34,3.19,12:54,,,0.7,128.38,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41552.7,True,41552.72,41552.72,METAL_LOSS,False,12.9,2153
11550.0,,0.344,-22.53,17.55,41553.21,Metal Loss,External,10.0,0.034,,,1.26,2.28,12:35,,,0.7,128.35,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41553.2,True,41553.21,41553.21,METAL_LOSS,False,12.583333333333334,2154
11550.0,,0.344,-22.56,17.51,41553.25,Metal Loss,External,14.0,0.048,,,0.91,2.72,1:22,,,0.7,128.34,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.45,2041.68,,,,,,,2015,Metal Loss_41553.2,True,41553.25,41553.25,METAL_LOSS,False,1.3666666666666667,2155
11550.0,,0.344,-29.86,10.21,41560.55,Metal Loss,External,12.0,0.041,,,1.85,0.59,2:34,,,0.7,127.79,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41560.6,True,41560.55,41560.55,METAL_LOSS,False,2.5666666666666664,2156
11550.0,,0.344,-31.75,8.33,41562.43,Metal Loss,External,10.0,0.034,,,1.93,0.91,2:26,,,0.7,127.68,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41562.4,True,41562.43,41562.43,METAL_LOSS,False,2.4333333333333336,2157
11550.0,,0.344,-31.75,8.32,41562.44,Metal Loss,External,11.0,0.038,,,0.67,1.34,2:02,,,0.7,127.68,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41562.4,True,41562.44,41562.44,METAL_LOSS,False,2.033333333333333,2158
11550.0,,0.344,-32.69,7.39,41563.37,Metal Loss,External,10.0,0.034,,,0.79,1.26,2:22,,,0.7,127.64,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41563.4,True,41563.37,41563.37,METAL_LOSS,False,2.3666666666666667,2159
11550.0,,0.344,-34.32,5.75,41565.01,Metal Loss,External,11.0,0.038,,,1.42,1.97,7:27,,,0.7,127.58,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41565.0,True,41565.01,41565.01,METAL_LOSS,False,7.45,2160
11550.0,,0.344,-34.62,5.46,41565.3,Metal Loss,External,10.0,0.034,,,1.18,1.5,7:40,,,0.7,127.57,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41565.3,True,41565.3,41565.3,METAL_LOSS,False,7.666666666666667,2161
11550.0,,0.344,-34.94,5.14,41565.62,Metal Loss,External,14.0,0.048,,,1.18,1.53,7:20,,,0.7,127.56,,MFL-A/XT,,1160.0,65000.0,,1342.0,1467.0,2036.89,,,,,,,2015,Metal Loss_41565.6,True,41565.62,41565.62,METAL_LOSS,False,7.333333333333333,2162
11550.0,,0.344,-35.57,4.5,41566.26,Metal Loss,External,11.0,0.038,,,0.51,0.75,7:49,,,0.7,127.55,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41566.3,True,41566.26,41566.26,METAL_LOSS,False,7.816666666666666,2163
11550.0,,0.344,-35.66,4.42,41566.34,Cluster,External,17.0,0.058,,,1.68,2.12,7:51,,,0.7,127.54,,,,1160.0,65000.0,,1342.0,1454.76,2019.89,,,,,,,2015,Cluster_41566.3,True,41566.34,41566.34,CLUSTER,False,7.85,2164
11550.0,,0.344,-38.87,1.21,41569.55,Metal Loss,External,11.0,0.038,,,1.42,1.73,9:29,,,0.7,127.54,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41569.6,True,41569.55,41569.55,METAL_LOSS,False,9.483333333333333,2165
11550.0,,0.344,-38.94,1.14,41569.62,Metal Loss,External,10.0,0.034,,,0.79,1.73,11:03,,,0.7,127.54,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41569.6,True,41569.62,41569.62,METAL_LOSS,False,11.05,2166
11560.0,,0.344,-0.02,40.05,41570.78,Metal Loss,External,15.0,0.052,,,0.71,1.77,7:45,affecting girth weld,,1.0,127.56,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.37,2044.34,,,,,,,2015,Metal Loss_41570.8,True,41570.78,41570.78,METAL_LOSS,False,7.75,2168
11560.0,,0.344,-0.62,39.45,41571.38,Metal Loss,External,11.0,0.038,,,0.94,1.53,7:34,,,1.0,127.57,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41571.4,True,41571.38,41571.38,METAL_LOSS,False,7.566666666666666,2169
11560.0,,0.344,-0.62,39.44,41571.38,Metal Loss,External,10.0,0.034,,,0.55,1.3,8:02,,,1.0,127.57,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41571.4,True,41571.38,41571.38,METAL_LOSS,False,8.033333333333333,2170
11560.0,,0.344,-0.92,39.15,41571.68,Metal Loss,External,29.0,0.1,,,0.83,1.1,8:06,,,1.0,127.57,,MFL-A/XT,,1160.0,65000.0,,1342.0,1465.09,2034.24,1535.92,2132.59,1537.26,2134.44,0.76,1.84,2015,Metal Loss_41571.7,True,41571.68,41571.68,METAL_LOSS,False,8.1,2171
11560.0,,0.344,-1.25,38.82,41572.01,Metal Loss,External,10.0,0.034,,,0.43,0.75,7:57,,,1.0,127.58,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41572.0,True,41572.01,41572.01,METAL_LOSS,False,7.95,2172
11580.0,,0.344,-8.52,31.57,41659.35,Metal Loss,External,11.0,0.038,,,1.02,1.42,4:55,Recoat,,1.0,131.0,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41659.3,True,41659.35,41659.35,METAL_LOSS,False,4.916666666666667,2203
11580.0,,0.344,-9.5,30.6,41660.32,Metal Loss,External,11.0,0.038,,,2.01,0.63,12:57,Recoat,,1.0,131.01,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41660.3,True,41660.32,41660.32,METAL_LOSS,False,12.95,2204
11580.0,,0.344,-9.57,30.53,41660.39,Metal Loss,External,40.0,0.138,,,1.3,1.38,1:43,Recoat,,1.0,131.01,,MFL-A/XT,,1160.0,65000.0,,1342.0,1438.22,1996.93,1503.41,2087.44,1509.7,2096.18,0.77,1.8,2015,Metal Loss_41660.4,True,41660.39,41660.39,METAL_LOSS,False,1.7166666666666668,2205
11580.0,,0.344,-10.54,29.56,41661.36,Metal Loss,External,69.0,0.237,,,1.02,0.87,2:01,Repaired?,,1.0,131.02,,MFL-A/XT,,1160.0,65000.0,,1342.0,1418.3,1969.28,1469.03,2039.71,1486.8,2064.38,0.79,1.76,2015,Metal Loss_41661.4,True,41661.36,41661.36,METAL_LOSS,False,2.0166666666666666,2207
11580.0,,0.344,-11.71,28.39,41662.54,Cluster,External,21.0,0.072,,,1.97,1.3,8:08,Recoat,,1.0,131.02,,,,1160.0,65000.0,,1342.0,1441.62,2001.65,1508.9,2095.07,1515.34,2104.01,0.77,1.81,2015,Cluster_41662.5,True,41662.54,41662.54,CLUSTER,False,8.133333333333333,2209
11580.0,,0.344,-18.11,21.99,41668.93,Metal Loss,External,14.0,0.048,,,0.59,0.59,3:45,Repaired?,,1.0,130.93,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.62,2046.09,,,,,,,2015,Metal Loss_41668.9,True,41668.93,41668.93,METAL_LOSS,False,3.75,2211
11580.0,,0.344,-18.19,21.91,41669.01,Cluster,External,38.0,0.131,,,2.59,4.32,10:37,Repaired?,,1.0,130.92,,,,1160.0,65000.0,,1342.0,1372.58,1905.8,1422.01,1974.43,1481.6,2057.16,0.82,1.7,2015,Cluster_41669.0,True,41669.01,41669.01,CLUSTER,False,10.616666666666667,2212
11580.0,,0.344,-18.38,21.72,41669.2,Metal Loss,External,11.0,0.038,,,0.32,0.94,10:21,Repaired?,,1.0,130.92,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41669.2,True,41669.2,41669.2,METAL_LOSS,False,10.35,2213
11580.0,,0.344,-18.54,21.56,41669.36,Cluster,External,45.0,0.155,,,2.36,1.61,10:18,Repaired?,,1.0,130.91,,,,1160.0,65000.0,,1342.0,1362.69,1892.06,1407.63,1954.46,1474.84,2047.77,0.82,1.68,2015,Cluster_41669.4,True,41669.36,41669.36,CLUSTER,False,10.3,2214
11580.0,,0.344,-19.54,20.56,41670.36,Metal Loss,External,11.0,0.038,,,0.32,0.63,3:11,Repaired?,,1.0,130.87,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41670.4,True,41670.36,41670.36,METAL_LOSS,False,3.183333333333333,2215
11580.0,,0.344,-19.54,20.56,41670.36,Metal Loss,External,10.0,0.034,,,0.32,0.59,3:46,Repaired?,,1.0,130.87,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41670.4,True,41670.36,41670.36,METAL_LOSS,False,3.7666666666666666,2216
11580.0,,0.344,-19.96,20.14,41670.78,Metal Loss,External,15.0,0.052,,,1.93,0.91,1:31,Repaired?,,1.0,130.85,,MFL-A/XT,,1160.0,65000.0,,1342.0,1453.11,2017.6,,,,,,,2015,Metal Loss_41670.8,True,41670.78,41670.78,METAL_LOSS,False,1.5166666666666666,2217
11580.0,,0.344,-20.0,20.1,41670.82,Metal Loss,External,12.0,0.041,,,0.59,1.14,1:49,Repaired?,,1.0,130.85,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41670.8,True,41670.82,41670.82,METAL_LOSS,False,1.8166666666666667,2218
11580.0,,0.344,-20.1,19.99,41670.93,Metal Loss,External,11.0,0.038,,,0.63,1.18,1:57,Repaired?,,1.0,130.84,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41670.9,True,41670.93,41670.93,METAL_LOSS,False,1.95,2219
11580.0,,0.344,-20.15,19.94,41670.98,Cluster,External,20.0,0.069,,,1.57,3.96,3:14,Repaired?,,1.0,130.84,,,,1160.0,65000.0,,1342.0,1453.37,2017.97,1522.75,2114.3,1525.14,2117.62,0.76,1.82,2015,Cluster_41671.0,True,41670.98,41670.98,CLUSTER,False,3.2333333333333334,2220
11580.0,,0.344,-20.27,19.83,41671.09,Metal Loss,External,12.0,0.041,,,0.59,0.87,2:06,Repaired?,,1.0,130.83,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41671.1,True,41671.09,41671.09,METAL_LOSS,False,2.1,2221
11580.0,,0.344,-20.94,19.16,41671.76,Metal Loss,External,12.0,0.041,,,1.53,1.22,3:17,Repaired?,,1.0,130.8,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41671.8,True,41671.76,41671.76,METAL_LOSS,False,3.283333333333333,2222
11580.0,,0.344,-21.42,18.68,41672.24,Metal Loss,External,22.0,0.076,,,0.79,1.3,2:24,Repaired?,,1.0,130.77,,MFL-A/XT,,1160.0,65000.0,,1342.0,1468.86,2039.48,1540.36,2138.76,1540.92,2139.53,0.75,1.84,2015,Metal Loss_41672.2,True,41672.24,41672.24,METAL_LOSS,False,2.4,2223
11580.0,,0.344,-21.48,18.62,41672.3,Metal Loss,External,16.0,0.055,,,0.94,0.83,3:25,Repaired?,,1.0,130.77,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.03,2039.71,,,,,,,2015,Metal Loss_41672.3,True,41672.3,41672.3,METAL_LOSS,False,3.4166666666666665,2224
11580.0,,0.344,-21.72,18.38,41672.54,Metal Loss,External,14.0,0.048,,,0.47,0.59,3:29,Repaired?,,1.0,130.75,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.53,2047.35,,,,,,,2015,Metal Loss_41672.5,True,41672.54,41672.54,METAL_LOSS,False,3.4833333333333334,2225
11580.0,,0.344,-21.77,18.33,41672.59,Metal Loss,External,13.0,0.045,,,0.59,1.02,2:07,Repaired?,,1.0,130.75,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.91,2046.49,,,,,,,2015,Metal Loss_41672.6,True,41672.59,41672.59,METAL_LOSS,False,2.1166666666666667,2226
11580.0,,0.344,-21.86,18.23,41672.69,Metal Loss,External,13.0,0.045,,,0.59,1.1,2:10,Repaired?,,1.0,130.74,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.91,2046.49,,,,,,,2015,Metal Loss_41672.7,True,41672.69,41672.69,METAL_LOSS,False,2.1666666666666665,2227
11580.0,,0.344,-22.08,18.02,41672.9,Metal Loss,External,10.0,0.034,,,0.63,0.59,3:29,Repaired?,,1.0,130.72,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41672.9,True,41672.9,41672.9,METAL_LOSS,False,3.4833333333333334,2228
11580.0,,0.344,-22.2,17.9,41673.02,Cluster,External,40.0,0.138,,,0.83,2.58,3:28,Repaired?,,1.0,130.71,,,,1160.0,65000.0,,1342.0,1459.45,2026.41,1528.83,2122.74,1533.5,2129.23,0.76,1.83,2015,Cluster_41673.0,True,41673.02,41673.02,CLUSTER,False,3.466666666666667,2229
11580.0,,0.344,-22.27,17.83,41673.09,Metal Loss,External,11.0,0.038,,,0.51,0.87,2:28,Repaired?,,1.0,130.71,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41673.1,True,41673.09,41673.09,METAL_LOSS,False,2.466666666666667,2230
11580.0,,0.344,-22.35,17.75,41673.17,Metal Loss,External,11.0,0.038,,,0.55,0.87,2:32,Repaired?,,1.0,130.7,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41673.2,True,41673.17,41673.17,METAL_LOSS,False,2.533333333333333,2231
11580.0,,0.344,-22.4,17.7,41673.22,Metal Loss,External,15.0,0.052,,,0.43,0.59,3:31,Repaired?,,1.0,130.7,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.74,2047.64,,,,,,,2015,Metal Loss_41673.2,True,41673.22,41673.22,METAL_LOSS,False,3.5166666666666666,2232
11580.0,,0.344,-22.48,17.62,41673.3,Metal Loss,External,13.0,0.045,,,0.43,0.63,3:27,Repaired?,,1.0,130.69,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.95,2047.93,,,,,,,2015,Metal Loss_41673.3,True,41673.3,41673.3,METAL_LOSS,False,3.45,2233
