joint_number,joint_length_ft,wall_thickness_in,dist_to_upstream_gw_ft,dist_to_downstream_gw_ft,distance_ft,feature_type,internal_external,depth_pct,depth_in,Metal Loss Depth + Tolerance[%],Dimension Classification,Metal Loss Depth Tolerance [%] (includes seamless and HAZ and modified specs),Dent Depth[%],Dent Depth[in],Is any part of the dent affecting the top of the pipe? [Y/N],anomaly_length_in,anomaly_width_in,clock_position,comments,Anomalies per Joint,Was anomaly sizing reviewed by analyst? [Y/N],Was anomaly sizing/dimensions manually changed? [Y/N],Magnetization Level [kA/m] for MFL survey or Actual WT [in] for UT Survey,elevation_ft,Seam Position[hh:mm],Distance To Seam Weld [in],Tool,design_pressure_psi,smys_psi,Pipe Type,Pipe Diameter (O.D.)[in.],safe_pressure_psi,burst_pressure_psi,Effective Area Psafe [PSI],Effective Area Pburst [PSI],erf,rpr,Length Tolerance [in],Width Tolerance [in],inspection_year,feature_id,is_anomaly,distance_ft_original,distance_ft_aligned,cluster_id,clock_hours
11630,40.4,0.344,27.723,12.677,41935.696,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,5.0,3.6,10:28,EXT ML,31,N,N,5.97,136.898,12:24,12.147,CMFL,1025,65000,E.R. WELD,24,1448.1,2011.2,1443.2,2004.5,0.708,1.08,1.0,1.2,2022,Metal Loss_41935.7,True,41935.696,41934.939000000006,199,10.466666666666667
11630,40.4,0.344,28.822,11.578,41936.795,Metal Loss,External,23.0,0.079,38.0,GENE,20.0,,,,6.9,4.5,10:44,EXT ML,31,N,N,5.97,136.897,12:24,10.053,CMFL,1025,65000,E.R. WELD,24,1368.7,1901.0,1376.1,1911.3,0.749,1.023,1.0,1.2,2022,Metal Loss_41936.8,True,41936.795,41936.038,199,10.733333333333333
11630,40.4,0.344,32.904,7.497,41940.876,Metal Loss,External,13.0,0.044,28.0,PITT,20.0,,,,1.1,1.0,10:18,EXT ML,31,N,N,5.97,136.895,12:24,13.195,CMFL,1025,65000,E.R. WELD,24,1539.1,2137.6,1537.3,2135.1,0.666,1.147,0.6,1.2,2022,Metal Loss_41940.9,True,41940.876,41940.119,199,10.3
11630,40.4,0.344,33.819,6.581,41941.791,Metal Loss,External,12.0,0.041,27.0,AXGR,20.0,,,,3.3,1.1,9:25,EXT ML,31,N,N,5.97,136.894,12:24,18.85,CMFL,1025,65000,E.R. WELD,24,1501.5,2085.4,1497.5,2079.9,0.683,1.12,1.0,1.2,2022,Metal Loss_41941.8,True,41941.791,41941.034,199,9.416666666666666
11630,40.4,0.344,39.255,1.148,41947.224,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,6.8,5.6,4:23,EXT ML,31,N,N,5.97,136.892,12:24,27.227,CMFL,1025,65000,E.R. WELD,24,1447.0,2009.7,1434.5,1992.3,0.708,1.078,1.0,1.2,2022,Metal Loss_41947.2,True,41947.224,41946.467,199,4.383333333333334
11630,40.4,0.344,39.498,0.902,41947.47,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,4.3,3.0,5:36,EXT ML,31,N,N,5.97,136.892,12:24,32.254,CMFL,1025,65000,E.R. WELD,24,1488.6,2067.5,1483.3,2060.2,0.689,1.11,1.0,1.2,2022,Metal Loss_41947.5,True,41947.47,41946.713,199,5.6
11630,40.4,0.344,39.514,0.886,41947.487,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,2.2,1.3,3:16,EXT ML,31,N,N,5.97,136.892,12:24,18.012,CMFL,1025,65000,E.R. WELD,24,1524.5,2117.4,1520.0,2111.1,0.672,1.136,1.0,1.2,2022,Metal Loss_41947.5,True,41947.487,41946.73,199,3.2666666666666666
11630,40.4,0.344,39.557,0.843,41947.53,Metal Loss,External,15.0,0.052,30.0,CIGR,25.0,,,,1.0,2.0,2:36,EXT ML,31,N,N,5.97,136.892,12:24,13.823,CMFL,1025,65000,E.R. WELD,24,1540.4,2139.4,1538.8,2137.2,0.666,1.148,1.0,1.2,2022,Metal Loss_41947.5,True,41947.53,41946.773,199,2.6
11630,40.4,0.344,40.233,0.167,41948.205,Metal Loss,External,20.0,0.069,35.0,GENE,20.0,,,,21.4,5.4,2:50,EXT ML ( ON GW ),31,N,N,5.97,136.891,12:24,14.451,CMFL,1025,65000,E.R. WELD,24,1328.5,1845.1,1349.7,1874.6,0.772,0.991,1.0,1.2,2022,Metal Loss_41948.2,True,41948.205,41947.448,199,2.8333333333333335
11630,40.4,0.344,40.269,0.135,41948.238,Metal Loss,External,14.0,0.048,29.0,GENE,25.0,,,,2.6,1.7,3:28,EXT ML ( ON GW ),31,N,N,5.97,136.891,12:24,19.268,CMFL,1025,65000,E.R. WELD,24,1509.6,2096.6,1501.9,2085.9,0.679,1.126,1.2,1.4,2022,Metal Loss_41948.2,True,41948.238,41947.481,199,3.466666666666667
11640,39.79,0.344,0.374,39.416,41948.747,Metal Loss,External,20.0,0.069,35.0,GENE,20.0,,,,10.0,8.6,4:44,EXT ML,2,N,N,5.97,136.891,02:24,11.729,CMFL,1025,65000,E.R. WELD,24,1366.2,1897.4,1372.1,1905.7,0.75,1.018,1.0,1.2,2022,Metal Loss_41948.7,True,41948.747,41947.990000000005,199,4.733333333333333
11640,39.79,0.344,18.041,21.749,41966.414,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,6.9,1.7,2:10,EXT ML ( NEAR SW ),2,N,N,5.97,136.984,02:24,1.466,CMFL,1025,65000,E.R. WELD,24,1464.9,2034.5,1449.4,2013.0,0.7,1.094,1.0,1.2,2022,Metal Loss_41966.4,True,41966.414,41965.657,-1,2.1666666666666665
11650,40.24,0.344,39.268,0.974,42027.428,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,3.9,1.9,8:36,EXT ML,2,N,N,5.97,137.587,01:20,29.74,CMFL,1025,65000,E.R. WELD,24,1486.6,2064.7,1474.7,2048.2,0.69,1.106,1.0,1.2,2022,Metal Loss_42027.4,True,42027.428,42026.671,200,8.6
11650,40.24,0.344,39.383,0.856,42027.546,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,2.2,3.1,9:55,EXT ML,2,N,N,5.97,137.588,01:20,21.363,CMFL,1025,65000,E.R. WELD,24,1509.5,2096.6,1501.5,2085.4,0.679,1.125,1.0,1.2,2022,Metal Loss_42027.5,True,42027.546,42026.789,200,9.916666666666666
11660,40.003,0.344,0.364,39.639,42028.766,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,8.5,8.0,9:45,EXT ML,4,N,N,5.97,137.604,11:32,11.729,CMFL,1025,65000,E.R. WELD,24,1402.5,1947.9,1410.3,1958.8,0.731,1.047,1.0,1.2,2022,Metal Loss_42028.8,True,42028.766,42028.009000000005,200,9.75
11660,40.003,0.344,35.367,4.636,42063.77,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,1.3,1.2,9:56,EXT ML,4,N,N,5.97,137.383,11:32,10.053,CMFL,1025,65000,E.R. WELD,24,1536.0,2133.4,1533.6,2130.0,0.667,1.145,1.0,1.2,2022,Metal Loss_42063.8,True,42063.77,42063.013,201,9.933333333333334
11660,40.003,0.344,36.873,3.13,42065.276,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,1.3,1.3,10:03,EXT ML,4,N,N,5.97,137.372,11:32,9.215,CMFL,1025,65000,E.R. WELD,24,1534.4,2131.2,1531.6,2127.3,0.668,1.144,1.0,1.2,2022,Metal Loss_42065.3,True,42065.276,42064.519,201,10.05
11660,40.003,0.344,37.395,2.608,42065.797,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,2.7,3.7,10:01,EXT ML,4,N,N,5.97,137.368,11:32,9.634,CMFL,1025,65000,E.R. WELD,24,1513.6,2102.2,1506.9,2092.8,0.677,1.128,1.0,1.2,2022,Metal Loss_42065.8,True,42065.797,42065.04,201,10.016666666666667
11670,40.246,0.344,14.209,26.04,42082.615,Metal Loss,External,31.0,0.106,46.0,GENE,20.0,,,,4.4,3.6,5:27,EXT ML,4,N,N,5.97,137.097,12:00,33.091,CMFL,1025,65000,E.R. WELD,24,1373.2,1907.2,1379.2,1915.6,0.747,1.021,1.0,1.2,2022,Metal Loss_42082.6,True,42082.615,42081.858,202,5.45
11670,40.246,0.344,14.429,25.817,42082.838,Metal Loss,External,27.0,0.093,42.0,GENE,20.0,,,,3.0,1.7,4:06,EXT ML,4,N,N,5.97,137.093,12:00,25.761,CMFL,1025,65000,E.R. WELD,24,1453.4,2018.6,1432.4,1989.4,0.705,1.082,1.0,1.2,2022,Metal Loss_42082.8,True,42082.838,42082.081000000006,202,4.1
11670,40.246,0.344,14.813,25.436,42083.219,Metal Loss,External,12.0,0.041,27.0,AXGR,20.0,,,,1.7,0.7,5:34,EXT ML,4,N,N,5.97,137.085,12:00,34.976,CMFL,1025,65000,E.R. WELD,24,1531.1,2126.5,1527.7,2121.8,0.67,1.142,1.0,1.2,2022,Metal Loss_42083.2,True,42083.219,42082.462,202,5.566666666666666
11670,40.246,0.344,39.222,1.024,42107.631,Metal Loss,External,20.0,0.069,35.0,GENE,20.0,,,,4.3,3.9,1:38,EXT ML,4,N,N,5.97,136.6,12:00,9.425,CMFL,1025,65000,E.R. WELD,24,1441.0,2001.4,1447.8,2010.8,0.711,1.076,1.0,1.2,2022,Metal Loss_42107.6,True,42107.631,42106.874,-1,1.6333333333333333
11680,39.984,0.344,31.965,8.018,42140.62,Metal Loss,External,20.0,0.069,35.0,GENE,20.0,,,,1.5,1.4,4:17,EXT ML,6,N,N,5.97,135.837,03:36,4.398,CMFL,1025,65000,E.R. WELD,24,1523.8,2116.4,1518.6,2109.1,0.673,1.135,1.0,1.2,2022,Metal Loss_42140.6,True,42140.62,42139.863000000005,203,4.283333333333333
11680,39.984,0.344,33.99,5.997,42142.641,Metal Loss,External,13.0,0.044,28.0,PITT,20.0,,,,1.0,0.7,5:51,EXT ML,6,N,N,5.97,135.79,03:36,14.242,CMFL,1025,65000,E.R. WELD,24,1540.9,2140.1,1539.5,2138.1,0.665,1.148,0.6,1.2,2022,Metal Loss_42142.6,True,42142.641,42141.884000000005,203,5.85
11680,39.984,0.344,34.35,5.636,42143.002,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,1.8,1.3,6:03,EXT ML,6,N,N,5.97,135.781,03:36,15.499,CMFL,1025,65000,E.R. WELD,24,1528.7,2123.2,1524.9,2117.9,0.671,1.139,1.0,1.2,2022,Metal Loss_42143.0,True,42143.002,42142.245,203,6.05
11680,39.984,0.344,35.358,4.629,42144.009,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,1.7,1.3,6:03,EXT ML,6,N,N,5.97,135.757,03:36,15.499,CMFL,1025,65000,E.R. WELD,24,1529.8,2124.8,1526.2,2119.7,0.67,1.14,1.0,1.2,2022,Metal Loss_42144.0,True,42144.009,42143.252,203,6.05
11680,39.984,0.344,35.83,4.154,42144.485,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,4.5,3.6,4:17,EXT ML,6,N,N,5.97,135.746,03:36,4.398,CMFL,1025,65000,E.R. WELD,24,1466.9,2037.4,1451.1,2015.4,0.699,1.095,1.0,1.2,2022,Metal Loss_42144.5,True,42144.485,42143.728,203,4.283333333333333
11680,39.984,0.344,36.339,3.645,42144.993,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,2.3,2.5,5:59,EXT ML,6,N,N,5.97,135.734,03:36,15.08,CMFL,1025,65000,E.R. WELD,24,1514.6,2103.6,1507.8,2094.2,0.677,1.129,1.0,1.2,2022,Metal Loss_42145.0,True,42144.993,42144.236,203,5.983333333333333
11860,40.151,0.344,16.591,23.563,42770.305,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,6.6,1.3,11:02,EXT ML ( ON SW ),3,N,N,5.97,153.63,11:00,0.209,CMFL,1025,65000,E.R. WELD,24,1464.1,2033.4,1448.3,2011.6,0.7,1.09,1.0,1.2,2022,Metal Loss_42770.3,True,42770.305,42769.548,204,11.033333333333333
11860,40.151,0.344,21.217,18.934,42774.934,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,7.8,1.9,10:59,EXT ML ( ON SW ),3,N,N,5.97,153.301,11:00,0.0,CMFL,1025,65000,E.R. WELD,24,1453.6,2018.9,1436.0,1994.5,0.705,1.083,1.0,1.2,2022,Metal Loss_42774.9,True,42774.934,42774.177,204,10.983333333333333
11860,40.151,0.344,22.976,17.175,42776.693,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,4.4,1.7,11:02,EXT ML ( ON SW ),3,N,N,5.97,153.176,11:00,0.209,CMFL,1025,65000,E.R. WELD,24,1488.7,2067.7,1477.5,2052.0,0.689,1.108,1.0,1.2,2022,Metal Loss_42776.7,True,42776.693,42775.936,204,11.033333333333333
11870,39.928,0.344,9.675,30.253,42803.543,Metal Loss,External,15.0,0.052,30.0,PITT,20.0,,,,2.0,1.1,8:59,EXT ML ( ON SW ),4,N,N,5.97,151.081,09:04,0.419,CMFL,1025,65000,E.R. WELD,24,1520.0,2111.1,1514.3,2103.2,0.674,1.133,0.6,1.2,2022,Metal Loss_42803.5,True,42803.543,42802.786,-1,8.983333333333333
11870,39.928,0.344,20.591,19.337,42814.459,Metal Loss,External,14.0,0.048,29.0,GENE,15.0,,,,3.6,2.1,9:14,*EXT ML ( ON SW ),4,Y,Y,5.97,150.017,09:04,1.047,CMFL,1025,65000,E.R. WELD,24,1488.3,2067.1,1476.6,2050.8,0.689,1.111,0.8,1.0,2022,Metal Loss_42814.5,True,42814.459,42813.702000000005,205,9.233333333333333
11870,39.928,0.344,29.327,10.6,42823.196,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,15.4,2.5,9:20,EXT ML ( NEAR SW ),4,N,N,5.97,149.166,09:04,1.257,CMFL,1025,65000,E.R. WELD,24,1416.6,1967.6,1401.0,1945.8,0.724,1.055,1.0,1.2,2022,Metal Loss_42823.2,True,42823.196,42822.439000000006,205,9.333333333333334
11870,39.928,0.344,36.424,3.504,42830.292,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,38.8,3.7,9:12,EXT ML ( ON SW ),4,N,N,5.97,148.474,09:04,1.885,CMFL,1025,65000,E.R. WELD,24,1396.5,1939.5,1380.7,1917.6,0.734,1.039,1.0,1.2,2022,Metal Loss_42830.3,True,42830.292,42829.535,205,9.2
11930,40.069,0.344,17.257,22.812,43052.06,Metal Loss,External,16.0,0.055,31.0,GENE,20.0,,,,3.0,3.5,7:10,EXT ML,1,N,N,5.97,104.463,10:24,20.316,CMFL,1025,65000,E.R. WELD,24,1492.9,2073.5,1481.8,2058.1,0.687,1.113,1.0,1.2,2022,Metal Loss_43052.1,True,43052.06,43051.303,-1,7.166666666666667
11990,29.508,0.344,28.72,0.787,43271.601,Metal Loss,External,36.0,0.124,51.0,GENE,20.0,,,,2.0,1.5,7:48,EXT ML,1,N,N,5.97,73.177,09:12,8.796,CMFL,1025,65000,E.R. WELD,24,1466.2,2036.4,1445.3,2007.4,0.699,1.092,1.0,1.2,2022,Metal Loss_43271.6,True,43271.601,43270.844000000005,206,7.8
12010,40.092,0.344,1.106,38.986,43280.112,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,13.2,4.1,3:25,EXT ML ( ON SW ),5,N,N,5.97,71.628,03:24,0.209,CMFL,1025,65000,E.R. WELD,24,1414.0,1963.9,1407.0,1954.2,0.725,1.052,1.0,1.2,2022,Metal Loss_43280.1,True,43280.112,43279.355,206,3.4166666666666665
12010,40.092,0.344,25.486,14.606,43304.491,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,2.4,1.7,3:39,EXT ML ( NEAR SW ),5,N,N,5.97,66.063,03:24,1.676,CMFL,1025,65000,E.R. WELD,24,1505.0,2090.3,1496.2,2078.1,0.681,1.122,1.0,1.2,2022,Metal Loss_43304.5,True,43304.491,43303.734,207,3.65
12010,40.092,0.344,28.802,11.293,43307.805,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,4.2,1.5,3:40,EXT ML ( NEAR SW ),5,N,N,5.97,65.3,03:24,1.676,CMFL,1025,65000,E.R. WELD,24,1481.9,2058.2,1469.2,2040.5,0.692,1.106,1.0,1.2,2022,Metal Loss_43307.8,True,43307.805,43307.048,207,3.6666666666666665
12010,40.092,0.344,30.115,9.98,43309.117,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,7.1,1.5,3:14,EXT ML ( NEAR SW ),5,N,N,5.97,64.998,03:24,1.047,CMFL,1025,65000,E.R. WELD,24,1458.6,2025.9,1444.7,2006.5,0.703,1.087,1.0,1.2,2022,Metal Loss_43309.1,True,43309.117,43308.36,207,3.2333333333333334
12010,40.092,0.344,34.052,6.04,43313.058,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,10.0,2.4,3:40,EXT ML ( NEAR SW ),5,N,N,5.97,64.092,03:24,1.676,CMFL,1025,65000,E.R. WELD,24,1445.6,2007.8,1426.8,1981.6,0.709,1.075,1.0,1.2,2022,Metal Loss_43313.1,True,43313.058,43312.301,207,3.6666666666666665
12050,40.082,0.344,7.103,32.979,43392.329,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,1.9,1.3,3:34,EXT ML,5,N,N,5.97,71.982,12:56,16.546,CMFL,1025,65000,E.R. WELD,24,1528.6,2123.1,1524.8,2117.8,0.671,1.139,1.0,1.2,2022,Metal Loss_43392.3,True,43392.329,43391.572,208,3.5666666666666664
12050,40.082,0.344,7.205,32.877,43392.431,Metal Loss,External,10.0,0.034,25.0,GENE,20.0,,,,2.4,1.3,8:43,EXT ML,5,N,N,5.97,72.021,12:56,26.389,CMFL,1025,65000,E.R. WELD,24,1524.3,2117.1,1519.8,2110.8,0.673,1.137,1.0,1.2,2022,Metal Loss_43392.4,True,43392.431,43391.674,208,8.716666666666667
12050,40.082,0.344,8.041,32.041,43393.268,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,3.5,2.7,8:27,EXT ML,5,N,N,5.97,72.343,12:56,28.065,CMFL,1025,65000,E.R. WELD,24,1500.9,2084.5,1491.8,2071.9,0.683,1.118,1.0,1.2,2022,Metal Loss_43393.3,True,43393.268,43392.511,208,8.45
12050,40.082,0.344,8.967,31.115,43394.193,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,2.4,2.0,3:33,EXT ML,5,N,N,5.97,72.697,12:56,16.546,CMFL,1025,65000,E.R. WELD,24,1519.2,2109.9,1513.5,2102.1,0.675,1.133,1.0,1.2,2022,Metal Loss_43394.2,True,43394.193,43393.436,208,3.55
12050,40.082,0.344,9.56,30.522,43394.787,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,2.0,1.3,3:55,EXT ML,5,N,N,5.97,72.926,12:56,18.85,CMFL,1025,65000,E.R. WELD,24,1525.9,2119.2,1521.5,2113.2,0.672,1.137,1.0,1.2,2022,Metal Loss_43394.8,True,43394.787,43394.03,208,3.9166666666666665
12120,20.814,0.344,19.895,0.922,43686.093,Metal Loss,External,22.0,0.076,37.0,GENE,20.0,,,,2.7,1.2,6:51,EXT ML,1,N,N,5.97,139.531,11:04,26.599,CMFL,1025,65000,E.R. WELD,24,1478.8,2053.9,1499.4,2082.4,0.693,1.103,0.6,1.2,2022,Metal Loss_43686.1,True,43686.093,43685.336,209,6.85
12130,40.036,0.344,8.343,31.696,43695.354,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,9.2,2.7,12:24,EXT ML ( ON SW ),6,N,N,5.97,139.317,12:20,0.838,CMFL,1025,65000,E.R. WELD,24,1451.3,2015.7,1442.7,2003.8,0.706,1.084,1.0,1.2,2022,Metal Loss_43695.4,True,43695.354,43694.597,209,12.4
12130,40.036,0.344,21.572,18.465,43708.586,Metal Loss,External,19.0,0.065,34.0,GENE,20.0,,,,18.2,7.3,4:31,EXT ML,6,N,N,5.97,138.881,12:20,23.248,CMFL,1025,65000,E.R. WELD,24,1342.6,1864.8,1365.5,1896.6,0.764,1.003,1.0,1.2,2022,Metal Loss_43708.6,True,43708.586,43707.829000000005,210,4.516666666666667
12130,40.036,0.344,24.721,15.318,43711.732,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,4.7,2.6,4:18,EXT ML,6,N,N,5.97,138.777,12:20,24.923,CMFL,1025,65000,E.R. WELD,24,1484.4,2061.7,1472.3,2044.9,0.691,1.105,1.0,1.2,2022,Metal Loss_43711.7,True,43711.732,43710.975000000006,210,4.3
12130,40.036,0.344,25.466,14.573,43712.477,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,8.6,1.9,12:31,EXT ML ( NEAR SW ),6,N,N,5.97,138.753,12:20,1.257,CMFL,1025,65000,E.R. WELD,24,1454.1,2019.6,1436.8,1995.5,0.705,1.086,1.0,1.2,2022,Metal Loss_43712.5,True,43712.477,43711.72,210,12.516666666666667
12130,40.036,0.344,32.07,7.966,43719.085,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,2.0,1.8,3:37,EXT ML,6,N,N,5.97,138.535,12:20,20.735,CMFL,1025,65000,E.R. WELD,24,1520.0,2111.1,1514.3,2103.2,0.674,1.133,1.0,1.2,2022,Metal Loss_43719.1,True,43719.085,43718.328,210,3.6166666666666667
12130,40.036,0.344,34.341,5.696,43721.355,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,1.4,1.3,3:48,EXT ML,6,N,N,5.97,138.46,12:20,21.782,CMFL,1025,65000,E.R. WELD,24,1535.8,2133.1,1533.4,2129.7,0.667,1.145,1.0,1.2,2022,Metal Loss_43721.4,True,43721.355,43720.598000000005,210,3.8
12140,40.246,0.344,39.321,0.922,43766.371,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,2.6,1.9,4:26,EXT ML,2,N,N,5.97,136.882,01:16,19.897,CMFL,1025,65000,E.R. WELD,24,1511.1,2098.7,1503.8,2088.6,0.678,1.127,1.0,1.2,2022,Metal Loss_43766.4,True,43766.371,43765.614,211,4.433333333333334
12140,40.246,0.344,39.334,0.909,43766.385,Metal Loss,External,19.0,0.065,34.0,GENE,20.0,,,,1.8,2.0,10:04,EXT ML,2,N,N,5.97,136.881,01:16,20.106,CMFL,1025,65000,E.R. WELD,24,1518.4,2108.9,1512.1,2100.1,0.675,1.132,1.0,1.2,2022,Metal Loss_43766.4,True,43766.385,43765.628,211,10.066666666666666
12150,39.413,0.344,0.794,38.622,43768.087,Metal Loss,External,26.0,0.089,41.0,GENE,20.0,,,,3.9,4.7,5:17,EXT ML,1,N,N,5.97,136.821,07:16,11.729,CMFL,1025,65000,E.R. WELD,24,1419.8,1972.0,1392.4,1933.9,0.722,1.058,1.0,1.2,2022,Metal Loss_43768.1,True,43768.087,43767.33,211,5.283333333333333
12160,40.374,0.344,3.533,36.841,43810.243,Metal Loss,External,17.0,0.058,32.0,PITT,20.0,,,,1.1,1.2,7:27,EXT ML,28,N,N,5.97,135.188,08:48,8.378,CMFL,1025,65000,E.R. WELD,24,1536.8,2134.5,1534.5,2131.2,0.667,1.145,0.6,1.2,2022,Metal Loss_43810.2,True,43810.243,43809.486,212,7.45
12160,40.374,0.344,3.953,36.424,43810.659,Metal Loss,External,13.0,0.044,28.0,PITT,20.0,,,,1.9,1.0,7:28,EXT ML,28,N,N,5.97,135.187,08:48,8.378,CMFL,1025,65000,E.R. WELD,24,1526.8,2120.6,1522.6,2114.7,0.671,1.138,0.6,1.2,2022,Metal Loss_43810.7,True,43810.659,43809.902,212,7.466666666666667
12160,40.374,0.344,4.849,35.525,43811.558,Metal Loss,External,16.0,0.055,31.0,PITT,20.0,,,,1.1,1.4,7:30,EXT ML,28,N,N,5.97,135.185,08:48,8.168,CMFL,1025,65000,E.R. WELD,24,1538.4,2136.7,1536.4,2133.9,0.666,1.147,0.6,1.2,2022,Metal Loss_43811.6,True,43811.558,43810.801,212,7.5
12160,40.374,0.344,5.476,34.902,43812.182,Metal Loss,External,16.0,0.055,31.0,PITT,20.0,,,,0.8,0.7,7:28,EXT ML,28,N,N,5.97,135.184,08:48,8.378,CMFL,1025,65000,E.R. WELD,24,1542.6,2142.4,1541.4,2140.9,0.665,1.15,0.6,1.2,2022,Metal Loss_43812.2,True,43812.182,43811.425,212,7.466666666666667
12160,40.374,0.344,6.093,34.281,43812.802,Metal Loss,External,16.0,0.055,31.0,PITT,20.0,,,,1.1,1.3,7:33,EXT ML,28,N,N,5.97,135.183,08:48,7.749,CMFL,1025,65000,E.R. WELD,24,1537.4,2135.3,1535.2,2132.2,0.667,1.146,0.6,1.2,2022,Metal Loss_43812.8,True,43812.802,43812.045000000006,212,7.55
12160,40.374,0.344,6.719,33.655,43813.428,Metal Loss,External,13.0,0.044,28.0,PITT,20.0,,,,1.6,1.0,7:25,EXT ML,28,N,N,5.97,135.182,08:48,8.587,CMFL,1025,65000,E.R. WELD,24,1532.3,2128.2,1529.2,2123.9,0.669,1.142,0.6,1.2,2022,Metal Loss_43813.4,True,43813.428,43812.671,212,7.416666666666667
12160,40.374,0.344,7.142,33.232,43813.852,Metal Loss,External,13.0,0.044,28.0,PITT,20.0,,,,1.7,1.1,7:30,EXT ML,28,N,N,5.97,135.181,08:48,8.168,CMFL,1025,65000,E.R. WELD,24,1530.1,2125.1,1526.5,2120.1,0.67,1.141,0.6,1.2,2022,Metal Loss_43813.9,True,43813.852,43813.095,212,7.5
12160,40.374,0.344,7.953,32.421,43814.662,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,1.9,1.3,7:24,EXT ML,28,N,N,5.97,135.179,08:48,8.796,CMFL,1025,65000,E.R. WELD,24,1527.7,2121.8,1523.7,2116.2,0.671,1.139,1.0,1.2,2022,Metal Loss_43814.7,True,43814.662,43813.905,212,7.4
12160,40.374,0.344,8.763,31.614,43815.469,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,1.7,1.8,7:27,EXT ML,28,N,N,5.97,135.178,08:48,8.378,CMFL,1025,65000,E.R. WELD,24,1522.3,2114.3,1516.9,2106.8,0.673,1.135,1.0,1.2,2022,Metal Loss_43815.5,True,43815.469,43814.712,212,7.45
12160,40.374,0.344,9.603,30.771,43816.312,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,1.7,1.7,7:23,EXT ML,28,N,N,5.97,135.176,08:48,8.796,CMFL,1025,65000,E.R. WELD,24,1524.4,2117.3,1519.5,2110.4,0.672,1.136,1.0,1.2,2022,Metal Loss_43816.3,True,43816.312,43815.555,212,7.383333333333334
12160,40.374,0.344,10.354,30.023,43817.06,Metal Loss,External,19.0,0.065,34.0,PITT,20.0,,,,1.0,1.5,7:36,EXT ML,28,N,N,5.97,135.174,08:48,7.54,CMFL,1025,65000,E.R. WELD,24,1537.1,2134.8,1534.7,2131.5,0.667,1.146,0.6,1.2,2022,Metal Loss_43817.1,True,43817.06,43816.303,212,7.6
12160,40.374,0.344,10.768,29.606,43817.477,Metal Loss,External,16.0,0.055,31.0,GENE,20.0,,,,1.3,1.6,7:34,EXT ML,28,N,N,5.97,135.174,08:48,7.749,CMFL,1025,65000,E.R. WELD,24,1534.3,2130.9,1531.4,2127.0,0.668,1.143,1.0,1.2,2022,Metal Loss_43817.5,True,43817.477,43816.72,212,7.566666666666666
12160,40.374,0.344,11.49,28.885,43818.199,Metal Loss,External,22.0,0.076,37.0,PITT,20.0,,,,1.0,1.0,7:59,EXT ML,28,N,N,5.97,135.172,08:48,5.027,CMFL,1025,65000,E.R. WELD,24,1534.6,2131.4,1531.6,2127.2,0.668,1.144,0.6,1.2,2022,Metal Loss_43818.2,True,43818.199,43817.442,212,7.983333333333333
