joint_number,joint_length_ft,wall_thickness_in,dist_to_upstream_gw_ft,dist_to_downstream_gw_ft,distance_ft,feature_type,internal_external,depth_pct,depth_in,od_reduction_pct,od_reduction_in,anomaly_length_in,anomaly_width_in,clock_position,comments,Anomalies per Joint,Tool Velocity [ft/s],elevation_ft,Seam Position (TFI),Tool   (TFI),Seam Anomaly  (TFI),mop_psi,smys_psi,Seam Type,design_pressure_psi,B31G Psafe [PSI],B31G Pburst [PSI],safe_pressure_psi,burst_pressure_psi,Effective Area Psafe [PSI],Effective Area Pburst [PSI],erf,rpr,inspection_year,feature_id,is_anomaly,distance_ft_original,distance_ft_aligned,cluster_id,clock_hours
11580.0,,0.344,-20.0,20.1,41670.82,Metal Loss,External,12.0,0.041,,,0.59,1.14,1:49,Repaired?,,1.0,130.85,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41670.8,True,41670.82,41670.82,110,1.8166666666666667
11580.0,,0.344,-20.1,19.99,41670.93,Metal Loss,External,11.0,0.038,,,0.63,1.18,1:57,Repaired?,,1.0,130.84,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41670.9,True,41670.93,41670.93,110,1.95
11580.0,,0.344,-20.15,19.94,41670.98,Cluster,External,20.0,0.069,,,1.57,3.96,3:14,Repaired?,,1.0,130.84,,,,1160.0,65000.0,,1342.0,1453.37,2017.97,1522.75,2114.3,1525.14,2117.62,0.76,1.82,2015,Cluster_41671.0,True,41670.98,41670.98,110,3.2333333333333334
11580.0,,0.344,-20.27,19.83,41671.09,Metal Loss,External,12.0,0.041,,,0.59,0.87,2:06,Repaired?,,1.0,130.83,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41671.1,True,41671.09,41671.09,110,2.1
11580.0,,0.344,-20.94,19.16,41671.76,Metal Loss,External,12.0,0.041,,,1.53,1.22,3:17,Repaired?,,1.0,130.8,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41671.8,True,41671.76,41671.76,110,3.283333333333333
11580.0,,0.344,-21.42,18.68,41672.24,Metal Loss,External,22.0,0.076,,,0.79,1.3,2:24,Repaired?,,1.0,130.77,,MFL-A/XT,,1160.0,65000.0,,1342.0,1468.86,2039.48,1540.36,2138.76,1540.92,2139.53,0.75,1.84,2015,Metal Loss_41672.2,True,41672.24,41672.24,110,2.4
11580.0,,0.344,-21.48,18.62,41672.3,Metal Loss,External,16.0,0.055,,,0.94,0.83,3:25,Repaired?,,1.0,130.77,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.03,2039.71,,,,,,,2015,Metal Loss_41672.3,True,41672.3,41672.3,110,3.4166666666666665
11580.0,,0.344,-21.72,18.38,41672.54,Metal Loss,External,14.0,0.048,,,0.47,0.59,3:29,Repaired?,,1.0,130.75,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.53,2047.35,,,,,,,2015,Metal Loss_41672.5,True,41672.54,41672.54,110,3.4833333333333334
11580.0,,0.344,-21.77,18.33,41672.59,Metal Loss,External,13.0,0.045,,,0.59,1.02,2:07,Repaired?,,1.0,130.75,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.91,2046.49,,,,,,,2015,Metal Loss_41672.6,True,41672.59,41672.59,110,2.1166666666666667
11580.0,,0.344,-21.86,18.23,41672.69,Metal Loss,External,13.0,0.045,,,0.59,1.1,2:10,Repaired?,,1.0,130.74,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.91,2046.49,,,,,,,2015,Metal Loss_41672.7,True,41672.69,41672.69,110,2.1666666666666665
11580.0,,0.344,-22.08,18.02,41672.9,Metal Loss,External,10.0,0.034,,,0.63,0.59,3:29,Repaired?,,1.0,130.72,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41672.9,True,41672.9,41672.9,110,3.4833333333333334
11580.0,,0.344,-22.2,17.9,41673.02,Cluster,External,40.0,0.138,,,0.83,2.58,3:28,Repaired?,,1.0,130.71,,,,1160.0,65000.0,,1342.0,1459.45,2026.41,1528.83,2122.74,1533.5,2129.23,0.76,1.83,2015,Cluster_41673.0,True,41673.02,41673.02,110,3.466666666666667
11580.0,,0.344,-22.27,17.83,41673.09,Metal Loss,External,11.0,0.038,,,0.51,0.87,2:28,Repaired?,,1.0,130.71,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41673.1,True,41673.09,41673.09,110,2.466666666666667
11580.0,,0.344,-22.35,17.75,41673.17,Metal Loss,External,11.0,0.038,,,0.55,0.87,2:32,Repaired?,,1.0,130.7,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41673.2,True,41673.17,41673.17,110,2.533333333333333
11580.0,,0.344,-22.4,17.7,41673.22,Metal Loss,External,15.0,0.052,,,0.43,0.59,3:31,Repaired?,,1.0,130.7,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.74,2047.64,,,,,,,2015,Metal Loss_41673.2,True,41673.22,41673.22,110,3.5166666666666666
11580.0,,0.344,-22.48,17.62,41673.3,Metal Loss,External,13.0,0.045,,,0.43,0.63,3:27,Repaired?,,1.0,130.69,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.95,2047.93,,,,,,,2015,Metal Loss_41673.3,True,41673.3,41673.3,110,3.45
11580.0,,0.344,-22.49,17.61,41673.31,Metal Loss,External,10.0,0.034,,,1.02,1.34,8:49,Repaired?,,1.0,130.69,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41673.3,True,41673.31,41673.31,110,8.816666666666666
11580.0,,0.344,-22.67,17.43,41673.49,Metal Loss,External,11.0,0.038,,,0.51,0.94,2:25,Repaired?,,1.0,130.68,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41673.5,True,41673.49,41673.49,110,2.4166666666666665
11580.0,,0.344,-22.72,17.38,41673.54,Metal Loss,External,14.0,0.048,,,0.71,0.98,10:11,Repaired?,,1.0,130.68,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.65,2044.73,,,,,,,2015,Metal Loss_41673.5,True,41673.54,41673.54,110,10.183333333333334
11580.0,,0.344,-22.87,17.23,41673.69,Cluster,External,21.0,0.072,,,1.14,3.06,3:29,Repaired?,,1.0,130.67,,,,1160.0,65000.0,,1342.0,1462.45,2030.58,1533.16,2128.75,1533.5,2129.23,0.76,1.84,2015,Cluster_41673.7,True,41673.69,41673.69,110,3.4833333333333334
11580.0,,0.344,-23.08,17.02,41673.9,Cluster,External,33.0,0.114,,,1.1,2.89,3:27,Repaired?,,1.0,130.65,,,,1160.0,65000.0,,1342.0,1454.0,2018.84,1522.88,2114.48,1526.3,2119.22,0.76,1.82,2015,Cluster_41673.9,True,41673.9,41673.9,110,3.45
11580.0,,0.344,-23.1,17.0,41673.92,Metal Loss,External,17.0,0.058,,,0.43,1.26,2:14,Repaired?,,1.0,130.65,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.52,2047.33,,,,,,,2015,Metal Loss_41673.9,True,41673.92,41673.92,110,2.2333333333333334
11580.0,,0.344,-23.25,16.85,41674.07,Metal Loss,External,23.0,0.079,,,0.63,1.02,10:12,Repaired?,,1.0,130.64,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.31,2042.88,1543.09,2142.54,1543.5,2143.11,0.75,1.85,2015,Metal Loss_41674.1,True,41674.07,41674.07,110,10.2
11580.0,,0.344,-23.26,16.84,41674.08,Metal Loss,External,18.0,0.062,,,0.79,1.06,2:18,Repaired?,,1.0,130.64,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.37,2041.57,,,,,,,2015,Metal Loss_41674.1,True,41674.08,41674.08,110,2.3
11580.0,,0.344,-23.31,16.79,41674.14,Metal Loss,External,10.0,0.034,,,0.67,0.67,3:28,Repaired?,,1.0,130.64,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41674.1,True,41674.14,41674.14,110,3.466666666666667
11580.0,,0.344,-23.47,16.63,41674.29,Metal Loss,External,22.0,0.076,,,0.75,2.4,3:29,Repaired?,,1.0,130.62,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.69,2040.62,1541.29,2140.04,1541.78,2140.73,0.75,1.84,2015,Metal Loss_41674.3,True,41674.29,41674.29,110,3.4833333333333334
11580.0,,0.344,-23.48,16.62,41674.3,Metal Loss,External,22.0,0.076,,,0.67,1.06,8:46,Repaired?,,1.0,130.62,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.84,2042.23,1542.58,2141.83,1542.99,2142.4,0.75,1.85,2015,Metal Loss_41674.3,True,41674.3,41674.3,110,8.766666666666667
11580.0,,0.344,-23.54,16.56,41674.36,Metal Loss,External,10.0,0.034,,,1.93,1.69,4:49,Repaired?,,1.0,130.62,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41674.4,True,41674.36,41674.36,110,4.816666666666666
11580.0,,0.344,-23.55,16.55,41674.37,Metal Loss,External,14.0,0.048,,,0.71,1.18,10:12,Repaired?,,1.0,130.62,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.65,2044.73,,,,,,,2015,Metal Loss_41674.4,True,41674.37,41674.37,110,10.2
11580.0,,0.344,-23.72,16.38,41674.54,Metal Loss,External,18.0,0.062,,,0.43,0.79,3:49,Repaired?,,1.0,130.6,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.41,2047.18,,,,,,,2015,Metal Loss_41674.5,True,41674.54,41674.54,110,3.8166666666666664
11580.0,,0.344,-23.8,16.29,41674.63,Metal Loss,External,14.0,0.048,,,0.43,0.59,3:48,Repaired?,,1.0,130.6,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.85,2047.79,,,,,,,2015,Metal Loss_41674.6,True,41674.63,41674.63,110,3.8
11580.0,,0.344,-23.81,16.29,41674.63,Metal Loss,External,39.0,0.134,,,0.79,1.18,2:26,Repaired?,,1.0,130.6,,MFL-A/XT,,1160.0,65000.0,,1342.0,1461.27,2028.94,1531.05,2125.82,1533.47,2129.19,0.76,1.83,2015,Metal Loss_41674.6,True,41674.63,41674.63,110,2.4333333333333336
11580.0,,0.344,-23.81,16.29,41674.63,Metal Loss,External,17.0,0.058,,,0.67,1.5,10:06,Repaired?,,1.0,130.6,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.35,2044.32,,,,,,,2015,Metal Loss_41674.6,True,41674.63,41674.63,110,10.1
11580.0,,0.344,-23.87,16.22,41674.7,Metal Loss,External,29.0,0.1,,,1.53,2.52,3:35,Repaired?,,1.0,130.59,,MFL-A/XT,,1160.0,65000.0,,1342.0,1442.38,2002.71,1509.48,2095.87,1513.55,2101.53,0.77,1.81,2015,Metal Loss_41674.7,True,41674.7,41674.7,110,3.5833333333333335
11580.0,,0.344,-24.01,16.09,41674.83,Metal Loss,External,14.0,0.048,,,0.83,1.22,10:11,Repaired?,,1.0,130.58,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.41,2043.01,,,,,,,2015,Metal Loss_41674.8,True,41674.83,41674.83,110,10.183333333333334
11580.0,,0.344,-24.05,16.05,41674.87,Metal Loss,External,16.0,0.055,,,1.06,0.83,3:06,Repaired?,,1.0,130.58,,MFL-A/XT,,1160.0,65000.0,,1342.0,1467.25,2037.24,,,,,,,2015,Metal Loss_41674.9,True,41674.87,41674.87,110,3.1
11580.0,,0.344,-24.07,16.03,41674.89,Cluster,External,18.0,0.062,,,2.8,2.85,9:23,Repaired?,,1.0,130.58,,,,1160.0,65000.0,,1342.0,1428.36,1983.24,,,,,,,2015,Cluster_41674.9,True,41674.89,41674.89,110,9.383333333333333
11580.0,,0.344,-24.37,15.73,41675.19,Metal Loss,External,10.0,0.034,,,0.47,0.94,10:04,Repaired?,,1.0,130.55,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41675.2,True,41675.19,41675.19,110,10.066666666666666
11580.0,,0.344,-24.4,15.7,41675.22,Cluster,External,50.0,0.172,,,0.97,4.88,1:52,Repaired?,,1.0,130.55,,,,1160.0,65000.0,,1342.0,1444.51,2005.67,1509.6,2096.04,1518.97,2109.05,0.77,1.81,2015,Cluster_41675.2,True,41675.22,41675.22,110,1.8666666666666667
11580.0,,0.344,-24.51,15.59,41675.33,Metal Loss,External,10.0,0.034,,,0.87,1.26,9:51,Repaired?,,1.0,130.54,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41675.3,True,41675.33,41675.33,110,9.85
11580.0,,0.344,-24.52,15.58,41675.34,Metal Loss,External,11.0,0.038,,,1.1,0.59,3:30,Repaired?,,1.0,130.54,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41675.3,True,41675.34,41675.34,110,3.5
11580.0,,0.344,-24.55,15.55,41675.37,Metal Loss,External,17.0,0.058,,,1.1,0.83,3:48,Repaired?,,1.0,130.54,,MFL-A/XT,,1160.0,65000.0,,1342.0,1466.03,2035.54,,,,,,,2015,Metal Loss_41675.4,True,41675.37,41675.37,110,3.8
11580.0,,0.344,-24.64,15.46,41675.46,Metal Loss,External,11.0,0.038,,,0.51,0.94,10:16,Repaired?,,1.0,130.53,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41675.5,True,41675.46,41675.46,110,10.266666666666667
11580.0,,0.344,-24.74,15.36,41675.56,Metal Loss,External,13.0,0.045,,,0.98,1.1,9:48,Repaired?,,1.0,130.52,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.08,2041.17,,,,,,,2015,Metal Loss_41675.6,True,41675.56,41675.56,110,9.8
11580.0,,0.344,-24.82,15.28,41675.64,Metal Loss,External,38.0,0.131,,,0.71,0.98,10:15,Repaired?,,1.0,130.52,,MFL-A/XT,,1160.0,65000.0,,1342.0,1464.55,2033.5,1534.96,2131.25,1536.8,2133.81,0.76,1.84,2015,Metal Loss_41675.6,True,41675.64,41675.64,110,10.25
11580.0,,0.344,-24.98,15.12,41675.8,Metal Loss,External,34.0,0.117,,,0.91,1.3,2:25,Repaired?,,1.0,130.5,,MFL-A/XT,,1160.0,65000.0,,1342.0,1460.33,2027.63,1530.22,2124.67,1532.48,2127.81,0.76,1.83,2015,Metal Loss_41675.8,True,41675.8,41675.8,110,2.4166666666666665
11580.0,,0.344,-25.35,14.75,41676.17,Metal Loss,External,17.0,0.058,,,1.93,3.07,9:43,Repaired?,,1.0,130.48,,MFL-A/XT,,1160.0,65000.0,,1342.0,1449.69,2012.87,,,,,,,2015,Metal Loss_41676.2,True,41676.17,41676.17,110,9.716666666666667
11580.0,,0.344,-25.49,14.61,41676.31,Metal Loss,External,36.0,0.124,,,0.75,1.34,8:30,Repaired?,,1.0,130.46,,MFL-A/XT,,1160.0,65000.0,,1342.0,1464.28,2033.11,1534.72,2130.92,1536.52,2133.42,0.76,1.84,2015,Metal Loss_41676.3,True,41676.31,41676.31,110,8.5
11580.0,,0.344,-25.64,14.46,41676.46,Metal Loss,External,39.0,0.134,,,0.63,1.39,8:35,Repaired?,,1.0,130.45,,MFL-A/XT,,1160.0,65000.0,,1342.0,1466.39,2036.05,1537.06,2134.18,1538.66,2136.39,0.75,1.84,2015,Metal Loss_41676.5,True,41676.46,41676.46,110,8.583333333333334
11580.0,,0.344,-25.96,14.14,41676.78,Metal Loss,External,17.0,0.058,,,0.79,1.34,8:37,Repaired?,,1.0,130.43,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.73,2042.08,,,,,,,2015,Metal Loss_41676.8,True,41676.78,41676.78,110,8.616666666666667
11580.0,,0.344,-26.38,13.72,41677.2,Metal Loss,External,19.0,0.065,,,0.63,1.06,10:17,Repaired?,,1.0,130.39,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.13,2044.02,,,,,,,2015,Metal Loss_41677.2,True,41677.2,41677.2,110,10.283333333333333
11580.0,,0.344,-26.6,13.5,41677.42,Metal Loss,External,20.0,0.069,,,1.5,1.77,9:42,Repaired?,,1.0,130.38,,MFL-A/XT,,1160.0,65000.0,,1342.0,1455.18,2020.48,1524.84,2117.2,1526.07,2118.91,0.76,1.83,2015,Metal Loss_41677.4,True,41677.42,41677.42,110,9.7
11580.0,,0.344,-26.99,13.11,41677.81,Metal Loss,External,12.0,0.041,,,1.81,1.73,10:06,Repaired?,,1.0,130.34,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41677.8,True,41677.81,41677.81,110,10.1
11580.0,,0.344,-27.83,12.27,41678.65,Metal Loss,External,10.0,0.034,,,1.85,2.87,10:07,,,1.0,130.28,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41678.7,True,41678.65,41678.65,110,10.116666666666667
11580.0,,0.344,-28.66,11.44,41679.48,Metal Loss,External,16.0,0.055,,,1.18,1.34,10:13,,,1.0,130.21,,MFL-A/XT,,1160.0,65000.0,,1342.0,1465.54,2034.86,,,,,,,2015,Metal Loss_41679.5,True,41679.48,41679.48,110,10.216666666666667
11580.0,,0.344,-39.03,1.07,41689.85,Metal Loss,External,13.0,0.045,,,0.83,3.39,2:50,,,1.0,129.37,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.78,2043.53,,,,,,,2015,Metal Loss_41689.8,True,41689.85,41689.85,111,2.8333333333333335
11580.0,,0.344,-39.86,0.24,41690.68,Metal Loss,External,13.0,0.045,,,0.83,1.02,3:29,near girth weld,,1.0,129.3,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.78,2043.53,,,,,,,2015,Metal Loss_41690.7,True,41690.68,41690.68,111,3.4833333333333334
11580.0,,0.344,-39.95,0.15,41690.77,Metal Loss,External,11.0,0.038,,,0.43,1.26,2:27,near girth weld,,1.0,129.29,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41690.8,True,41690.77,41690.77,111,2.45
11590.0,,0.344,-0.04,39.94,41690.96,Metal Loss,External,11.0,0.038,,,0.59,0.79,3:55,affecting girth weld,,0.7,129.27,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41691.0,True,41690.96,41690.96,111,3.9166666666666665
11590.0,,0.344,-0.23,39.75,41691.15,Metal Loss,External,15.0,0.052,,,0.79,1.34,4:09,,,0.7,129.26,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.45,2043.07,,,,,,,2015,Metal Loss_41691.2,True,41691.15,41691.15,111,4.15
11590.0,,0.344,-0.23,39.75,41691.15,Metal Loss,External,13.0,0.045,,,1.61,0.71,4:33,,,0.7,129.26,,MFL-A/XT,,1160.0,65000.0,,1342.0,1461.53,2029.3,,,,,,,2015,Metal Loss_41691.2,True,41691.15,41691.15,111,4.55
11590.0,,0.344,-0.83,39.15,41691.75,Metal Loss,External,13.0,0.045,,,1.61,3.62,1:19,,,0.7,129.21,,MFL-A/XT,,1160.0,65000.0,,1342.0,1461.35,2029.04,,,,,,,2015,Metal Loss_41691.8,True,41691.75,41691.75,111,1.3166666666666667
11590.0,,0.344,-0.91,39.07,41691.83,Metal Loss,External,11.0,0.038,,,1.06,3.03,2:29,,,0.7,129.2,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41691.8,True,41691.83,41691.83,111,2.4833333333333334
11590.0,,0.344,-0.94,39.04,41691.86,Cluster,External,23.0,0.079,,,1.73,2.49,3:36,,,0.7,129.2,,,,1160.0,65000.0,,1342.0,1444.85,2006.14,1512.69,2100.33,1518.3,2108.13,0.77,1.81,2015,Cluster_41691.9,True,41691.86,41691.86,111,3.6
11590.0,,0.344,-9.51,30.47,41700.43,Metal Loss,External,14.0,0.048,,,0.59,1.14,10:01,,,0.7,128.56,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.62,2046.09,,,,,,,2015,Metal Loss_41700.4,True,41700.43,41700.43,111,10.016666666666667
11590.0,,0.344,-9.82,30.16,41700.74,Metal Loss,External,13.0,0.045,,,0.94,1.3,9:40,,,0.7,128.54,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.63,2041.93,,,,,,,2015,Metal Loss_41700.7,True,41700.74,41700.74,111,9.666666666666666
11590.0,,0.344,-10.06,29.92,41700.98,Metal Loss,External,11.0,0.038,,,0.83,1.26,1:45,,,0.7,128.53,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41701.0,True,41700.98,41700.98,111,1.75
11590.0,,0.344,-10.08,29.9,41701.0,Metal Loss,External,16.0,0.055,,,0.87,1.18,9:38,,,0.7,128.53,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.18,2041.3,,,,,,,2015,Metal Loss_41701.0,True,41701.0,41701.0,111,9.633333333333333
11590.0,,0.344,-10.43,29.55,41701.36,Metal Loss,External,12.0,0.041,,,1.5,1.3,2:29,,,0.7,128.51,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41701.4,True,41701.36,41701.36,111,2.4833333333333334
11590.0,,0.344,-10.49,29.49,41701.41,Metal Loss,External,16.0,0.055,,,0.47,0.94,2:02,,,0.7,128.51,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.36,2047.11,,,,,,,2015,Metal Loss_41701.4,True,41701.41,41701.41,111,2.033333333333333
11590.0,,0.344,-10.53,29.45,41701.45,Cluster,External,23.0,0.079,,,1.14,3.92,10:12,,,0.7,128.51,,,,1160.0,65000.0,,1342.0,1460.92,2028.46,1531.36,2126.25,1534.97,2131.26,0.76,1.83,2015,Cluster_41701.4,True,41701.45,41701.45,111,10.2
11590.0,,0.344,-10.58,29.4,41701.5,Metal Loss,External,13.0,0.045,,,0.32,0.59,9:42,,,0.7,128.51,,MFL-A/XT,,1160.0,65000.0,,1342.0,1475.54,2048.76,,,,,,,2015,Metal Loss_41701.5,True,41701.5,41701.5,111,9.7
11590.0,,0.344,-10.59,29.39,41701.51,Metal Loss,External,18.0,0.062,,,0.32,1.85,2:38,,,0.7,128.51,,MFL-A/XT,,1160.0,65000.0,,1342.0,1475.26,2048.36,,,,,,,2015,Metal Loss_41701.5,True,41701.51,41701.51,111,2.6333333333333333
11590.0,,0.344,-10.63,29.35,41701.56,Metal Loss,External,10.0,0.034,,,1.46,2.28,8:03,,,0.7,128.5,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41701.6,True,41701.56,41701.56,111,8.05
11590.0,,0.344,-10.81,29.17,41701.73,Cluster,External,25.0,0.086,,,3.32,2.54,8:32,,,0.7,128.5,,,,1160.0,65000.0,,1342.0,1391.79,1932.47,1447.06,2009.2,1466.93,2036.79,0.8,1.73,2015,Cluster_41701.7,True,41701.73,41701.73,111,8.533333333333333
11590.0,,0.344,-10.94,29.04,41701.86,Metal Loss,External,38.0,0.131,,,1.42,2.13,9:41,,,0.7,128.49,,MFL-A/XT,,1160.0,65000.0,,1342.0,1434.25,1991.42,1498.87,2081.14,1505.49,2090.34,0.77,1.79,2015,Metal Loss_41701.9,True,41701.86,41701.86,111,9.683333333333334
11590.0,,0.344,-11.0,28.98,41701.92,Metal Loss,External,12.0,0.041,,,0.55,0.59,8:32,,,0.7,128.49,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41701.9,True,41701.92,41701.92,111,8.533333333333333
11590.0,,0.344,-11.13,28.85,41702.05,Metal Loss,External,11.0,0.038,,,1.34,1.69,2:32,,,0.7,128.48,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41702.1,True,41702.05,41702.05,111,2.533333333333333
11590.0,,0.344,-11.2,28.78,41702.12,Metal Loss,External,12.0,0.041,,,1.65,0.59,8:34,,,0.7,128.48,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41702.1,True,41702.12,41702.12,111,8.566666666666666
11590.0,,0.344,-11.21,28.77,41702.13,Metal Loss,External,10.0,0.034,,,1.14,0.94,8:45,,,0.7,128.48,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41702.1,True,41702.13,41702.13,111,8.75
11590.0,,0.344,-11.45,28.53,41702.37,Metal Loss,External,10.0,0.034,,,1.58,1.69,8:06,,,0.7,128.47,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41702.4,True,41702.37,41702.37,111,8.1
11590.0,,0.344,-11.46,28.52,41702.39,Metal Loss,External,12.0,0.041,,,1.38,0.59,8:32,,,0.7,128.47,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41702.4,True,41702.39,41702.39,111,8.533333333333333
11590.0,,0.344,-11.53,28.45,41702.45,Metal Loss,External,12.0,0.041,,,1.46,0.67,7:32,,,0.7,128.47,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41702.4,True,41702.45,41702.45,111,7.533333333333333
11590.0,,0.344,-11.74,28.24,41702.66,Metal Loss,External,15.0,0.052,,,0.32,0.75,9:17,,,0.7,128.46,,MFL-A/XT,,1160.0,65000.0,,1342.0,1475.43,2048.6,,,,,,,2015,Metal Loss_41702.7,True,41702.66,41702.66,111,9.283333333333333
11590.0,,0.344,-11.78,28.2,41702.7,Metal Loss,External,11.0,0.038,,,0.32,1.26,9:50,,,0.7,128.46,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41702.7,True,41702.7,41702.7,111,9.833333333333334
11590.0,,0.344,-11.8,28.18,41702.72,Metal Loss,External,10.0,0.034,,,0.32,0.98,9:20,,,0.7,128.46,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41702.7,True,41702.72,41702.72,111,9.333333333333334
11590.0,,0.344,-11.82,28.16,41702.74,Metal Loss,External,14.0,0.048,,,0.43,1.89,8:48,,,0.7,128.46,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.85,2047.79,,,,,,,2015,Metal Loss_41702.7,True,41702.74,41702.74,111,8.8
11590.0,,0.344,-11.83,28.15,41702.75,Metal Loss,External,11.0,0.038,,,0.32,0.59,8:32,,,0.7,128.46,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41702.8,True,41702.75,41702.75,111,8.533333333333333
11590.0,,0.344,-11.84,28.14,41702.76,Metal Loss,External,13.0,0.045,,,0.55,1.73,9:47,,,0.7,128.46,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.26,2046.98,,,,,,,2015,Metal Loss_41702.8,True,41702.76,41702.76,111,9.783333333333333
11590.0,,0.344,-11.92,28.06,41702.85,Metal Loss,External,11.0,0.038,,,0.91,0.71,7:46,,,0.7,128.45,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41702.8,True,41702.85,41702.85,111,7.766666666666667
11590.0,,0.344,-11.97,28.01,41702.89,Metal Loss,External,18.0,0.062,,,0.94,1.1,8:51,,,0.7,128.45,,MFL-A/XT,,1160.0,65000.0,,1342.0,1468.21,2038.57,,,,,,,2015,Metal Loss_41702.9,True,41702.89,41702.89,111,8.85
11590.0,,0.344,-12.14,27.84,41703.06,Metal Loss,External,13.0,0.045,,,0.91,1.85,8:47,,,0.7,128.45,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.02,2042.48,,,,,,,2015,Metal Loss_41703.1,True,41703.06,41703.06,111,8.783333333333333
