joint_number,joint_length_ft,wall_thickness_in,dist_to_upstream_gw_ft,dist_to_downstream_gw_ft,distance_ft,feature_type,internal_external,depth_pct,depth_in,od_reduction_pct,od_reduction_in,anomaly_length_in,anomaly_width_in,clock_position,comments,Anomalies per Joint,Tool Velocity [ft/s],elevation_ft,Seam Position (TFI),Tool   (TFI),Seam Anomaly  (TFI),mop_psi,smys_psi,Seam Type,design_pressure_psi,B31G Psafe [PSI],B31G Pburst [PSI],safe_pressure_psi,burst_pressure_psi,Effective Area Psafe [PSI],Effective Area Pburst [PSI],erf,rpr,inspection_year,feature_id,is_anomaly,distance_ft_original,distance_ft_aligned
11540.0,,0.344,-18.23,21.86,41508.82,Metal Loss,External,16.0,0.055,,,0.71,1.42,6:42,,,1.0,133.82,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.08,2043.95,,,,,,,2015,Metal Loss_41508.8,True,41508.82,41508.82
11540.0,,0.344,-18.28,21.81,41508.88,Metal Loss,External,21.0,0.072,,,0.98,1.53,5:18,,,1.0,133.81,,MFL-A/XT,,1160.0,65000.0,,1342.0,1465.74,2035.14,1536.87,2133.91,1537.58,2134.89,0.75,1.84,2015,Metal Loss_41508.9,True,41508.88,41508.88
11540.0,,0.344,-18.46,21.63,41509.06,Metal Loss,External,15.0,0.052,,,1.89,2.21,6:27,,,1.0,133.79,,MFL-A/XT,,1160.0,65000.0,,1342.0,1453.78,2018.54,,,,,,,2015,Metal Loss_41509.1,True,41509.06,41509.06
11540.0,,0.344,-18.66,21.43,41509.26,Metal Loss,External,31.0,0.107,,,0.83,1.42,5:16,,,1.0,133.76,,MFL-A/XT,,1160.0,65000.0,,1342.0,1464.13,2032.91,1534.75,2130.96,1536.32,2133.14,0.76,1.84,2015,Metal Loss_41509.3,True,41509.26,41509.26
11540.0,,0.344,-19.06,21.02,41509.66,Metal Loss,External,16.0,0.055,,,1.06,1.26,6:48,,,1.0,133.7,,MFL-A/XT,,1160.0,65000.0,,1342.0,1467.25,2037.24,,,,,,,2015,Metal Loss_41509.7,True,41509.66,41509.66
11540.0,,0.344,-19.19,20.9,41509.79,Metal Loss,External,29.0,0.1,,,0.71,1.34,5:09,,,1.0,133.69,,MFL-A/XT,,1160.0,65000.0,,1342.0,1467.68,2037.84,1538.88,2136.7,1539.91,2138.12,0.75,1.84,2015,Metal Loss_41509.8,True,41509.79,41509.79
11540.0,,0.344,-19.33,20.76,41509.93,Metal Loss,External,15.0,0.052,,,0.75,1.42,6:42,,,1.0,133.67,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.85,2043.63,,,,,,,2015,Metal Loss_41509.9,True,41509.93,41509.93
11540.0,,0.344,-19.38,20.71,41509.97,Metal Loss,External,13.0,0.045,,,1.26,0.98,6:11,,,1.0,133.66,,MFL-A/XT,,1160.0,65000.0,,1342.0,1466.59,2036.32,,,,,,,2015,Metal Loss_41510.0,True,41509.97,41509.97
11540.0,,0.344,-19.42,20.67,41510.01,Metal Loss,External,11.0,0.038,,,0.59,0.91,7:20,,,1.0,133.65,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41510.0,True,41510.01,41510.01
11540.0,,0.344,-19.45,20.64,41510.05,Metal Loss,External,11.0,0.038,,,0.59,1.18,4:49,,,1.0,133.65,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41510.1,True,41510.05,41510.05
11540.0,,0.344,-19.58,20.51,41510.17,Metal Loss,External,21.0,0.072,,,0.63,1.1,7:16,,,1.0,133.63,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.64,2043.33,1543.48,2143.08,1543.79,2143.51,0.75,1.85,2015,Metal Loss_41510.2,True,41510.17,41510.17
11540.0,,0.344,-19.73,20.36,41510.32,Metal Loss,External,15.0,0.052,,,0.75,1.18,4:52,,,1.0,133.61,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.85,2043.63,,,,,,,2015,Metal Loss_41510.3,True,41510.32,41510.32
11540.0,,0.344,-19.87,20.21,41510.47,Metal Loss,External,16.0,0.055,,,0.51,0.98,4:52,,,1.0,133.59,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.97,2046.57,,,,,,,2015,Metal Loss_41510.5,True,41510.47,41510.47
11540.0,,0.344,-20.06,20.03,41510.65,Metal Loss,External,18.0,0.062,,,0.94,1.22,5:03,,,1.0,133.57,,MFL-A/XT,,1160.0,65000.0,,1342.0,1468.01,2038.3,,,,,,,2015,Metal Loss_41510.7,True,41510.65,41510.65
11540.0,,0.344,-20.25,19.83,41510.85,Metal Loss,External,35.0,0.12,,,1.1,1.18,5:03,,,1.0,133.54,,MFL-A/XT,,1160.0,65000.0,,1342.0,1452.21,2016.35,1520.63,2111.36,1524.15,2116.25,0.76,1.82,2015,Metal Loss_41510.8,True,41510.85,41510.85
11540.0,,0.344,-20.26,19.83,41510.86,Metal Loss,External,15.0,0.052,,,0.87,1.34,6:48,,,1.0,133.54,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.59,2041.88,,,,,,,2015,Metal Loss_41510.9,True,41510.86,41510.86
11540.0,,0.344,-20.58,19.51,41511.18,Metal Loss,External,11.0,0.038,,,0.47,0.71,7:24,,,1.0,133.49,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41511.2,True,41511.18,41511.18
11540.0,,0.344,-20.6,19.49,41511.19,Metal Loss,External,25.0,0.086,,,0.67,1.77,4:35,,,1.0,133.49,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.97,2041.02,1541.56,2140.41,1542.17,2141.26,0.75,1.85,2015,Metal Loss_41511.2,True,41511.19,41511.19
11540.0,,0.344,-20.68,19.4,41511.28,Metal Loss,External,15.0,0.052,,,0.55,0.94,7:21,,,1.0,133.48,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.83,2046.38,,,,,,,2015,Metal Loss_41511.3,True,41511.28,41511.28
11540.0,,0.344,-20.74,19.35,41511.33,Metal Loss,External,41.0,0.141,,,0.75,1.34,4:45,,,1.0,133.47,,MFL-A/XT,,1160.0,65000.0,,1342.0,1461.58,2029.37,1531.29,2126.16,1533.78,2129.61,0.76,1.83,2015,Metal Loss_41511.3,True,41511.33,41511.33
11540.0,,0.344,-20.8,19.28,41511.4,Metal Loss,External,13.0,0.045,,,0.55,0.87,7:21,,,1.0,133.46,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.18,2046.86,,,,,,,2015,Metal Loss_41511.4,True,41511.4,41511.4
11540.0,,0.344,-20.97,19.11,41511.57,Metal Loss,External,19.0,0.065,,,0.71,1.38,7:17,,,1.0,133.44,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.2,2042.72,,,,,,,2015,Metal Loss_41511.6,True,41511.57,41511.57
11540.0,,0.344,-21.0,19.09,41511.6,Metal Loss,External,14.0,0.048,,,1.18,1.22,4:56,,,1.0,133.44,,MFL-A/XT,,1160.0,65000.0,,1342.0,1466.83,2036.65,,,,,,,2015,Metal Loss_41511.6,True,41511.6,41511.6
11540.0,,0.344,-21.21,18.88,41511.81,Metal Loss,External,16.0,0.055,,,1.3,2.36,6:58,,,1.0,133.41,,MFL-A/XT,,1160.0,65000.0,,1342.0,1463.51,2032.05,,,,,,,2015,Metal Loss_41511.8,True,41511.81,41511.81
11540.0,,0.344,-21.47,18.62,41512.07,Metal Loss,External,32.0,0.11,,,0.98,1.38,7:12,,,1.0,133.37,,MFL-A/XT,,1160.0,65000.0,,1342.0,1458.85,2025.58,1528.6,2122.43,1530.93,2125.66,0.76,1.83,2015,Metal Loss_41512.1,True,41512.07,41512.07
11540.0,,0.344,-21.56,18.52,41512.16,Metal Loss,External,14.0,0.048,,,0.63,2.56,6:33,,,1.0,133.36,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.31,2045.66,,,,,,,2015,Metal Loss_41512.2,True,41512.16,41512.16
11540.0,,0.344,-21.64,18.44,41512.24,Metal Loss,External,27.0,0.093,,,0.75,0.71,7:14,,,1.0,133.35,,MFL-A/XT,,1160.0,65000.0,,1342.0,1467.63,2037.77,1538.88,2136.69,1539.82,2138.0,0.75,1.84,2015,Metal Loss_41512.2,True,41512.24,41512.24
11540.0,,0.344,-21.67,18.42,41512.26,Metal Loss,External,13.0,0.045,,,0.51,0.87,4:33,,,1.0,133.34,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.51,2047.32,,,,,,,2015,Metal Loss_41512.3,True,41512.26,41512.26
11540.0,,0.344,-21.78,18.31,41512.37,Metal Loss,External,11.0,0.038,,,1.14,1.26,5:22,,,1.0,133.33,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41512.4,True,41512.37,41512.37
11540.0,,0.344,-21.82,18.27,41512.42,Metal Loss,External,10.0,0.034,,,0.35,0.59,6:57,,,1.0,133.32,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41512.4,True,41512.42,41512.42
11540.0,,0.344,-21.84,18.24,41512.44,Metal Loss,External,26.0,0.089,,,0.67,0.94,4:57,,,1.0,133.32,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.89,2040.91,1541.45,2140.27,1542.11,2141.18,0.75,1.85,2015,Metal Loss_41512.4,True,41512.44,41512.44
11540.0,,0.344,-21.87,18.22,41512.46,Metal Loss,External,34.0,0.117,,,0.98,1.97,7:12,,,1.0,133.31,,MFL-A/XT,,1160.0,65000.0,,1342.0,1457.47,2023.66,1526.88,2120.03,1529.55,2123.74,0.76,1.83,2015,Metal Loss_41512.5,True,41512.46,41512.46
11540.0,,0.344,-21.9,18.18,41512.5,Cluster,External,22.0,0.076,,,2.68,2.33,6:44,,,1.0,133.31,,,,1160.0,65000.0,,1342.0,1419.64,1971.14,1482.12,2057.89,1484.6,2061.34,0.78,1.77,2015,Cluster_41512.5,True,41512.5,41512.5
11540.0,,0.344,-22.14,17.95,41512.74,Metal Loss,External,30.0,0.103,,,1.42,2.44,4:31,,,1.0,133.28,,MFL-A/XT,,1160.0,65000.0,,1342.0,1445.5,2007.04,1513.1,2100.9,1516.94,2106.24,0.77,1.81,2015,Metal Loss_41512.7,True,41512.74,41512.74
11540.0,,0.344,-22.41,17.68,41513.01,Metal Loss,External,11.0,0.038,,,1.14,2.24,4:46,,,1.0,133.24,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41513.0,True,41513.01,41513.01
11540.0,,0.344,-22.42,17.67,41513.01,Cluster,External,26.0,0.089,,,0.9,3.27,6:29,,,1.0,133.24,,,,1160.0,65000.0,,1342.0,1464.68,2033.67,1535.55,2132.07,1537.72,2135.09,0.76,1.84,2015,Cluster_41513.0,True,41513.01,41513.01
11540.0,,0.344,-22.44,17.65,41513.04,Metal Loss,External,11.0,0.038,,,0.67,0.75,5:41,,,1.0,133.23,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41513.0,True,41513.04,41513.04
11540.0,,0.344,-22.44,17.64,41513.04,Metal Loss,External,25.0,0.086,,,1.1,0.59,5:25,,,1.0,133.23,,MFL-A/XT,,1160.0,65000.0,,1342.0,1460.34,2027.65,1530.63,2125.24,1532.19,2127.41,0.76,1.83,2015,Metal Loss_41513.0,True,41513.04,41513.04
11540.0,,0.344,-22.5,17.59,41513.1,Metal Loss,External,11.0,0.038,,,0.35,0.67,5:41,,,1.0,133.23,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41513.1,True,41513.1,41513.1
11540.0,,0.344,-22.5,17.59,41513.1,Metal Loss,External,12.0,0.041,,,0.43,0.63,4:57,,,1.0,133.23,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41513.1,True,41513.1,41513.1
11540.0,,0.344,-39.91,0.18,41530.5,Metal Loss,External,15.0,0.052,,,0.32,0.83,2:31,near girth weld,,1.0,130.91,,MFL-A/XT,,1160.0,65000.0,,1342.0,1475.37,2048.52,,,,,,,2015,Metal Loss_41530.5,True,41530.5,41530.5
11550.0,40.08,0.344,,,41530.68,Girth Weld,,,,,,,,nan,,37.0,0.7,130.89,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_41530.7,False,41530.68,41530.68
11550.0,,0.344,-0.8,39.28,41531.48,Metal Loss,External,11.0,0.038,,,1.58,1.46,9:21,,,0.7,130.79,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41531.5,True,41531.48,41531.48
11550.0,,0.344,-0.83,39.24,41531.52,Metal Loss,External,11.0,0.038,,,0.79,1.53,09:00,,,0.7,130.79,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41531.5,True,41531.52,41531.52
11550.0,,0.344,-0.84,39.24,41531.52,Metal Loss,External,12.0,0.041,,,0.59,2.84,1:21,,,0.7,130.79,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41531.5,True,41531.52,41531.52
11550.0,,0.344,-0.84,39.23,41531.53,Metal Loss,External,10.0,0.034,,,0.98,1.58,5:49,,,0.7,130.78,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41531.5,True,41531.53,41531.53
11550.0,,0.344,-0.85,39.23,41531.53,Metal Loss,External,11.0,0.038,,,0.59,1.18,3:12,,,0.7,130.78,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41531.5,True,41531.53,41531.53
11550.0,,0.344,-0.85,39.23,41531.53,Metal Loss,External,23.0,0.079,,,0.83,2.09,10:25,,,0.7,130.78,,MFL-A/XT,,1160.0,65000.0,,1342.0,1468.02,2038.3,1539.4,2137.42,1540.09,2138.37,0.75,1.84,2015,Metal Loss_41531.5,True,41531.53,41531.53
11550.0,,0.344,-0.85,39.22,41531.54,Metal Loss,External,13.0,0.045,,,1.06,2.4,4:56,,,0.7,130.78,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.08,2039.78,,,,,,,2015,Metal Loss_41531.5,True,41531.54,41531.54
11550.0,,0.344,-1.0,39.07,41531.69,Metal Loss,External,11.0,0.038,,,0.71,1.26,9:15,,,0.7,130.77,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41531.7,True,41531.69,41531.69
11550.0,,0.344,-1.03,39.05,41531.71,Metal Loss,External,17.0,0.058,,,1.1,0.63,5:34,,,0.7,130.76,,MFL-A/XT,,1160.0,65000.0,,1342.0,1466.03,2035.54,,,,,,,2015,Metal Loss_41531.7,True,41531.71,41531.71
11550.0,,0.344,-1.03,39.04,41531.71,Metal Loss,External,12.0,0.041,,,0.87,2.21,5:49,,,0.7,130.76,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41531.7,True,41531.71,41531.71
11550.0,,0.344,-7.96,32.11,41538.65,Metal Loss,External,21.0,0.072,,,0.63,1.02,7:17,,,0.7,129.93,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.64,2043.33,1543.48,2143.08,1543.79,2143.51,0.75,1.85,2015,Metal Loss_41538.7,True,41538.65,41538.65
11550.0,,0.344,-8.47,31.61,41539.15,Metal Loss,External,11.0,0.038,,,2.21,1.65,6:58,,,0.7,129.87,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41539.2,True,41539.15,41539.15
11550.0,,0.344,-20.25,19.83,41550.93,Metal Loss,External,15.0,0.052,,,0.47,0.94,9:52,,,0.7,128.53,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.4,2047.17,,,,,,,2015,Metal Loss_41550.9,True,41550.93,41550.93
11550.0,,0.344,-20.38,19.7,41551.06,Metal Loss,External,11.0,0.038,,,1.85,1.53,9:33,,,0.7,128.52,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41551.1,True,41551.06,41551.06
11550.0,,0.344,-20.58,19.5,41551.26,Metal Loss,External,14.0,0.048,,,0.63,1.02,10:14,,,0.7,128.5,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.31,2045.66,,,,,,,2015,Metal Loss_41551.3,True,41551.26,41551.26
11550.0,,0.344,-20.79,19.28,41551.48,Metal Loss,External,14.0,0.048,,,0.63,1.58,10:53,,,0.7,128.48,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.42,2045.8,,,,,,,2015,Metal Loss_41551.5,True,41551.48,41551.48
11550.0,,0.344,-20.91,19.16,41551.6,Metal Loss,External,13.0,0.045,,,0.75,1.3,10:08,,,0.7,128.47,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.48,2044.51,,,,,,,2015,Metal Loss_41551.6,True,41551.6,41551.6
11550.0,,0.344,-21.12,18.96,41551.8,Metal Loss,External,13.0,0.045,,,0.91,1.14,10:18,,,0.7,128.46,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.02,2042.48,,,,,,,2015,Metal Loss_41551.8,True,41551.8,41551.8
11550.0,,0.344,-21.27,18.81,41551.95,Metal Loss,External,16.0,0.055,,,2.17,2.87,12:57,,,0.7,128.44,,MFL-A/XT,,1160.0,65000.0,,1342.0,1446.81,2008.86,,,,,,,2015,Metal Loss_41551.9,True,41551.95,41551.95
11550.0,,0.344,-21.29,18.79,41551.97,Cluster,External,26.0,0.089,,,1.48,5.66,11:38,,,0.7,128.44,,,,1160.0,65000.0,,1342.0,1449.08,2012.01,1517.54,2107.07,1522.5,2113.96,0.76,1.82,2015,Cluster_41552.0,True,41551.97,41551.97
11550.0,,0.344,-21.29,18.79,41551.97,Metal Loss,External,11.0,0.038,,,1.1,0.83,10:13,,,0.7,128.44,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41552.0,True,41551.97,41551.97
11550.0,,0.344,-21.29,18.78,41551.98,Metal Loss,External,12.0,0.041,,,1.85,1.26,1:50,,,0.7,128.44,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41552.0,True,41551.98,41551.98
11550.0,,0.344,-21.97,18.1,41552.66,Metal Loss,External,10.0,0.034,,,1.38,2.32,11:57,,,0.7,128.39,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41552.7,True,41552.66,41552.66
11550.0,,0.344,-22.04,18.03,41552.72,Metal Loss,External,12.0,0.041,,,1.34,3.19,12:54,,,0.7,128.38,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41552.7,True,41552.72,41552.72
11550.0,,0.344,-22.53,17.55,41553.21,Metal Loss,External,10.0,0.034,,,1.26,2.28,12:35,,,0.7,128.35,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41553.2,True,41553.21,41553.21
11550.0,,0.344,-22.56,17.51,41553.25,Metal Loss,External,14.0,0.048,,,0.91,2.72,1:22,,,0.7,128.34,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.45,2041.68,,,,,,,2015,Metal Loss_41553.2,True,41553.25,41553.25
11550.0,,0.344,-29.86,10.21,41560.55,Metal Loss,External,12.0,0.041,,,1.85,0.59,2:34,,,0.7,127.79,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41560.6,True,41560.55,41560.55
11550.0,,0.344,-31.75,8.33,41562.43,Metal Loss,External,10.0,0.034,,,1.93,0.91,2:26,,,0.7,127.68,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41562.4,True,41562.43,41562.43
11550.0,,0.344,-31.75,8.32,41562.44,Metal Loss,External,11.0,0.038,,,0.67,1.34,2:02,,,0.7,127.68,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41562.4,True,41562.44,41562.44
11550.0,,0.344,-32.69,7.39,41563.37,Metal Loss,External,10.0,0.034,,,0.79,1.26,2:22,,,0.7,127.64,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41563.4,True,41563.37,41563.37
11550.0,,0.344,-34.32,5.75,41565.01,Metal Loss,External,11.0,0.038,,,1.42,1.97,7:27,,,0.7,127.58,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41565.0,True,41565.01,41565.01
11550.0,,0.344,-34.62,5.46,41565.3,Metal Loss,External,10.0,0.034,,,1.18,1.5,7:40,,,0.7,127.57,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41565.3,True,41565.3,41565.3
11550.0,,0.344,-34.94,5.14,41565.62,Metal Loss,External,14.0,0.048,,,1.18,1.53,7:20,,,0.7,127.56,,MFL-A/XT,,1160.0,65000.0,,1342.0,1467.0,2036.89,,,,,,,2015,Metal Loss_41565.6,True,41565.62,41565.62
11550.0,,0.344,-35.57,4.5,41566.26,Metal Loss,External,11.0,0.038,,,0.51,0.75,7:49,,,0.7,127.55,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41566.3,True,41566.26,41566.26
11550.0,,0.344,-35.66,4.42,41566.34,Cluster,External,17.0,0.058,,,1.68,2.12,7:51,,,0.7,127.54,,,,1160.0,65000.0,,1342.0,1454.76,2019.89,,,,,,,2015,Cluster_41566.3,True,41566.34,41566.34
11550.0,,0.344,-38.87,1.21,41569.55,Metal Loss,External,11.0,0.038,,,1.42,1.73,9:29,,,0.7,127.54,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41569.6,True,41569.55,41569.55
11550.0,,0.344,-38.94,1.14,41569.62,Metal Loss,External,10.0,0.034,,,0.79,1.73,11:03,,,0.7,127.54,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41569.6,True,41569.62,41569.62
11560.0,40.07,0.344,,,41570.76,Girth Weld,,,,,,,,nan,,7.0,1.0,127.56,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_41570.8,False,41570.76,41570.76
11560.0,,0.344,-0.02,40.05,41570.78,Metal Loss,External,15.0,0.052,,,0.71,1.77,7:45,affecting girth weld,,1.0,127.56,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.37,2044.34,,,,,,,2015,Metal Loss_41570.8,True,41570.78,41570.78
11560.0,,0.344,-0.62,39.45,41571.38,Metal Loss,External,11.0,0.038,,,0.94,1.53,7:34,,,1.0,127.57,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41571.4,True,41571.38,41571.38
11560.0,,0.344,-0.62,39.44,41571.38,Metal Loss,External,10.0,0.034,,,0.55,1.3,8:02,,,1.0,127.57,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41571.4,True,41571.38,41571.38
11560.0,,0.344,-0.92,39.15,41571.68,Metal Loss,External,29.0,0.1,,,0.83,1.1,8:06,,,1.0,127.57,,MFL-A/XT,,1160.0,65000.0,,1342.0,1465.09,2034.24,1535.92,2132.59,1537.26,2134.44,0.76,1.84,2015,Metal Loss_41571.7,True,41571.68,41571.68
11560.0,,0.344,-1.25,38.82,41572.01,Metal Loss,External,10.0,0.034,,,0.43,0.75,7:57,,,1.0,127.58,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41572.0,True,41572.01,41572.01
11560.0,,,,,41609.33,Attachment,,,,,,,,06:00,Repair Marker,,,128.77,,,,,,,,,,,,,,,,2015,Attachment_41609.3,False,41609.33,41609.33
11560.0,,,,,41609.4,Area Start Composite Wrap,,,,,,,,nan,Repair Marker @12:00 2012 Dig #26,,,128.78,,,,,,,,,,,,,,,,2015,Area Start Composite Wrap_41609.4,False,41609.4,41609.4
11560.0,,0.344,-39.09,0.97,41609.85,Metal Loss,External,53.0,0.182,,,0.55,1.38,7:48,Repaired?,,1.0,128.8,,MFL-A/XT,,1160.0,65000.0,,1342.0,1464.64,2033.62,1534.2,2130.2,1536.75,2133.74,0.76,1.84,2015,Metal Loss_41609.8,True,41609.85,41609.85
11560.0,,0.344,-39.11,0.95,41609.87,Metal Loss,External,21.0,0.072,,,0.55,1.1,8:49,Repaired?,,1.0,128.8,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.74,2044.86,1544.7,2144.77,1544.93,2145.1,0.75,1.85,2015,Metal Loss_41609.9,True,41609.87,41609.87
11560.0,,,,,41610.63,Area End Composite Wrap,,,,,,,,nan,Repair Marker @12:00 2012 Dig #26,,,128.83,,,,,,,,,,,,,,,,2015,Area End Composite Wrap_41610.6,False,41610.63,41610.63
11570.0,40.0,0.344,,,41610.83,Girth Weld,,,,,,,,nan,,11.0,0.7,128.84,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_41610.8,False,41610.83,41610.83
11570.0,,0.344,-0.82,39.18,41611.64,Metal Loss,External,19.0,0.065,,,2.17,1.26,10:11,Recoat,,0.7,128.88,,MFL-A/XT,,1160.0,65000.0,,1342.0,1440.65,2000.3,,,,,,,2015,Metal Loss_41611.6,True,41611.64,41611.64
11570.0,,0.344,-0.86,39.14,41611.68,Cluster,External,30.0,0.103,,,1.92,3.27,9:15,Recoat,,0.7,128.88,,,,1160.0,65000.0,,1342.0,1425.35,1979.06,1488.96,2067.38,1503.52,2087.6,0.78,1.78,2015,Cluster_41611.7,True,41611.68,41611.68
11570.0,,0.344,-0.86,39.13,41611.69,Metal Loss,External,11.0,0.038,,,1.53,2.01,8:30,Recoat,,0.7,128.88,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41611.7,True,41611.69,41611.69
11570.0,,0.344,-0.87,39.12,41611.7,Metal Loss,External,13.0,0.045,,,1.93,1.38,7:57,Recoat,,0.7,128.89,,MFL-A/XT,,1160.0,65000.0,,1342.0,1456.62,2022.49,,,,,,,2015,Metal Loss_41611.7,True,41611.7,41611.7
11570.0,,0.344,-0.89,39.11,41611.71,Metal Loss,External,19.0,0.065,,,0.71,1.85,7:10,Recoat,,0.7,128.89,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.2,2042.72,,,,,,,2015,Metal Loss_41611.7,True,41611.71,41611.71
11570.0,,0.344,-0.89,39.1,41611.72,Metal Loss,External,11.0,0.038,,,1.65,2.79,6:19,Recoat,,0.7,128.89,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41611.7,True,41611.72,41611.72
11570.0,,,,,41612.4,Attachment,,,,,,,,06:00,Repair Marker,,,128.92,,,,,,,,,,,,,,,,2015,Attachment_41612.4,False,41612.4,41612.4
11570.0,,0.344,-30.86,9.14,41641.68,Metal Loss,External,15.0,0.052,,,1.58,2.21,6:38,,,0.7,130.49,,MFL-A/XT,,1160.0,65000.0,,1342.0,1459.69,2026.75,,,,,,,2015,Metal Loss_41641.7,True,41641.68,41641.68
11570.0,,0.344,-31.81,8.18,41642.64,Metal Loss,External,10.0,0.034,,,1.1,1.18,4:28,,,0.7,130.54,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_41642.6,True,41642.64,41642.64
11570.0,,0.344,-34.85,5.15,41645.67,Metal Loss,External,25.0,0.086,,,0.67,1.5,10:30,,,0.7,130.67,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.97,2041.02,1541.56,2140.41,1542.17,2141.26,0.75,1.85,2015,Metal Loss_41645.7,True,41645.67,41645.67
