joint_number,joint_length_ft,wall_thickness_in,dist_to_upstream_gw_ft,dist_to_downstream_gw_ft,distance_ft,feature_type,internal_external,depth_pct,depth_in,Metal Loss Depth + Tolerance[%],Dimension Classification,Metal Loss Depth Tolerance [%] (includes seamless and HAZ and modified specs),Dent Depth[%],Dent Depth[in],Is any part of the dent affecting the top of the pipe? [Y/N],anomaly_length_in,anomaly_width_in,clock_position,comments,Anomalies per Joint,Was anomaly sizing reviewed by analyst? [Y/N],Was anomaly sizing/dimensions manually changed? [Y/N],Magnetization Level [kA/m] for MFL survey or Actual WT [in] for UT Survey,elevation_ft,Seam Position[hh:mm],Distance To Seam Weld [in],Tool,design_pressure_psi,smys_psi,Pipe Type,Pipe Diameter (O.D.)[in.],safe_pressure_psi,burst_pressure_psi,Effective Area Psafe [PSI],Effective Area Pburst [PSI],erf,rpr,Length Tolerance [in],Width Tolerance [in],inspection_year,feature_id,is_anomaly,distance_ft_original,distance_ft_aligned
13080,40.069,0.344,,,47200.269,Field Bend,,,,,,,,,,,,nan,BEND-COLD OVER,0,,,5.97,166.221,07:40,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Field Bend_47200.3,False,47200.269,47199.512
13090,40.43,0.344,,,47225.233,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,164.62,09:28,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_47225.2,False,47225.233,47224.476
13090,40.43,0.344,,,47235.574,Field Bend,,,,,,,,,,,,nan,BEND-COLD OVER,0,,,5.97,162.697,09:28,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Field Bend_47235.6,False,47235.574,47234.817
13100,40.085,0.344,,,47265.663,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,155.93,03:52,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_47265.7,False,47265.663,47264.906
13100,40.085,0.344,,,47298.632,Start Repair Marker,,,,,,,,,,,,nan,REPAIR MARKER START,0,,,5.97,145.723,03:52,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Start Repair Marker_47298.6,False,47298.632,47297.875
13100,40.085,0.344,,,47299.035,Start Sleeve,,,,,,,,,,,,nan,2012 DIG 33 SLEEVE START,0,,,5.97,145.594,03:52,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Start Sleeve_47299.0,False,47299.035,47298.278000000006
13100,40.085,0.344,34.501,5.584,47300.164,Dent,,,,,,,1.0,0.24,N,2.66,15.36,5:30,DENT-1.0%OD (0.24IN) (REPAIRED),0,N,N,5.97,145.238,03:52,10.263,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Dent_47300.2,False,47300.164,47299.407
13100,40.085,0.344,,,47300.981,End Sleeve,,,,,,,,,,,,nan,2012 DIG 33 SLEEVE END,0,,,5.97,144.979,03:52,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,End Sleeve_47301.0,False,47300.981,47300.224
13100,40.085,0.344,,,47301.683,End Repair Marker,,,,,,,,,,,,nan,REPAIR MARKER END,0,,,5.97,144.757,03:52,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,End Repair Marker_47301.7,False,47301.683,47300.926
13110,34.163,0.344,,,47305.748,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,18,,,5.97,143.47,02:32,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_47305.7,False,47305.748,47304.991
13110,34.163,0.344,0.42,33.747,47306.165,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,5.6,3.7,4:44,EXT ML,18,N,N,5.97,143.338,02:32,14.661,CMFL,1025,65000,E.R. WELD,24,1463.0,2031.9,1456.5,2023.0,0.701,1.092,1.0,1.2,2022,Metal Loss_47306.2,True,47306.165,47305.408
13110,34.163,0.344,1.614,32.549,47307.362,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,7.4,3.8,7:26,EXT ML,18,N,N,5.97,142.959,02:32,29.74,CMFL,1025,65000,E.R. WELD,24,1464.8,2034.4,1467.0,2037.5,0.7,1.092,1.0,1.2,2022,Metal Loss_47307.4,True,47307.362,47306.605
13110,34.163,0.344,1.775,32.392,47307.52,Metal Loss,External,15.0,0.052,30.0,PITT,20.0,,,,0.6,1.0,4:46,EXT ML,18,N,N,5.97,142.909,02:32,14.032,CMFL,1025,65000,E.R. WELD,24,1545.4,2146.3,1544.8,2145.6,0.663,1.152,0.6,1.2,2022,Metal Loss_47307.5,True,47307.52,47306.763
13110,34.163,0.344,2.467,31.696,47308.215,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,2.3,1.3,6:51,EXT ML,18,N,N,5.97,142.689,02:32,27.227,CMFL,1025,65000,E.R. WELD,24,1525.1,2118.2,1520.7,2112.0,0.672,1.136,1.0,1.2,2022,Metal Loss_47308.2,True,47308.215,47307.458
13110,34.163,0.344,2.799,31.368,47308.543,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,1.2,2.3,4:52,EXT ML,18,N,N,5.97,142.597,02:32,14.661,CMFL,1025,65000,E.R. WELD,24,1538.0,2136.1,1535.9,2133.2,0.667,1.146,1.0,1.2,2022,Metal Loss_47308.5,True,47308.543,47307.786
13110,34.163,0.344,2.936,31.227,47308.684,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,5.7,1.5,7:26,EXT ML,18,N,N,5.97,142.559,02:32,30.788,CMFL,1025,65000,E.R. WELD,24,1471.5,2043.7,1487.1,2065.4,0.697,1.097,1.0,1.2,2022,Metal Loss_47308.7,True,47308.684,47307.927
13110,34.163,0.344,4.465,29.698,47310.213,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,41.7,7.2,7:26,EXT ML,18,N,N,5.97,142.138,02:32,29.95,CMFL,1025,65000,E.R. WELD,24,1364.6,1895.3,1395.5,1938.1,0.751,1.02,1.0,1.2,2022,Metal Loss_47310.2,True,47310.213,47309.456000000006
13110,34.163,0.344,6.808,27.359,47312.552,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,2.4,2.1,1:46,EXT ML,18,N,N,5.97,141.493,02:32,4.817,CMFL,1025,65000,E.R. WELD,24,1518.4,2108.8,1512.5,2100.7,0.675,1.131,1.0,1.2,2022,Metal Loss_47312.6,True,47312.552,47311.795000000006
13110,34.163,0.344,7.526,26.64,47313.271,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,2.9,2.1,9:19,EXT ML,18,N,N,5.97,141.295,02:32,32.673,CMFL,1025,65000,E.R. WELD,24,1492.2,2072.5,1480.9,2056.8,0.687,1.113,1.0,1.2,2022,Metal Loss_47313.3,True,47313.271,47312.514
13110,34.163,0.344,8.248,25.915,47313.996,Metal Loss,External,31.0,0.106,46.0,GENE,20.0,,,,26.7,6.1,9:27,EXT ML,18,N,N,5.97,141.096,02:32,32.044,CMFL,1025,65000,E.R. WELD,24,1189.3,1651.9,1348.1,1872.3,0.862,0.888,1.0,1.2,2022,Metal Loss_47314.0,True,47313.996,47313.239
13110,34.163,0.344,8.284,25.879,47314.032,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,3.3,1.4,1:57,EXT ML,18,N,N,5.97,141.086,02:32,3.56,CMFL,1025,65000,E.R. WELD,24,1496.5,2078.5,1486.4,2064.5,0.685,1.114,1.0,1.2,2022,Metal Loss_47314.0,True,47314.032,47313.275
13110,34.163,0.344,8.894,25.272,47314.639,Metal Loss,External,29.0,0.1,44.0,GENE,20.0,,,,14.5,3.8,1:45,EXT ML,18,N,N,5.97,140.918,02:32,3.56,CMFL,1025,65000,E.R. WELD,24,1241.3,1724.1,1365.1,1896.0,0.826,0.929,1.0,1.2,2022,Metal Loss_47314.6,True,47314.639,47313.882000000005
13110,34.163,0.344,10.312,23.852,47316.06,Metal Loss,External,19.0,0.065,34.0,GENE,20.0,,,,2.8,1.8,1:56,EXT ML,18,N,N,5.97,140.527,02:32,3.77,CMFL,1025,65000,E.R. WELD,24,1491.1,2071.0,1479.4,2054.7,0.687,1.11,1.0,1.2,2022,Metal Loss_47316.1,True,47316.06,47315.303
13110,34.163,0.344,10.673,23.494,47316.417,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,6.8,4.4,9:29,EXT ML,18,N,N,5.97,140.429,02:32,32.463,CMFL,1025,65000,E.R. WELD,24,1410.1,1958.5,1418.3,1969.9,0.727,1.054,1.0,1.2,2022,Metal Loss_47316.4,True,47316.417,47315.66
13110,34.163,0.344,10.778,23.386,47316.526,Metal Loss,External,20.0,0.069,35.0,PITT,20.0,,,,1.3,1.0,1:55,EXT ML,18,N,N,5.97,140.399,02:32,3.77,CMFL,1025,65000,E.R. WELD,24,1529.4,2124.1,1525.3,2118.5,0.67,1.14,0.6,1.2,2022,Metal Loss_47316.5,True,47316.526,47315.769
13110,34.163,0.344,11.512,22.654,47317.257,Metal Loss,External,16.0,0.055,31.0,GENE,20.0,,,,5.3,3.0,9:42,EXT ML,18,N,N,5.97,140.197,02:32,31.206,CMFL,1025,65000,E.R. WELD,24,1450.7,2014.9,1433.0,1990.3,0.707,1.081,1.0,1.2,2022,Metal Loss_47317.3,True,47317.257,47316.5
13110,34.163,0.344,13.068,21.096,47318.816,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,2.8,1.7,9:25,EXT ML,18,N,N,5.97,139.769,02:32,32.044,CMFL,1025,65000,E.R. WELD,24,1516.3,2105.9,1510.1,2097.4,0.676,1.13,1.0,1.2,2022,Metal Loss_47318.8,True,47318.816,47318.059
13110,34.163,0.344,13.619,20.548,47319.364,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,1.7,1.7,9:23,EXT ML,18,N,N,5.97,139.617,02:32,32.254,CMFL,1025,65000,E.R. WELD,24,1529.7,2124.6,1526.0,2119.4,0.67,1.14,1.0,1.2,2022,Metal Loss_47319.4,True,47319.364,47318.607
13110,34.163,0.344,,,47325.062,Start Repair Marker,,,,,,,,,,,,nan,REPAIR MARKER START,18,,,5.97,138.048,02:32,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Start Repair Marker_47325.1,False,47325.062,47324.305
13110,34.163,0.344,,,47325.469,Start Sleeve,,,,,,,,,,,,nan,2012 DIG 33 SLEEVE START,18,,,5.97,137.936,02:32,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Start Sleeve_47325.5,False,47325.469,47324.712
13110,34.163,0.344,,,47327.995,End Sleeve,,,,,,,,,,,,nan,2012 DIG 33 SLEEVE END,18,,,5.97,137.24,02:32,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,End Sleeve_47328.0,False,47327.995,47327.238000000005
13110,34.163,0.344,,,47328.553,End Repair Marker,,,,,,,,,,,,nan,REPAIR MARKER END,18,,,5.97,137.086,02:32,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,End Repair Marker_47328.6,False,47328.553,47327.796
13120,3.11,0.344,,,47339.911,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,133.958,UNKN,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_47339.9,False,47339.911,47339.154
13130,8.504,0.5,,,47343.022,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD NWT 0.344/0.500IN,0,,,4.14,133.152,UNKN,,CMFL,1025,60000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_47343.0,False,47343.022,47342.265
13130,8.504,0.5,,,47347.234,Bend,,,,,,,,,,,,nan,BEND-HOT PULLED - 6.1D - 16Â° UNDER,0,,,4.14,132.694,UNKN,,CMFL,1025,60000,E.R. WELD,24,,,,,,,,,2022,Bend_47347.2,False,47347.234,47346.477
13140,40.203,0.344,,,47351.526,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD NWT 0.500/0.344IN,14,,,5.97,132.755,02:28,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_47351.5,False,47351.526,47350.769
13140,40.203,0.344,,,47369.925,Field Bend,,,,,,,,,,,,nan,BEND-COLD UNDER,14,,,5.97,137.346,02:28,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Field Bend_47369.9,False,47369.925,47369.168000000005
13140,40.203,0.344,23.717,16.483,47375.243,Metal Loss,External,13.0,0.044,28.0,PITT,20.0,,,,1.3,1.0,10:20,EXT ML,14,N,N,5.97,138.871,02:28,25.97,CMFL,1025,65000,E.R. WELD,24,1537.1,2134.9,1534.9,2131.9,0.667,1.146,0.6,1.2,2022,Metal Loss_47375.2,True,47375.243,47374.486000000004
13140,40.203,0.344,24.255,15.945,47375.781,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,8.5,5.7,10:46,EXT ML,14,N,N,5.97,139.025,02:28,25.133,CMFL,1025,65000,E.R. WELD,24,1399.0,1943.1,1432.4,1989.5,0.733,1.041,1.0,1.2,2022,Metal Loss_47375.8,True,47375.781,47375.024000000005
13140,40.203,0.344,24.482,15.719,47376.007,Metal Loss,External,10.0,0.034,25.0,GENE,20.0,,,,9.8,5.6,1:52,EXT ML ( NEAR SW ),14,N,N,5.97,139.09,02:28,5.027,CMFL,1025,65000,E.R. WELD,24,1458.1,2025.2,1454.1,2019.5,0.703,1.089,1.0,1.2,2022,Metal Loss_47376.0,True,47376.007,47375.25
13140,40.203,0.344,25.482,14.718,47377.008,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,1.4,1.5,1:48,EXT ML,14,N,N,5.97,139.376,02:28,4.189,CMFL,1025,65000,E.R. WELD,24,1531.0,2126.4,1527.4,2121.4,0.67,1.141,1.0,1.2,2022,Metal Loss_47377.0,True,47377.008,47376.251000000004
13140,40.203,0.344,26.115,14.085,47377.641,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,2.0,1.3,02:00,EXT ML,14,N,N,5.97,139.557,02:28,2.932,CMFL,1025,65000,E.R. WELD,24,1521.1,2112.6,1515.6,2105.0,0.674,1.134,1.0,1.2,2022,Metal Loss_47377.6,True,47377.641,47376.884000000005
13140,40.203,0.344,26.407,13.793,47377.933,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,19.2,2.8,3:34,EXT ML,14,N,N,5.97,139.641,02:28,7.749,CMFL,1025,65000,E.R. WELD,24,1402.9,1948.4,1413.0,1962.5,0.731,1.043,1.0,1.2,2022,Metal Loss_47377.9,True,47377.933,47377.176
13140,40.203,0.344,26.549,13.652,47378.074,Metal Loss,External,11.0,0.038,26.0,AXGR,20.0,,,,2.3,0.6,8:11,EXT ML,14,N,N,5.97,139.682,02:28,36.024,CMFL,1025,65000,E.R. WELD,24,1523.0,2115.2,1518.1,2108.5,0.673,1.135,1.0,1.2,2022,Metal Loss_47378.1,True,47378.074,47377.317
13140,40.203,0.344,26.69,13.51,47378.215,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,2.9,2.0,12:16,EXT ML,14,N,N,5.97,139.722,02:28,13.823,CMFL,1025,65000,E.R. WELD,24,1510.3,2097.6,1502.9,2087.4,0.679,1.126,1.0,1.2,2022,Metal Loss_47378.2,True,47378.215,47377.458
13140,40.203,0.344,27.365,12.835,47378.891,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,7.8,2.5,8:09,EXT ML,14,N,N,5.97,139.916,02:28,35.395,CMFL,1025,65000,E.R. WELD,24,1426.9,1981.8,1450.8,2015.0,0.718,1.065,1.0,1.2,2022,Metal Loss_47378.9,True,47378.891,47378.134000000005
13140,40.203,0.344,28.517,11.686,47380.039,Metal Loss,External,11.0,0.038,26.0,AXGR,20.0,,,,2.1,0.7,8:04,EXT ML,14,N,N,5.97,140.245,02:28,35.186,CMFL,1025,65000,E.R. WELD,24,1527.4,2121.3,1523.3,2115.8,0.671,1.138,1.0,1.2,2022,Metal Loss_47380.0,True,47380.039,47379.282
13140,40.203,0.344,28.704,11.499,47380.226,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,3.5,1.9,4:13,EXT ML,14,N,N,5.97,140.299,02:28,11.519,CMFL,1025,65000,E.R. WELD,24,1500.4,2083.9,1493.0,2073.6,0.683,1.118,1.0,1.2,2022,Metal Loss_47380.2,True,47380.226,47379.469000000005
13140,40.203,0.344,29.049,11.152,47380.574,Metal Loss,External,25.0,0.086,40.0,GENE,20.0,,,,11.4,5.1,7:41,EXT ML,14,N,N,5.97,140.399,02:28,33.51,CMFL,1025,65000,E.R. WELD,24,1310.0,1819.5,1384.6,1923.1,0.783,0.974,1.0,1.2,2022,Metal Loss_47380.6,True,47380.574,47379.817
13140,40.203,0.344,29.255,10.945,47380.781,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,3.0,2.2,4:33,EXT ML,14,N,N,5.97,140.457,02:28,13.195,CMFL,1025,65000,E.R. WELD,24,1502.1,2086.3,1493.0,2073.6,0.682,1.12,1.0,1.2,2022,Metal Loss_47380.8,True,47380.781,47380.024000000005
13140,40.203,0.344,29.741,10.459,47381.266,Metal Loss,External,13.0,0.044,28.0,PITT,20.0,,,,1.3,1.0,4:38,EXT ML,14,N,N,5.97,140.596,02:28,13.614,CMFL,1025,65000,E.R. WELD,24,1536.5,2134.0,1534.2,2130.8,0.667,1.146,0.6,1.2,2022,Metal Loss_47381.3,True,47381.266,47380.509000000005
13150,28.34,0.344,,,47391.726,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,7,,,5.97,143.594,01:16,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_47391.7,False,47391.726,47390.969000000005
13150,28.34,0.344,26.325,2.014,47418.051,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,3.2,2.7,2:19,EXT ML,7,N,N,5.97,151.988,01:16,6.702,CMFL,1025,65000,E.R. WELD,24,1511.2,2099.0,1504.2,2089.2,0.678,1.125,1.0,1.2,2022,Metal Loss_47418.1,True,47418.051,47417.294
13150,28.34,0.344,26.585,1.755,47418.31,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,9.2,5.4,5:31,EXT ML,7,N,N,5.97,152.071,01:16,25.133,CMFL,1025,65000,E.R. WELD,24,1433.7,1991.2,1460.3,2028.2,0.715,1.071,1.0,1.2,2022,Metal Loss_47418.3,True,47418.31,47417.553
13150,28.34,0.344,27.356,0.984,47419.081,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,8.7,8.5,8:37,EXT ML,7,N,N,5.97,152.32,01:16,29.531,CMFL,1025,65000,E.R. WELD,24,1424.2,1978.1,1410.1,1958.4,0.72,1.06,1.0,1.2,2022,Metal Loss_47419.1,True,47419.081,47418.324
13150,28.34,0.344,27.566,0.774,47419.291,Metal Loss,External,22.0,0.076,37.0,GENE,20.0,,,,4.9,5.4,11:02,EXT ML,7,N,N,5.97,152.387,01:16,12.357,CMFL,1025,65000,E.R. WELD,24,1419.0,1970.8,1444.8,2006.6,0.722,1.056,1.0,1.2,2022,Metal Loss_47419.3,True,47419.291,47418.534
13150,28.34,0.344,28.133,0.203,47419.862,Metal Loss,External,16.0,0.055,31.0,GENE,25.0,,,,9.6,14.9,6:12,EXT ML ( ON GW ),7,N,N,5.97,152.57,01:16,25.552,CMFL,1025,65000,E.R. WELD,24,1406.3,1953.2,1397.0,1940.3,0.729,1.049,1.2,1.4,2022,Metal Loss_47419.9,True,47419.862,47419.105
13150,28.34,0.344,28.205,0.131,47419.934,Metal Loss,External,14.0,0.048,29.0,GENE,25.0,,,,4.1,3.2,8:06,EXT ML ( ON GW ),7,N,N,5.97,152.594,01:16,32.463,CMFL,1025,65000,E.R. WELD,24,1480.1,2055.7,1466.9,2037.4,0.693,1.103,1.2,1.4,2022,Metal Loss_47419.9,True,47419.934,47419.177
13150,28.34,0.344,28.248,0.092,47419.974,Metal Loss,External,19.0,0.065,34.0,GENE,25.0,,,,3.1,2.3,3:54,EXT ML ( ON GW ),7,N,N,5.97,152.607,01:16,16.546,CMFL,1025,65000,E.R. WELD,24,1478.4,2053.3,1464.0,2033.4,0.693,1.102,1.2,1.4,2022,Metal Loss_47420.0,True,47419.974,47419.217000000004
13160,7.178,0.344,,,47420.066,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,1,,,5.97,152.637,10:56,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_47420.1,False,47420.066,47419.309
13160,7.178,0.344,0.876,6.302,47420.942,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,4.8,2.8,6:28,EXT ML,1,N,N,5.97,152.919,10:56,28.065,CMFL,1025,65000,E.R. WELD,24,1473.1,2045.9,1458.7,2025.9,0.696,1.1,1.0,1.2,2022,Metal Loss_47420.9,True,47420.942,47420.185000000005
13170,11.768,0.344,,,47427.244,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,6,,,5.97,154.994,01:40,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_47427.2,False,47427.244,47426.487
13170,11.768,0.344,0.545,11.224,47427.789,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,5.4,5.1,5:55,EXT ML,6,N,N,5.97,155.175,01:40,28.065,CMFL,1025,65000,E.R. WELD,24,1442.5,2003.4,1436.7,1995.4,0.711,1.074,1.0,1.2,2022,Metal Loss_47427.8,True,47427.789,47427.032
13170,11.768,0.344,0.974,10.794,47428.219,Metal Loss,External,23.0,0.079,38.0,GENE,20.0,,,,8.5,4.2,7:12,EXT ML,6,N,N,5.97,155.317,01:40,33.72,CMFL,1025,65000,E.R. WELD,24,1349.3,1874.0,1439.0,1998.6,0.76,1.007,1.0,1.2,2022,Metal Loss_47428.2,True,47428.219,47427.462
13170,11.768,0.344,10.604,1.165,47437.848,Metal Loss,External,33.0,0.113,48.0,GENE,20.0,,,,7.6,17.2,6:57,EXT ML,6,N,N,5.97,158.527,01:40,25.761,CMFL,1025,65000,E.R. WELD,24,1273.8,1769.2,1306.8,1814.9,0.805,0.946,1.0,1.2,2022,Metal Loss_47437.8,True,47437.848,47437.091
13170,11.768,0.344,10.843,0.925,47438.087,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,9.8,6.3,4:21,EXT ML,6,N,N,5.97,158.608,01:40,18.431,CMFL,1025,65000,E.R. WELD,24,1441.2,2001.6,1441.3,2001.8,0.711,1.075,1.0,1.2,2022,Metal Loss_47438.1,True,47438.087,47437.33
13170,11.768,0.344,11.516,0.249,47438.763,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,15.9,12.2,3:45,EXT ML ( ON GW ),6,N,N,5.97,158.833,01:40,8.796,CMFL,1025,65000,E.R. WELD,24,1360.6,1889.8,1380.0,1916.6,0.753,1.015,1.2,1.4,2022,Metal Loss_47438.8,True,47438.763,47438.006
13170,11.768,0.344,11.729,0.039,47438.973,Metal Loss,External,18.0,0.062,33.0,GENE,25.0,,,,17.4,5.0,7:13,EXT ML ( ON GW ),6,N,N,5.97,158.903,01:40,34.767,CMFL,1025,65000,E.R. WELD,24,1360.7,1889.8,1394.3,1936.5,0.753,1.012,1.2,1.4,2022,Metal Loss_47439.0,True,47438.973,47438.216
13180,9.928,0.344,,,47439.012,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,3,,,5.97,158.917,10:12,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_47439.0,False,47439.012,47438.255000000005
13180,9.928,0.344,0.112,9.82,47439.124,Metal Loss,External,19.0,0.065,34.0,GENE,20.0,,,,12.4,6.1,8:58,EXT ML,3,N,N,5.97,158.954,10:12,6.912,CMFL,1025,65000,E.R. WELD,24,1366.3,1897.7,1391.9,1933.2,0.75,1.016,1.0,1.2,2022,Metal Loss_47439.1,True,47439.124,47438.367000000006
13180,9.928,0.344,6.834,3.094,47445.85,Metal Loss,External,20.0,0.069,35.0,PITT,20.0,,,,0.9,1.4,5:46,EXT ML,3,N,N,5.97,161.183,10:12,27.855,CMFL,1025,65000,E.R. WELD,24,1538.6,2136.9,1536.5,2134.0,0.666,1.147,0.6,1.2,2022,Metal Loss_47445.8,True,47445.85,47445.093
13180,9.928,0.344,,,47446.818,Start Repair Marker,,,,,,,,,,,,nan,REPAIR MARKER 2012 DIG 34 RECOAT START,3,,,5.97,161.502,10:12,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Start Repair Marker_47446.8,False,47446.818,47446.061
13180,9.928,0.344,9.918,0.013,47448.93,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,2.8,1.3,4:20,EXT ML ( ON GW ),3,N,N,5.97,162.201,10:12,36.861,CMFL,1025,65000,E.R. WELD,24,1489.3,2068.5,1477.2,2051.7,0.688,1.111,1.0,1.2,2022,Metal Loss_47448.9,True,47448.93,47448.173
13190,21.014,0.344,,,47448.944,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,5,,,5.97,162.205,12:56,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_47448.9,False,47448.944,47448.187000000005
13190,21.014,0.344,0.633,20.381,47449.577,Metal Loss,External,24.0,0.082,39.0,GENE,20.0,,,,4.4,5.8,5:16,EXT ML,5,N,N,5.97,162.414,12:56,25.552,CMFL,1025,65000,E.R. WELD,24,1415.6,1966.1,1427.0,1981.9,0.724,1.057,1.0,1.2,2022,Metal Loss_47449.6,True,47449.577,47448.82
13190,21.014,0.344,0.663,20.351,47449.606,Metal Loss,External,20.0,0.069,35.0,GENE,20.0,,,,3.7,2.6,2:02,EXT ML,5,N,N,5.97,162.424,12:56,6.912,CMFL,1025,65000,E.R. WELD,24,1458.8,2026.1,1454.9,2020.7,0.703,1.087,1.0,1.2,2022,Metal Loss_47449.6,True,47449.606,47448.849
13190,21.014,0.344,0.804,20.21,47449.747,Metal Loss,External,27.0,0.093,42.0,GENE,20.0,,,,3.9,2.2,4:06,EXT ML,5,N,N,5.97,162.471,12:56,19.897,CMFL,1025,65000,E.R. WELD,24,1411.5,1960.5,1382.0,1919.4,0.726,1.053,1.0,1.2,2022,Metal Loss_47449.7,True,47449.747,47448.990000000005
13190,21.014,0.344,0.856,20.157,47449.8,Metal Loss,External,10.0,0.034,25.0,GENE,20.0,,,,4.3,1.7,12:46,EXT ML ( NEAR SW ),5,N,N,5.97,162.487,12:56,1.047,CMFL,1025,65000,E.R. WELD,24,1498.4,2081.1,1489.0,2068.1,0.684,1.117,1.0,1.2,2022,Metal Loss_47449.8,True,47449.8,47449.043000000005
13190,21.014,0.344,,,47450.226,End Repair Marker,,,,,,,,,,,,nan,REPAIR MARKER 2012 DIG 34 RECOAT END,5,,,5.97,162.629,12:56,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,End Repair Marker_47450.2,False,47450.226,47449.469000000005
13190,21.014,0.344,6.65,14.364,47455.594,Metal Loss,External,10.0,0.034,25.0,GENE,20.0,,,,6.2,2.0,12:48,EXT ML ( ON SW ),5,N,N,5.97,164.305,12:56,0.628,CMFL,1025,65000,E.R. WELD,24,1477.9,2052.6,1467.5,2038.2,0.694,1.104,1.0,1.2,2022,Metal Loss_47455.6,True,47455.594,47454.837
13200,40.318,0.344,,,47469.957,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,10,,,5.97,168.715,02:36,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_47470.0,False,47469.957,47469.200000000004
13200,40.318,0.344,5.463,34.856,47475.423,Metal Loss,External,17.0,0.058,32.0,PITT,20.0,,,,1.1,1.6,12:09,EXT ML,10,N,N,5.97,170.184,02:36,15.289,CMFL,1025,65000,E.R. WELD,24,1536.0,2133.4,1533.5,2129.9,0.667,1.145,0.6,1.2,2022,Metal Loss_47475.4,True,47475.423,47474.666000000005
