joint_number,joint_length_ft,wall_thickness_in,dist_to_upstream_gw_ft,distance_ft,Height[ft],feature_type,depth_pct,id_reduction_pct,anomaly_length_in,anomaly_width_in,burst_pressure_psi,clock_position,internal_external,comments,inspection_year,feature_id,is_anomaly,distance_ft_original,distance_ft_aligned,cluster_id,clock_hours
,,0.344,-15.48,15433.66,805.158,Metal Loss-Manufacturing Anomaly,20.0,,0.51,0.71,,9:43,,,2007,Metal Loss-Manufacturing Anomaly_15433.7,True,15433.66,15434.04,-1,9.716666666666667
,,0.344,-0.71,15564.27,812.2334,Cluster,24.0,,2.72,2.28,1.79,4:49,NO,,2007,Cluster_15564.3,True,15564.27,15564.65,-1,4.816666666666666
,,0.344,-39.71,15957.99,829.9187,Metal Loss,10.0,,0.75,0.83,,3:57,NO,,2007,Metal Loss_15958.0,True,15957.99,15958.37,-1,3.95
,,0.344,-2.36,16000.75,833.4444,Metal Loss-Manufacturing Anomaly,16.0,,0.71,0.59,,7:30,,,2007,Metal Loss-Manufacturing Anomaly_16000.8,True,16000.75,16001.13,-1,7.5
,,0.344,-18.8,16017.19,835.2104,Metal Loss-Manufacturing Anomaly,10.0,,0.79,0.71,,7:29,,,2007,Metal Loss-Manufacturing Anomaly_16017.2,True,16017.19,16017.57,-1,7.483333333333333
,,0.344,-39.03,16436.07,848.2261,Metal Loss,10.0,,0.94,0.67,,4:55,NO,,2007,Metal Loss_16436.1,True,16436.07,16436.45,-1,4.916666666666667
,,0.344,-32.57,16509.36,846.9837,Cluster,35.0,,4.56,11.58,1.63,4:54,NO,,2007,Cluster_16509.4,True,16509.36,16509.74,36,4.9
,,0.344,-33.08,16509.87,846.9737,Metal Loss,10.0,,1.81,2.09,,6:37,NO,,2007,Metal Loss_16509.9,True,16509.87,16510.25,36,6.616666666666667
,,0.344,-38.9,16515.7,846.8592,Cluster,20.0,,3.48,16.19,1.79,6:39,NO,,2007,Cluster_16515.7,True,16515.7,16516.08,36,6.65
,,0.344,-39.01,16595.76,846.2931,Metal Loss,14.0,,2.84,0.71,,8:17,NO,,2007,Metal Loss_16595.8,True,16595.76,16596.14,37,8.283333333333333
,,0.344,-0.83,16597.57,846.29,Metal Loss,12.0,,1.61,0.79,,6:29,NO,,2007,Metal Loss_16597.6,True,16597.57,16597.95,37,6.483333333333333
,,0.344,-0.83,16597.57,846.29,Metal Loss,10.0,,1.69,8.19,,4:50,NO,,2007,Metal Loss_16597.6,True,16597.57,16597.95,37,4.833333333333333
,,0.344,-0.69,16677.37,845.8829,Cluster,18.0,,4.88,24.86,,2:26,NO,,2007,Cluster_16677.4,True,16677.37,16677.75,-1,2.4333333333333336
,,0.344,-0.03,16756.69,845.4098,Cluster,12.0,,4.25,3.86,,3:15,NO,,2007,Cluster_16756.7,True,16756.69,16757.07,-1,3.25
,,0.344,-38.78,18175.87,873.1097,Cluster,20.0,,4.97,6.79,1.74,4:24,NO,,2007,Cluster_18175.9,True,18175.87,18176.25,38,4.4
,,0.344,-38.81,18175.91,873.1085,Metal Loss,18.0,,0.87,0.59,,6:45,NO,,2007,Metal Loss_18175.9,True,18175.91,18176.29,38,6.75
,,0.344,-38.83,18175.92,873.1082,Metal Loss,23.0,,0.87,0.87,1.87,5:58,NO,,2007,Metal Loss_18175.9,True,18175.92,18176.3,38,5.966666666666667
,,0.344,-0.83,18186.01,872.7616,Metal Loss,14.0,,1.1,3.42,,6:02,NO,,2007,Metal Loss_18186.0,True,18186.01,18186.39,38,6.033333333333333
,,0.344,-34.87,18814.52,926.6041,Cluster,67.0,,1.88,3.5,1.64,7:23,NO,,2007,Cluster_18814.5,True,18814.52,18814.9,-1,7.383333333333334
,,0.344,-39.12,19295.4,918.9961,Metal Loss,12.0,,1.02,2.99,,5:17,NO,,2007,Metal Loss_19295.4,True,19295.4,19295.78,-1,5.283333333333333
,,0.344,-14.48,19910.87,876.2111,Metal Loss,10.0,,0.59,0.71,,6:40,NO,,2007,Metal Loss_19910.9,True,19910.87,19911.25,-1,6.666666666666667
,,0.344,-0.34,20016.6,870.459,Metal Loss,10.0,,0.71,0.67,,4:06,NO,,2007,Metal Loss_20016.6,True,20016.6,20016.98,-1,4.1
,,0.344,-38.97,20335.14,843.5754,Cluster,21.0,,3.59,5.01,1.78,6:36,NO,,2007,Cluster_20335.1,True,20335.14,20335.52,39,6.6
,,0.344,-39.16,20335.33,843.5562,Metal Loss,11.0,,1.18,1.89,,7:17,NO,,2007,Metal Loss_20335.3,True,20335.33,20335.710000000003,39,7.283333333333333
,,0.344,-37.5,20413.71,835.537,Metal Loss,11.0,,1.81,2.87,,5:47,NO,,2007,Metal Loss_20413.7,True,20413.71,20414.09,-1,5.783333333333333
,,0.344,-39.22,21019.81,783.2616,Cluster,25.0,,1.85,8.88,1.83,5:07,NO,,2007,Cluster_21019.8,True,21019.81,21020.19,-1,5.116666666666666
,,0.344,-0.68,21282.56,778.8138,Cluster,28.0,,4.84,8.11,1.68,3:53,NO,,2007,Cluster_21282.6,True,21282.56,21282.94,40,3.8833333333333333
,,0.344,-0.7,21282.57,778.8137,Metal Loss,11.0,,1.65,2.28,,8:23,NO,,2007,Metal Loss_21282.6,True,21282.57,21282.95,40,8.383333333333333
,,0.344,-0.71,21282.59,778.8136,Metal Loss,14.0,,1.3,2.05,,9:10,NO,,2007,Metal Loss_21282.6,True,21282.59,21282.97,40,9.166666666666666
,,0.344,-0.71,21282.59,778.8136,Metal Loss,17.0,,1.65,4.21,,7:18,NO,,2007,Metal Loss_21282.6,True,21282.59,21282.97,40,7.3
,,0.344,-22.6,21304.48,778.7127,Metal Loss-Manufacturing Anomaly,14.0,,0.59,0.59,,3:09,,,2007,Metal Loss-Manufacturing Anomaly_21304.5,True,21304.48,21304.86,41,3.15
,,0.344,-25.76,21307.63,778.7003,Cluster,39.0,,7.13,2.98,1.49,6:21,NO,,2007,Cluster_21307.6,True,21307.63,21308.01,41,6.35
,,0.344,-19.97,21341.79,778.6263,Metal Loss,11.0,,3.54,6.1,,5:43,NO,,2007,Metal Loss_21341.8,True,21341.79,21342.17,-1,5.716666666666667
,,0.344,-31.22,21353.03,778.6063,Cluster,23.0,,4.99,17.47,1.72,4:43,NO,,2007,Cluster_21353.0,True,21353.03,21353.41,42,4.716666666666667
,,0.344,-33.64,21355.45,778.6014,Cluster,19.0,,3.02,6.45,,4:01,NO,,2007,Cluster_21355.5,True,21355.45,21355.83,42,4.016666666666667
,,0.344,-39.09,21360.9,778.5886,Metal Loss,26.0,,1.5,7.17,1.85,7:22,NO,,2007,Metal Loss_21360.9,True,21360.9,21361.28,42,7.366666666666666
,,0.344,-0.62,21362.42,778.5846,Cluster,28.0,,3.66,14.43,1.73,7:11,NO,,2007,Cluster_21362.4,True,21362.42,21362.8,42,7.183333333333334
,,0.344,-0.69,21362.49,778.5844,Cluster,32.0,,4.5,9.68,1.66,5:02,NO,,2007,Cluster_21362.5,True,21362.49,21362.870000000003,42,5.033333333333333
,,0.344,-0.73,21362.53,778.5843,Metal Loss,40.0,,3.27,0.63,1.67,4:23,NO,,2007,Metal Loss_21362.5,True,21362.53,21362.91,42,4.383333333333334
,,0.344,-0.75,21362.56,778.5843,Metal Loss,20.0,,0.83,1.89,1.88,3:26,NO,,2007,Metal Loss_21362.6,True,21362.56,21362.94,42,3.4333333333333336
,,0.344,-0.77,21362.58,778.5842,Metal Loss,13.0,,1.3,1.42,,10:47,NO,,2007,Metal Loss_21362.6,True,21362.58,21362.960000000003,42,10.783333333333333
,,0.344,-36.95,21438.79,778.6576,Cluster,64.0,,7.79,19.23,1.12,5:28,NO,,2007,Cluster_21438.8,True,21438.79,21439.17,-1,5.466666666666667
,,0.344,-38.65,21680.42,780.2876,Metal Loss,15.0,,0.75,1.3,,5:27,NO,,2007,Metal Loss_21680.4,True,21680.42,21680.8,43,5.45
,,0.344,-39.61,21681.38,780.2943,Metal Loss,10.0,,2.24,1.3,,6:40,NO,,2007,Metal Loss_21681.4,True,21681.38,21681.76,43,6.666666666666667
,,0.344,-11.02,21815.32,773.1062,Metal Loss,10.0,,0.91,0.87,,6:57,NO,,2007,Metal Loss_21815.3,True,21815.32,21815.7,-1,6.95
,,0.344,-0.77,21845.23,771.2559,Cluster,10.0,,1.36,4.92,,7:22,NO,,2007,Cluster_21845.2,True,21845.23,21845.61,44,7.366666666666666
,,0.344,-0.82,21845.28,771.2542,Metal Loss,11.0,,1.53,6.34,,3:55,NO,,2007,Metal Loss_21845.3,True,21845.28,21845.66,44,3.9166666666666665
,,0.344,-39.04,22083.48,774.7476,Cluster,48.0,,2.83,11.63,1.65,4:39,NO,,2007,Cluster_22083.5,True,22083.48,22083.86,45,4.65
,,0.344,-39.06,22083.5,774.7477,Cluster,16.0,,2.48,11.02,,6:58,NO,,2007,Cluster_22083.5,True,22083.5,22083.88,45,6.966666666666667
,,0.344,-39.05,22483.34,774.7232,Metal Loss,10.0,,2.6,0.71,,6:55,NO,,2007,Metal Loss_22483.3,True,22483.34,22483.72,46,6.916666666666667
,,0.344,-0.92,22485.22,774.7015,Metal Loss-Manufacturing Anomaly,11.0,,3.39,0.71,,12:26,,,2007,Metal Loss-Manufacturing Anomaly_22485.2,True,22485.22,22485.6,46,12.433333333333334
,,0.344,-30.62,22651.75,773.3812,Metal Loss-Manufacturing Anomaly,13.0,,0.83,0.55,,2:52,,,2007,Metal Loss-Manufacturing Anomaly_22651.8,True,22651.75,22652.13,-1,2.8666666666666667
,,0.344,-0.87,22781.94,772.2973,Cluster,18.0,,3.26,5.59,,5:45,NO,,2007,Cluster_22781.9,True,22781.94,22782.32,-1,5.75
,,0.344,-0.76,22941.65,771.6572,Cluster,15.0,,3.23,7.6,,5:59,NO,,2007,Cluster_22941.7,True,22941.65,22942.03,-1,5.983333333333333
,,0.344,-0.82,23022.0,768.1988,Metal Loss,14.0,,1.06,0.94,,5:20,NO,,2007,Metal Loss_23022.0,True,23022.0,23022.38,47,5.333333333333333
,,0.344,-8.2,23029.38,767.9388,Metal Loss-Manufacturing Anomaly,12.0,,0.47,0.71,,7:20,,,2007,Metal Loss-Manufacturing Anomaly_23029.4,True,23029.38,23029.76,47,7.333333333333333
,,0.344,-11.15,23032.33,767.8694,Metal Loss-Manufacturing Anomaly,10.0,,0.63,0.71,,3:33,,,2007,Metal Loss-Manufacturing Anomaly_23032.3,True,23032.33,23032.710000000003,47,3.55
,,0.344,-20.19,23161.46,771.7922,Metal Loss-Manufacturing Anomaly,10.0,,3.35,1.22,,1:50,,,2007,Metal Loss-Manufacturing Anomaly_23161.5,True,23161.46,23161.84,48,1.8333333333333335
,,0.344,-20.8,23162.08,771.7985,Metal Loss-Manufacturing Anomaly,25.0,,5.2,0.71,,1:40,,,2007,Metal Loss-Manufacturing Anomaly_23162.1,True,23162.08,23162.460000000003,48,1.6666666666666665
,,0.344,-0.71,23608.37,775.1361,Cluster,15.0,,2.78,17.2,,2:39,YES,,2007,Cluster_23608.4,True,23608.37,23608.75,-1,2.65
,,0.344,-28.08,23635.74,774.9633,Cluster,23.0,,5.95,8.4,1.69,12:17,NO,,2007,Cluster_23635.7,True,23635.74,23636.120000000003,49,12.283333333333333
,,0.344,-37.27,23644.93,774.898,Metal Loss-Manufacturing Anomaly,10.0,,0.51,0.71,,8:36,,,2007,Metal Loss-Manufacturing Anomaly_23644.9,True,23644.93,23645.31,49,8.6
,,0.344,-26.68,23674.28,774.7318,Cluster,29.0,,2.45,28.97,1.79,3:05,NO,,2007,Cluster_23674.3,True,23674.28,23674.66,50,3.0833333333333335
,,0.344,-26.69,23674.29,774.7317,Metal Loss,14.0,,2.09,1.3,,8:03,NO,,2007,Metal Loss_23674.3,True,23674.29,23674.67,50,8.05
,,0.344,-26.74,23674.34,774.7315,Cluster,16.0,,1.39,6.24,,8:54,NO,,2007,Cluster_23674.3,True,23674.34,23674.72,50,8.9
,,0.344,-0.74,23675.98,774.7247,Metal Loss,26.0,,0.98,1.14,1.87,5:09,NO,,2007,Metal Loss_23676.0,True,23675.98,23676.36,50,5.15
,,0.344,-38.92,23754.1,774.7485,Cluster,38.0,,3.04,10.01,1.7,5:28,NO,,2007,Cluster_23754.1,True,23754.1,23754.48,-1,5.466666666666667
,,0.344,-3.76,24662.22,789.5692,Metal Loss-Manufacturing Anomaly,13.0,,3.78,2.01,,8:55,,,2007,Metal Loss-Manufacturing Anomaly_24662.2,True,24662.22,24662.6,-1,8.916666666666666
,,0.344,-39.04,25249.8,799.1802,Cluster,14.0,,1.14,5.8,,5:52,NO,,2007,Cluster_25249.8,True,25249.8,25250.18,-1,5.866666666666667
,,0.344,-37.76,25875.11,764.8979,Metal Loss-Manufacturing Anomaly,12.0,,0.55,0.71,,2:14,,,2007,Metal Loss-Manufacturing Anomaly_25875.1,True,25875.11,25875.49,-1,2.2333333333333334
,,0.344,-3.85,26080.87,791.0148,Metal Loss-Manufacturing Anomaly,10.0,,0.67,0.59,,12:05,,,2007,Metal Loss-Manufacturing Anomaly_26080.9,True,26080.87,26081.25,-1,12.083333333333334
,,0.344,-39.13,26416.04,805.8494,Metal Loss-Manufacturing Anomaly,21.0,,3.62,0.59,,3:32,,,2007,Metal Loss-Manufacturing Anomaly_26416.0,True,26416.04,26416.42,-1,3.533333333333333
,,0.344,-38.59,26867.58,805.9027,Metal Loss,15.0,,1.38,1.5,,7:27,NO,,2007,Metal Loss_26867.6,True,26867.58,26867.960000000003,51,7.45
,,0.344,-38.92,26867.91,805.8889,Metal Loss,14.0,,1.58,2.01,,7:48,NO,,2007,Metal Loss_26867.9,True,26867.91,26868.29,51,7.8
,,0.344,-38.93,26867.93,805.8881,Cluster,31.0,,1.33,11.88,1.85,4:23,NO,,2007,Cluster_26867.9,True,26867.93,26868.31,51,4.383333333333334
,,0.344,-39.18,26868.17,805.878,Cluster,22.0,,2.58,2.83,1.81,6:05,NO,,2007,Cluster_26868.2,True,26868.17,26868.55,51,6.083333333333333
,,0.344,-39.0,26930.57,799.6205,Cluster,12.0,,3.12,4.82,,2:11,NO,,2007,Cluster_26930.6,True,26930.57,26930.95,-1,2.183333333333333
,,0.344,-0.74,26946.29,797.2376,Metal Loss,25.0,,2.68,0.71,1.79,12:24,NO,,2007,Metal Loss_26946.3,True,26946.29,26946.67,-1,12.4
,,0.344,-0.86,27316.61,806.7631,Metal Loss-Manufacturing Anomaly,16.0,,0.91,0.83,,5:54,,,2007,Metal Loss-Manufacturing Anomaly_27316.6,True,27316.61,27316.99,-1,5.9
,,0.344,-23.68,27579.43,805.2976,Metal Loss-Manufacturing Anomaly,12.0,,5.24,1.38,,1:21,,,2007,Metal Loss-Manufacturing Anomaly_27579.4,True,27579.43,27579.81,52,1.35
,,0.344,-25.46,27581.21,805.3021,Metal Loss-Manufacturing Anomaly,24.0,,3.9,0.87,,1:09,,,2007,Metal Loss-Manufacturing Anomaly_27581.2,True,27581.21,27581.59,52,1.15
,,0.344,-26.35,27582.11,805.3051,Metal Loss-Manufacturing Anomaly,21.0,,3.42,0.75,,1:04,,,2007,Metal Loss-Manufacturing Anomaly_27582.1,True,27582.11,27582.49,52,1.0666666666666667
,,0.344,-26.81,27582.56,805.3066,Metal Loss-Manufacturing Anomaly,11.0,,3.46,2.17,,1:01,,,2007,Metal Loss-Manufacturing Anomaly_27582.6,True,27582.56,27582.94,52,1.0166666666666666
,,0.344,-27.12,27582.88,805.3076,Metal Loss-Manufacturing Anomaly,21.0,,3.39,0.75,,1:15,,,2007,Metal Loss-Manufacturing Anomaly_27582.9,True,27582.88,27583.26,52,1.25
,,0.344,-16.37,27892.3,805.9289,Metal Loss-Manufacturing Anomaly,10.0,,3.23,1.06,,8:17,,,2007,Metal Loss-Manufacturing Anomaly_27892.3,True,27892.3,27892.68,-1,8.283333333333333
,,0.344,-28.97,27944.8,803.8386,Metal Loss-Manufacturing Anomaly,20.0,,1.06,1.18,,10:04,,,2007,Metal Loss-Manufacturing Anomaly_27944.8,True,27944.8,27945.18,-1,10.066666666666666
,,0.344,-18.8,28027.51,795.4539,Metal Loss-Manufacturing Anomaly,10.0,,0.43,0.71,,7:02,,,2007,Metal Loss-Manufacturing Anomaly_28027.5,True,28027.51,28027.89,-1,7.033333333333333
,,0.344,-17.92,28207.03,796.3722,Metal Loss-Manufacturing Anomaly,17.0,,4.33,1.42,,10:31,,,2007,Metal Loss-Manufacturing Anomaly_28207.0,True,28207.03,28207.41,-1,10.516666666666667
,,0.344,-8.91,28783.01,779.511,Metal Loss-Manufacturing Anomaly,13.0,,6.3,1.89,,4:47,,,2007,Metal Loss-Manufacturing Anomaly_28783.0,True,28783.01,28783.39,-1,4.783333333333333
,,0.344,-0.61,28814.67,779.3579,Cluster,30.0,,4.73,21.05,1.66,4:06,NO,,2007,Cluster_28814.7,True,28814.67,28815.05,-1,4.1
,,0.344,-38.85,29052.98,775.465,Cluster,42.0,,5.77,42.81,1.5,3:20,NO,,2007,Cluster_29053.0,True,29052.98,29053.36,-1,3.3333333333333335
,,0.344,-0.62,29128.12,775.1613,Cluster,38.0,,3.5,20.36,1.66,3:54,NO,,2007,Cluster_29128.1,True,29128.12,29128.5,-1,3.9
,,0.344,-19.04,29146.54,774.8961,Cluster,35.0,,8.46,10.87,1.5,5:29,NO,,2007,Cluster_29146.5,True,29146.54,29146.92,-1,5.483333333333333
,,0.344,-38.99,29206.49,773.7111,Metal Loss,38.0,,2.09,9.8,1.77,7:27,NO,,2007,Metal Loss_29206.5,True,29206.49,29206.870000000003,53,7.45
,,0.344,-39.04,29206.54,773.7098,Metal Loss,17.0,,1.18,5.95,,3:42,NO,,2007,Metal Loss_29206.5,True,29206.54,29206.92,53,3.7
,,0.344,-39.1,29206.61,773.708,Cluster,32.0,,4.13,10.41,1.67,5:14,YES,,2007,Cluster_29206.6,True,29206.61,29206.99,53,5.233333333333333
,,0.344,-0.58,29207.99,773.67,Cluster,21.0,,6.46,3.65,1.7,4:48,NO,,2007,Cluster_29208.0,True,29207.99,29208.370000000003,53,4.8
,,0.344,-0.67,29208.08,773.6676,Cluster,11.0,,4.93,6.08,,6:29,NO,,2007,Cluster_29208.1,True,29208.08,29208.460000000003,53,6.483333333333333
,,0.344,-0.72,29208.13,773.6661,Metal Loss,36.0,,4.41,1.18,1.63,5:52,NO,,2007,Metal Loss_29208.1,True,29208.13,29208.51,53,5.866666666666667
,,0.344,-3.26,29410.95,768.9311,Metal Loss,13.0,,1.38,1.06,,5:40,NO,,2007,Metal Loss_29411.0,True,29410.95,29411.33,54,5.666666666666667
,,0.344,-7.14,29414.83,768.8315,Cluster,11.0,,4.56,6.12,,5:57,NO,,2007,Cluster_29414.8,True,29414.83,29415.210000000003,54,5.95
,,0.344,-9.95,29417.63,768.759,Cluster,22.0,,6.3,3.35,1.69,5:18,NO,,2007,Cluster_29417.6,True,29417.63,29418.01,54,5.3
,,0.344,-11.84,29419.53,768.7094,Cluster,22.0,,4.18,2.91,1.75,5:17,NO,,2007,Cluster_29419.5,True,29419.53,29419.91,54,5.283333333333333
,,0.344,-39.22,29446.91,767.9813,Metal Loss,15.0,,0.91,1.22,,4:57,NO,,2007,Metal Loss_29446.9,True,29446.91,29447.29,55,4.95
,,0.344,-39.24,29446.92,767.9809,Metal Loss,42.0,,1.02,3.86,1.85,8:22,NO,,2007,Metal Loss_29446.9,True,29446.92,29447.3,55,8.366666666666667
,,0.344,-5.08,29452.86,767.7999,Metal Loss-Manufacturing Anomaly,15.0,,0.55,0.71,,6:28,,,2007,Metal Loss-Manufacturing Anomaly_29452.9,True,29452.86,29453.24,55,6.466666666666667
,,0.344,-30.33,30262.24,765.6902,Metal Loss,10.0,,1.26,1.65,,6:20,NO,,2007,Metal Loss_30262.2,True,30262.24,30262.620000000003,56,6.333333333333333
,,0.344,-32.09,30264.0,765.6245,Metal Loss,10.0,,1.06,1.14,,4:47,NO,,2007,Metal Loss_30264.0,True,30264.0,30264.38,56,4.783333333333333
,,0.344,-0.56,30471.96,761.7262,Cluster,17.0,,4.76,11.46,,6:06,NO,,2007,Cluster_30472.0,True,30471.96,30472.34,-1,6.1
,,0.344,-19.71,30570.99,761.7328,Metal Loss-Manufacturing Anomaly,19.0,,3.31,0.55,,11:29,,,2007,Metal Loss-Manufacturing Anomaly_30571.0,True,30570.99,30571.370000000003,57,11.483333333333333
,,0.344,-22.16,30573.44,761.7224,Metal Loss-Manufacturing Anomaly,10.0,,4.17,4.25,,11:38,,,2007,Metal Loss-Manufacturing Anomaly_30573.4,True,30573.44,30573.82,57,11.633333333333333
,,0.344,-22.74,30574.03,761.7199,Metal Loss-Manufacturing Anomaly,26.0,,3.66,0.71,,11:51,,,2007,Metal Loss-Manufacturing Anomaly_30574.0,True,30574.03,30574.41,57,11.85
,,0.344,-23.47,30574.76,761.7168,Metal Loss-Manufacturing Anomaly,10.0,,3.11,0.87,,11:36,,,2007,Metal Loss-Manufacturing Anomaly_30574.8,True,30574.76,30575.14,57,11.6
,,0.344,-24.82,30576.1,761.7112,Metal Loss-Manufacturing Anomaly,15.0,,3.58,7.01,,11:33,,,2007,Metal Loss-Manufacturing Anomaly_30576.1,True,30576.1,30576.48,57,11.55
,,0.344,-25.58,30576.86,761.7079,Metal Loss-Manufacturing Anomaly,10.0,,3.23,1.58,,11:42,,,2007,Metal Loss-Manufacturing Anomaly_30576.9,True,30576.86,30577.24,57,11.7
,,0.344,-26.01,30577.29,761.7061,Metal Loss-Manufacturing Anomaly,14.0,,4.02,3.74,,11:30,,,2007,Metal Loss-Manufacturing Anomaly_30577.3,True,30577.29,30577.67,57,11.5
,,0.344,-26.71,30577.99,761.7032,Metal Loss-Manufacturing Anomaly,10.0,,4.13,8.66,,11:20,,,2007,Metal Loss-Manufacturing Anomaly_30578.0,True,30577.99,30578.370000000003,57,11.333333333333334
,,0.344,-27.33,30578.61,761.7006,Metal Loss-Manufacturing Anomaly,28.0,,3.94,6.38,,11:28,,,2007,Metal Loss-Manufacturing Anomaly_30578.6,True,30578.61,30578.99,57,11.466666666666667
,,0.344,-5.65,30676.87,761.3112,Metal Loss-Manufacturing Anomaly,17.0,,3.03,0.55,,6:24,,,2007,Metal Loss-Manufacturing Anomaly_30676.9,True,30676.87,30677.25,58,6.4
,,0.344,-5.65,30676.88,761.3111,Metal Loss-Manufacturing Anomaly,13.0,,2.79,0.63,,6:34,,,2007,Metal Loss-Manufacturing Anomaly_30676.9,True,30676.88,30677.26,58,6.566666666666666
,,0.344,-5.28,31013.67,759.3892,Metal Loss-Manufacturing Anomaly,15.0,,0.47,0.71,,4:16,,,2007,Metal Loss-Manufacturing Anomaly_31013.7,True,31013.67,31014.05,-1,4.266666666666667
,,0.344,-0.68,31509.12,760.0275,Cluster,31.0,,6.41,31.02,1.6,2:17,NO,,2007,Cluster_31509.1,True,31509.12,31509.5,59,2.283333333333333
,,0.344,-0.79,31509.22,760.0281,Cluster,14.0,,3.59,14.6,,10:05,NO,,2007,Cluster_31509.2,True,31509.22,31509.6,59,10.083333333333334
,,0.344,-0.7,31549.2,760.2205,Cluster,28.0,,5.63,6.43,1.65,2:54,NO,,2007,Cluster_31549.2,True,31549.2,31549.58,60,2.9
,,0.344,-0.7,31549.2,760.2205,Cluster,12.0,,4.92,4.34,,5:24,NO,,2007,Cluster_31549.2,True,31549.2,31549.58,60,5.4
,,0.344,-2.56,31551.06,760.2221,Cluster,11.0,,6.3,7.92,,11:30,NO,,2007,Cluster_31551.1,True,31551.06,31551.44,60,11.5
,,0.344,-0.77,31574.91,759.8604,Cluster,52.0,,4.91,8.27,1.43,6:22,NO,,2007,Cluster_31574.9,True,31574.91,31575.29,61,6.366666666666666
,,0.344,-0.8,31574.95,759.8592,Cluster,10.0,,3.01,5.43,,3:58,NO,,2007,Cluster_31575.0,True,31574.95,31575.33,61,3.966666666666667
,,0.344,-0.81,31574.96,759.8589,Metal Loss,24.0,,4.13,2.28,1.74,5:29,NO,,2007,Metal Loss_31575.0,True,31574.96,31575.34,61,5.483333333333333
,,0.344,-9.33,31583.48,759.5674,Metal Loss,19.0,,1.42,1.77,,6:28,NO,,2007,Metal Loss_31583.5,True,31583.48,31583.86,61,6.466666666666667
,,0.344,-1.53,31586.57,759.4611,Metal Loss,16.0,,1.3,3.62,,5:46,NO,,2007,Metal Loss_31586.6,True,31586.57,31586.95,61,5.766666666666667
,,0.344,-39.04,31980.44,754.9454,Cluster,13.0,,3.34,16.86,,4:26,NO,,2007,Cluster_31980.4,True,31980.44,31980.82,-1,4.433333333333334
,,0.344,-28.99,32514.08,725.6285,Cluster,16.0,,4.18,2.2,,11:34,NO,,2007,Cluster_32514.1,True,32514.08,32514.460000000003,-1,11.566666666666666
,,0.344,-0.77,32594.86,739.352,Cluster,28.0,,1.45,3.58,1.84,6:40,NO,,2007,Cluster_32594.9,True,32594.86,32595.24,62,6.666666666666667
,,0.344,-0.82,32594.9,739.3589,Metal Loss,10.0,,0.94,1.34,,4:25,NO,,2007,Metal Loss_32594.9,True,32594.9,32595.28,62,4.416666666666667
,,0.344,-13.11,32925.21,749.6401,Cluster,31.0,,21.61,16.78,1.46,7:20,NO,,2007,Cluster_32925.2,True,32925.21,32925.59,63,7.333333333333333
,,0.344,-13.89,32925.99,749.6223,Cluster,21.0,,4.21,2.89,1.75,6:17,NO,,2007,Cluster_32926.0,True,32925.99,32926.369999999995,63,6.283333333333333
,,0.344,-15.03,32927.13,749.5958,Metal Loss,19.0,,1.46,0.75,,6:53,NO,,2007,Metal Loss_32927.1,True,32927.13,32927.509999999995,63,6.883333333333333
,,0.344,-16.2,32928.3,749.5687,Cluster,14.0,,2.57,5.09,,7:17,NO,,2007,Cluster_32928.3,True,32928.3,32928.68,63,7.283333333333333
,,0.344,-0.74,32952.77,749.0267,Cluster,10.0,,2.57,2.49,,7:12,NO,,2007,Cluster_32952.8,True,32952.77,32953.149999999994,-1,7.2
,,0.344,-39.04,33031.11,747.9919,Cluster,10.0,,2.95,5.63,,7:25,NO,,2007,Cluster_33031.1,True,33031.11,33031.49,64,7.416666666666667
,,0.344,-39.07,33031.14,747.9916,Cluster,15.0,,1.87,10.12,,4:42,NO,,2007,Cluster_33031.1,True,33031.14,33031.52,64,4.7
,,0.344,-0.79,33032.88,747.9696,Cluster,10.0,,0.88,2.51,,3:34,NO,,2007,Cluster_33032.9,True,33032.88,33033.259999999995,64,3.5666666666666664
,,0.344,-0.79,33112.92,747.1422,Cluster,12.0,,2.48,4.75,,4:02,NO,,2007,Cluster_33112.9,True,33112.92,33113.299999999996,-1,4.033333333333333
,,0.344,-38.72,33190.85,746.5087,Metal Loss,11.0,,3.66,7.36,,7:24,NO,,2007,Metal Loss_33190.8,True,33190.85,33191.229999999996,-1,7.4
,,0.344,-32.28,33304.46,744.7818,Cluster,28.0,,4.36,6.72,1.7,11:47,NO,,2007,Cluster_33304.5,True,33304.46,33304.84,65,11.783333333333333
,,0.344,-32.8,33304.98,744.7765,Cluster,11.0,,3.67,5.55,,11:35,NO,,2007,Cluster_33305.0,True,33304.98,33305.36,65,11.583333333333334
,,0.344,-23.38,33374.95,744.1882,Cluster,23.0,,3.55,1.91,1.76,6:10,NO,,2007,Cluster_33374.9,True,33374.95,33375.329999999994,66,6.166666666666667
,,0.344,-29.78,33381.36,744.1271,Cluster,31.0,,1.76,1.32,1.82,5:32,NO,,2007,Cluster_33381.4,True,33381.36,33381.74,66,5.533333333333333
,,0.344,-30.26,33381.84,744.1223,Cluster,29.0,,4.33,4.63,1.69,5:24,NO,,2007,Cluster_33381.8,True,33381.84,33382.219999999994,66,5.4
,,0.344,-31.6,33383.18,744.1089,Cluster,13.0,,4.98,1.64,,5:52,NO,,2007,Cluster_33383.2,True,33383.18,33383.56,66,5.866666666666667
